account_name,product,country,page_type,crawl_strdatetime,calendar_week,batch_id,main_rank,bsr_rank,item,product_url,retailer_sku_name,final_sku_price,original_sku_price,savings,sku_popularity,sku_status,discount_type,delivery_availability,sku,ref_refrigerator_type,ref_capacity,retailer_sku_name_similar,star_rating,count_of_star_ratings,count_of_reviews,recommendation_intent,summarized_review_content,detailed_review_content
OTTO,REF,SEG,main,2026-06-29 23:25:02,w27,o_20260629_232502,1,1,2048256807,https://www.otto.de/p/lg-kuehl-gefrierkombination-serie-5-gbbs525cpy-203-cm-hoch-59-7-cm-breit-total-no-frost-thinq-mit-ai-fresh-saving-mode-2048256807/,LG Kühl-/Gefrierkombination Serie 5 GBBS525CEV,"599,00 €","1.099,00 €",-45%,Very popular,Sponsored,,Available in 3 weeks,GBBS525CEV,Fridge-freezer Combination,375 l,Samsung Kühl-/Gefrierkombination 7300 Serie RL34C652CB1 ||| LG Kühl-/Gefrierkombination GBV22NCBEP ||| Haier Kühl-/Gefrierkombination Combi 3D 60 HTR3620CNMP ||| GORENJE Kühl-/Gefrierkombination NRK619C61BX4OT ||| Hanseatic French Door HFD18983DWDBI ||| Hanseatic Kühl-/Gefrierkombination HKGK17954DWDI ||| Samsung Kühl-/Gefrierkombination 7300 Serie RL38C602CB1 ||| Haier Kühl-/Gefrierkombination Combi 3D 60 HTW5620CNMP ||| Samsung Kühl-/Gefrierkombination 7300 Serie RB38C600DSA ||| BAUKNECHT Kühl-/Gefrierkombination KGN Eco 201 C ||| GORENJE Kühl-/Gefrierkombination RK4182PS4 ||| Hanseatic Kühl-/Gefrierkombination HKGK18560CNFDI ||| Hanseatic French Door HFD16975DI ||| Samsung Kühl-/Gefrierkombination 7300 Serie RB34C605CB1/EF ||| LG Kühl-/Gefrierkombination J-Serie GBBSJ2CCEP ||| Hanseatic Kühl-/Gefrierkombination HKGK17955CNFWDI ||| Hanseatic Multi Door HCDB18080DWDI ||| Hanseatic Multi Door HCD17884EI ||| CHiQ Kühl-/Gefrierkombination No Frost FBM228NE4DE ||| LG Kühl-/Gefrierkombination InstaView® GBG5160CPY,4.5,75,75,98% würden diesen Artikel weiterempfehlen,,"review1 - Erst Schloß die untere Türe nicht richtig, jetzt schaltet sich der Kompressor auch nich ab, alles was im Gefrierfach war/ drei Fächer...konnte man entsorgen. ||| review2 - Ich bin begeistert! Der Stromverbrauch hat sich mehr als halbiert. Dass das Gerät bei dieser Größe so effizient ist, ist wirklich top hätte ich nicht gedacht. Zudem sieht die Edelstahlfront und die Seitensuper edel aus. Man muss allerdings sehr aufpassen: Wenn man zum Beispiel einen Stuhl verrückt oder mit irgendwas anderem dagegenkommt, bekommt die Edelstahlfront sehr schnell Dellen. Ansonsten bin ich mega begeistert musste ich feststellen naja wann kann ich alles haben mussman halt etwas aufpassen kann man mit leben. AnsonstenIn der App kann man den Stromverbrauch einsehen und hat sehr viele Einstellungsmöglichkeiten. Man kann die Kühlfächer regulieren, wenn mal vergisst die Tür zu schließen bekommt man ein akustischen Signal vom Kühlschrankund und auch eine Nachricht auf das Smartphone praktisch Mann kann eine Diagnose des Geräts auf Fehler durchführen um zu sehen ob das Gerät ordnungsgemäß funktioniert und vieles mehr (siehe Bilder).“ klare Kaufempfehlung ||| review3 - Ich habe die Kühl-Gefrier-Kombination am Mittwoch bestellt und sie wurde bereits am Donnerstag geliefert – also wirklich sehr schnell. Anfangs war ich etwas skeptisch, da es zu diesem Gerät im ganzen Netz noch keine Bewertungen gab. Ich habe bereits ein ähnliches Gerät einer etwas teureren Marke mit dem ich mehr als zufrieden bin , und laut Beschreibung kommt dieses Modell zwar nicht ganz daran heran, bietet aber trotzdem überwiegend die gleichen Funktionen. Nach einem Tag Nutzung kann ich bisher absolut nichts Negatives sagen. Im Vergleich zu meinem anderen Gerät steht es diesem in nichts nach. Es ist sehr leise, kühlt hervorragend und es bildet sich kein Kondenswasser. Auch optisch macht es einen wirklich guten Eindruck. Wie es sich langfristig verhält, kann ich natürlich noch nicht beurteilen, aber aktuell bin ich sehr zufrieden. Ein großes Lob auch an die Spedition: Die Lieferung war schnell und die Mitarbeiter waren sehr freundlich. Trotz unseres engen, halb runden Treppenhauses haben sie den über zwei Meter hohen Kühlschrank problemlos hochgetragen. Mit dieser Spedition hatte ich früher schon einmal schlechte Erfahrungen gemacht – diesmal war jedoch alles top 👍 ||| review4 - 3mm breiter als angegeben, bei passgenau kritisch ||| review5 - Groß und geräumig, viel stauraum, licht super angenehm. Geht leicht auf. Türe haut nicht durch. Lediglich das gemüsefach bekommt man etwas schwerer raus, da die türe sich nicht komplett öffnet (durchschlagt) hatte mich immer beim alten siemens kühlschrank gestört das die Türe bis zum Anschlag nach hinten haut. Kühlt super. Leicht zu bedienen mit der außenanzeige. Leise, habe den Kühlschrank nicht einmal gehört bis jetzt. Bin sehr zufrieden und hoffe der Kühlschrank hält jetzt länger als der Siemens mit 4 1/2 jahren. Ach und da es hier so oft erwähnt wird. Unsere Hermes zustellung war Top. 3 EG ohne Aufzug und hier herren (neu) waren mega. Nicht gejammert oder geschimpft warum man so weit oben wohnt usw. Mega freundlich und haben unaufgefordert wie angegeben die verpackung mit genommen und den Kühlschrank auf den Wunschplatz gestellt. Die jahre zuvor hatten wir immer andere und einer von denen war immer nur am schimpfen und haben nie den müll mitgenommen obwohl ich es beim kauf angegeben hatte. Hoffe die zwei herren bleiben jetzt eine lange zeit in dieser Tour, dann werde ich wieder häufiger dinge mit speditionslieferung hermes bestellen. Danke ||| review6 - Schick, modern, praktisch, sehr viel Platz, Extras und die Lieferung war reibungslos und perfekt! Danke. ||| review7 - Die Kühl-Gefrierkombination ist einfach super! Sie kühlt perfekt, ist sehr leise und das Design in Essence Black Steel sieht sehr edel aus. Besonders toll finde ich den AI Saving Mode über die ThinQ App, mit dem man wirklich merklich Energie sparen kann. Ich bin absolut zufrieden und kann sie nur weiterempfehlen! ||| review8 - Er ist sehr geräumig, paßt viel hinein und er kühlt perfekt ||| review9 - Sehr edel verarbeitet. Top Verpackt. Türen lassen sich leich tauschen. Schubladen mit Stopfunktion und absolut leicjt rauszuziehen, nicht sehr schwergängig wie bei anderen. Viel zubehör wie Eierschale ind eiswürfelschale. ||| review10 - Wir haben uns für diesen LG entschieden da wir mit der Marke bis dato sehr gut gefahren sind. Erstmals ist er schön groß und für uns ein Raumwunder sowohl in der Tür und im Innenraum. Optisch macht er sich sehr gut und ist wirklich sehr leise. Das er mit LG ThinQ Smart app ausgestattet ist machte ihn sehr attrative. Wichtig war uns im Gefrierbereich nur Schubladen zu haben für kinderleichtes öffnen. Hermes Lieferung war TOP! Eine Stunde vorher wurden wir telefonisch kontaktiert das wir die nächsten sind. Die zwei Hermes Lieferanten haben ihn in den 2. OG getragen und das innerhalb weniger Minuten. Wir sind rund um zufrieden ||| review11 - Nachdem die Hausverwaltung uns einen grausigen, minimalistischen Kühlschrank zur Verfügung gestellt hat, musste ein neuer her. Wir lieben ihn so sehr, dass er sogar einen Namen bekommen hat. ||| review12 - Leider wurde uns der Kühlschrank mit einem fehlendem Fuß geliefert, sodass dieser nach vorne kippt wenn man die Tür öffnet - service ist bereits informiert. Desweiteren ist am unteren Teil ein Kratzer der sich von links nach rechts zieht, was aber erst nach Entfernung der Schutzfolie aufgefallen ist. - Auch hier wird noch auf Antwort vom Service gewartet. ||| review13 - Wurde gut und schnell geliefert . Aufstellung Wurde schlecht durchgeführt schon wie bei der Waschmaschine. ||| review14 - Aussehen-top Innenausstattung-top stromverbrauch-werde ich merken, ansonsten bin ich sehr zufrieden, schnelle Lieferung und sehr hilfsbereite Mitarbeiter beim aufstellen des Gerätes ||| review15 - Super viel Stauraum , absulut kein Geräuch , kann ich nur empfehlen ||| review16 - Sehr leise mit viel Platz ||| review17 - Beste Kühl gefrierkombination die ich je hatte. So leise, viel Platz und top Design. Bin happy dieses Model ausgewählt zu haben. Hermes Fahrer auch mega nett. ||| review18 - Top und schnell ||| review19 - Gut ||| review20 - die wo wo den Kühlschrank gebracht haben waren sehr unfreundlich und hielten sich nicht der Absprache, ansonsten bin ich zufrieden"
OTTO,REF,SEG,main,2026-06-29 23:25:02,w27,o_20260629_232502,2,2,2081949068,https://www.otto.de/p/dreame-kuehl-gefrierkombination-drb400wmbceu-185-cm-hoch-59-5-cm-breit-viel-platz-leise-modernes-design-2081949068/,Dreame Kühl-/Gefrierkombination DRB400WMBCEU,"699,00 €","799,00 €",-13%,,Sponsored,,Available - at your door in 3-5 working days,DRB400WMBCEU,Fridge-freezer Combination,409 l,Samsung Kühl-/Gefrierkombination 7300 Serie RL34C652CSA ||| LG Kühl-/Gefrierkombination Serie 5 GBBS525CPY ||| Haier Kühl-/Gefrierkombination Combi 3D 60 HTW5620CNMP ||| Haier Kühl-/Gefrierkombination Combi 3D 60 HTR3620CNMP ||| Hanseatic Kühl-/Gefrierkombination HKGK18560CNFDI ||| Hanseatic French Door HFD16975DI ||| Hanseatic Kühl-/Gefrierkombination HKGK17954DWDI ||| GORENJE Kühl-/Gefrierkombination RK4182PS4 ||| GORENJE Kühl-/Gefrierkombination NRK619C61X4OT ||| Hanseatic Kühl-/Gefrierkombination HKGK14349BI ||| Hanseatic Kühl-/Gefrierkombination HKGK17955CNFWDI ||| BOSCH Kühl-/Gefrierkombination Serie 4 KGN362LAF ||| Hanseatic Multi Door HCD17884EI ||| BAUKNECHT Kühl-/Gefrierkombination KGN Eco 201 C ||| Hanseatic Kühl-/Gefrierkombination HKGK14349DW ||| BOSCH Kühl-/Gefrierkombination Serie 6 KGE398IBP ||| Hanseatic Multi Door HCDB18080DWDI ||| Samsung Kühl-/Gefrierkombination 7300A Serie RB38C607AS9 ||| BAUKNECHT Kühl-/Gefrierkombination BHK2 6494 X6E 7295848901 ||| BEKO Kühl-/Gefrierkombination RCSA406K60XBN,5.0,4,4,100% würden diesen Artikel weiterempfehlen,,"review1 - Die Kühl-Gefrierkombination bietet sehr viel Platz und eignet sich perfekt für Familien oder größere Einkäufe. Besonders praktisch finde ich die großzügige Aufteilung im Kühlbereich, da Lebensmittel ordentlich sortiert und schnell griffbereit verstaut werden können. Mit 267 Litern Kühlkapazität passen problemlos Getränke, frische Lebensmittel und größere Vorräte hinein. Auch das Gefrierfach überzeugt mit viel Stauraum, sodass Tiefkühlprodukte übersichtlich gelagert werden können. Im Betrieb arbeitet das Gerät angenehm leise, was vor allem in offenen Küchen oder kleineren Wohnungen sehr positiv auffällt. Das moderne Design sieht hochwertig aus und passt optisch sehr gut zu einer modernen Kücheneinrichtung. Die Verarbeitung macht insgesamt einen stabilen und langlebigen Eindruck. Außerdem lassen sich die Fächer und Ablagen leicht reinigen, was den Alltag deutlich erleichtert. Insgesamt bietet die Kühl-Gefrierkombination eine gelungene Kombination aus viel Platz, modernem Aussehen und leiser Leistung. ||| review2 - Wir haben die Kühl-/Gefrierkombination Mega Pro-409L-C für unseren Partyraum gekauft und sind absolut begeistert. Dank des großen Fassungsvermögens haben wir immer genügend Platz für Getränke, Snacks und Tiefkühlprodukte. Gerade bei Feiern ist das ein riesiger Vorteil. Das moderne Design macht zudem einen hochwertigen Eindruck und passt optisch perfekt in den Raum. Die Kühlleistung ist hervorragend – Getränke sind schnell auf Temperatur und Lebensmittel bleiben lange frisch. Auch die Bedienung ist einfach und die Verarbeitung wirkt sehr hochwertig. Verpackt war er mega und die Lieferung durch Hermes Einrichtung war auch Top. Insgesamt ein tolles Gerät mit viel Platz, guter Energieeffizienz und einem ausgezeichneten Preis-Leistungs-Verhältnis. Klare Kaufempfehlung. ||| review3 - Ich bin kürzlich in eine neue Wohnung gezogen und brauchte dringend etwas, das ich alleine transportieren kann, da meine Frau nur 1,50 m groß ist und sich um alles kümmert. Es ist ein perfekter Kühlschrank, der genau das tut, was er soll. Man kann ihn in einer kleinen Wohnung, einem Studio oder in der Garage aufstellen. Ich würde sagen, wenn man vorhat, ihn im Schlafzimmer aufzustellen, ist das auch okay, aber für einen privaten Kühlschrank ist er vielleicht ein bisschen zu groß, wenn man versteht, was ich meine. Er nimmt nicht viel Platz weg. Der Innenraum bietet mir genug Stauraum, da die Außenwände dünn sind, was mehr Platz im Kühlschrank schafft. Ich finde die neue Technologie wirklich toll, die verhindert, dass sich Eis an den Seitenwänden des Kühlschranks bildet. ||| review4 - Top Gerät mit viel Platz. Einfache ,schnelle Einstellung durch Touchfunktion .Besonder gefällt mir die Nofrost Funktion und die Einstellungen im Kühlschrank. Die Türen kann man links ,sowie rechts anbauen . Einfach ein Top Gerät."
OTTO,REF,SEG,main,2026-06-29 23:25:02,w27,o_20260629_232502,3,3,1636476748,https://www.otto.de/p/hanseatic-multi-door-hcdb18080dwdbi-180-cm-hoch-79-cm-breit-inkl-3-jahre-herstellergarantie-1636476748/,Hanseatic Multi Door HCDB18080DWDI,"599,00 €","1.049,00 €",-43%,Very popular,,,Available - at your door in 2-4 working days,HCDB18080DWDBI,Multi Door,419 l,Hanseatic Multi Door HCD17884EI ||| Hanseatic French Door HFD16975DI ||| Hanseatic Side-by-Side HSBS17590CWEI ||| Hanseatic French Door HFD18983DWDBI ||| Samsung Kühl-/Gefrierkombination 7300 Serie RL34C652CSA ||| BEKO Side-by-Side GNO5322XPN 8996313200 ||| Privileg Side-by-Side PRGF 6441 XP4E ||| LG Side-by-Side GSLC41EPPE ||| Hanseatic Multi Door HCDD18080EI ||| Hanseatic Kühl-/Gefrierkombination HKGK17954DWDI ||| GORENJE Side-by-Side NRS917E41BXWD ||| Hanseatic French Door HCDD18080CI ||| Hanseatic Kühl-/Gefrierkombination HKGK17955CNFWDI ||| Hanseatic French Door HFD20070CWDI ||| LG Side-by-Side G-Serie GSGB71PYLL ||| exquisit Kühlschrank FD5490-160-WS-202E ||| LG Kühl-/Gefrierkombination Serie 5 GBBS525CEV ||| Hanseatic Multi Door HCDC18080CWDBI ||| Privileg Multi Door PRGF 6421 XP4E ||| Hanseatic Kühl-/Gefrierkombination HKGK18560CNFDI,4.5,355,355,95% würden diesen Artikel weiterempfehlen,,"review1 - Der Kühlschrank sieht Pumpe aus viel Platz lieferung war schnell die Jungs haben das sehr schön hoch getragen Müll weggeschafft sehr zufrieden ||| review2 - Noch in der Probephase ❣️ Ich habe zuerst ale Bewertungen durch gelesen und war erstmal skeptisch ob er heile auch ankommen tut.. Nun habe ich es gewagt und habe ihn Bestellt. Ich muss zuerst sagen, er sieht in Real wirklch super schön aus in Edelstahl. der Side By Side Kühlschrank ist Groß von innen und hat ne menge viel Platz drin. Zuerst wollte ich ein anderen kaufen mit Eiswürfel Spender aber dann hab ich gesehen das bei Diesen artikel ein extra Eiswürfel bereiter dabei ist, nun habe ich dirket Eiswürfel gemacht und dies ging ruck zuck und wobei ich jetzt so viel gemacht habe das ich immer vorrätig Eiswürfel habe. Einfach nur toll. Bin sehr zufrieden mit dem extra zugelieferten Eiswürfel Zubereiter. Somiet braucht man kein Side By Side Kühlschrank mit Eiswürfel Spender integriert. weil es völlig ausreichend ist und der Eiswürfel zubereitet sehr Schnell geht im Gefrierfach. Zu den Kühlschrank selbst , er friert schnell , es funktioniert alles einwandfrei es hat touch Bedienung feld zum verschiedenen modus ein zu stellen. Der Preis ist einfach unschlagbar Günstig und Hat dafür auch Gute Qualität . Ich wünsche mir das er sehr lange halten tut bei mir. Zu den Lieferung , Geliefert wurde es nach Bestellung Direkt 3 Tage Später per Hermes Spedition. Zuerst sagten sie, das würde nicht passen in die 1. OG hoch zu Tragen da er zu breit wäre usw. Zunächst hab ich vorher auch alles ausgemessen ob der passt durch die Treppen . sie haben es mir ohne Gemecker zu zweit es Hoch Getragen und haben ihn ausgepackt und die Pappe und alles ordnungsgemäß mit genommen. Sie sagten nur wenn 100KG wiegt müssten die es nicht hoch tragen. Aber danke fur den tollen Service an Hermes und an OTTO❣️ Zunächst wurde es auch alles mit bestellt. Ich hab mit Hermes sonst schlechte Erfahrung gemacht aber diesmal war ich sehr zufrieden und bedanke mich herzlich an den beiden mit Arbeiter von Hermes es Hoch getragen zu haben. Ich kann jeden den Side by side Kühlschrank sofort weiter empfehlen, Mann kann mit ihm nichts falsches machen. Der sieht wunderschön aus und für den Preis einfach unschlagbar günstig. Ich hoffe auf ein langes miteinander ❤️ ||| review3 - Guten Tag, die Mitarbeiter von Hermes weigerten sich den Kühlschrank in die Wohnung zu tragen. Wir mussten mithelfen den Kühlschrank in die Wohnung zu transportieren, sonst hätten die Mitarbeiter ihn auf der Straße stehen lassen. Die Verpackung wurde nicht mitgenommen und der Kühlschrank wurde auch nicht waagerecht ausgerichtet, obwohl diese Zusatzoptionen mitbestellt wurden und auch die Anlieferung bezahlt wurde. Die sind einfach wieder weggefahren. Was den Kühlschrank betrifft, dieser ist ganz toll. ||| review4 - Ich bin sehr zufrieden ! Kein Frost mehr und ganz viel Platz ! Erfüllt alles was ich mir gewünscht habe von einem neuen Gerät. Optisch ist es ein Blickfang , nur positives Feedback . Preis-Leistungs-Verhältnis sehr gut + Würde ich wieder kaufen! ||| review5 - Wir wollten erst einen Samsung kaufen uns hat dann doch der Preis abgeschreckt. Tausend Euro mehr nur damit man Eiswürfel hat, nein! Dieser Kühlschrank ist wirklich toll, genug Platz und die Eiswürfel sind schnell selbst gemacht. Der Lieferservice war Top! Unten am Fahrzeug ausgepackt und ohne murren in meiner Küche aufgestellt worden! Vielen Dank! ||| review6 - Bin mit Hermes sehr zufrieden.Pünktlich freundlich Verpackung mitgenommen aufgestellt super Service. Zum Gerät Bis heute sehr zufrieden viel Platz gute Funktion. Unser erster. ||| review7 - Tolles Gerät mit viel Platz, Hatten vorher ein sehr teures Side by Side Gerät was nach knapp 4 Jahren schlapp gemacht hat...Wir hoffen auf lange Zusammenarbeit:-))leider ohne Eiswürfel... ||| review8 - Der Kühlschrank ist echt edel, auch die Verarbeitung ist top. Ich persönlich finde ihn sehr leise. Der Langzeittest steht also nun an. Aber klare Kaufempfehlung. Endlich Platz im KS. ||| review9 - Kühlschrank wurde schnell geliefert. Viel Platz, super Aufteilung und sehr leise. Können wir weiter empfehlen und würden ihn auch wieder kaufen. ||| review10 - Der lieferservice war top ,das Gerät ist sehe gut auch die Einstellung ist sehr gut beschrieben und man brauch nicht lange überlegen ich bin sehr zufrieden ||| review11 - Man hat super viel Platz . Der Eiswürfelbehälter mit dem Behälter dran wo man nur die Eiswürfel umdrehen muss und sie fallen da rein ist der hammer ||| review12 - Tolles teil. Wir lieben ihn. Endlich viel Platz im Kühlschrank. Bei einem 4 Personen Haushalt ist die Größe genau richtig. ||| review13 - Die Lieferung war problemlos und der Kühlschrank ist so wie auf den Bilder sehr geräumig. Ich finde den Kühlschrank nicht laut. ||| review14 - Sehr gut 👍👍👍👍👍👍👍👍👍👍👍👍 ||| review15 - Sehr geräumig, der Wasserspender ist super, die Gefrierschublläden super groß, übersichtlich und viel Platz, ||| review16 - Das Kühlschrank ist sehr laut. Elegant und sehr schön. Große genug für eine große Wohnung und Familie ||| review17 - Meine Freunde haben ihre Arbeit sehr gut gemacht und waren sehr Gentlemen, vielen Dank. ||| review18 - Die große und Qualität ist sehr gut hat leider nur nach paar Wochen bisschen lauter geworden. ||| review19 - Wir sind rundum zufrieden & können diesen Kühlschrank nur wärmstens empfehlen. ||| review20 - Ein guter Kühlschrank, super leise kann man nur weiter empfehlen"
