source,page_number,page_offset,display_rank,list_position,row_index,target_rank,exposure_type,is_listing_target,product_id,variation_id,origin,product_url,retailer_sku_name,sku_status_raw,sku_status,brand,final_sku_price,original_sku_price,savings,sku_popularity_raw,sku_popularity,delivery_availability_raw,delivery_availability,count_of_reviews_listing,average_rating_listing,energy_efficiency_class,energy_label_uri,energy_datasheet_uri,top_infos,discount_type_raw,discount_type,classify_reason,is_target,main_rank,bsr_rank,page_type
topseller_api,1,0,76,76,76,76,organic,True,C2028600059,SCXLJPQ14NA7,,https://www.otto.de/p/bosch-kuehl-gefrierkombination-serie-4-kgn362laf-186-cm-hoch-60-cm-breit-laenger-frisch-dank-vitafresh-xxl-kein-abtauen-mehr-C2028600059/,BOSCH Kühl-/Gefrierkombination Serie 4 KGN362LAF,,,BOSCH,"1.039,00 €",,,,,lieferbar - in  6-8 Werktagen bei dir,Available - at your door in 6-8 working days,15,5.0,A,https://i.otto.de/i/otto/ae1bcab7-e922-5237-b156-fe54d0d06633?$dv_energieetikett$,https://d.otto.de/files/500d6d9c-8d3c-557d-9f32-d5ca7c11705d.pdf,"{""B/H/T"": ""60 x 186 x 66,5 cm"", ""Kapazität Kühlen"": ""218 l"", ""Kapazität Frieren"": ""103 l"", ""Betriebsgeräusch"": ""30 dB(A)""}",,,ref_type_keyword,True,70,70,main
topseller_api,1,0,77,77,77,77,organic,True,S0GDA0DH,S0GDA0DHJPSZ,,https://www.otto.de/p/homex-kuehl-gefrierkombination-cfs1110-b-142-5-cm-hoch-49-5-cm-breit-173-liter-nutzinhalt-kuehlschrank-mit-gefrierfach-freistehend-gross-S0GDA0DH/,homeX Kühl-/Gefrierkombination CFS1110-W,,,homeX,"279,99 €","499,99 €",-44%,,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,9,4.5,C,https://i.otto.de/i/otto/eb6eed4b-afa4-559b-8a2a-34b7ffefb6f4?$dv_energieetikett$,https://d.otto.de/files/ce453bc9-cfba-54ba-b140-6a4143d40dd4.pdf,"{""B/H/T"": ""49.5 x 142.5 x 56 cm"", ""Kapazität Kühlen"": ""121 l"", ""Kapazität Frieren"": ""52 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,71,71,main
topseller_api,1,0,78,78,78,78,organic,True,1840163935,2028591025,,https://www.otto.de/p/lg-kuehl-gefrierkombination-gbbs726amb-203-cm-hoch-59-5-cm-breit-fit-max-vollintegrierbar-maximale-ausstattung-1840163935/,LG Kühl-/Gefrierkombination GBBS726AMB,,,LG,"899,00 €","1.499,00 €",-40%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,37,5.0,A,https://i.otto.de/i/otto/8345eb9a-a139-5310-9ccd-6f0f0aef4dd4?$dv_energieetikett$,https://d.otto.de/files/b9dec87a-1361-5f31-a365-6286e47f5dec.pdf,"{""B/H/T"": ""59,5 x 203 x 67,5 cm"", ""Kapazität Kühlen"": ""262 l"", ""Kapazität Frieren"": ""113 l"", ""Betriebsgeräusch"": ""29 dB(A)""}",,,ref_type_keyword,True,72,72,main
topseller_api,1,0,79,79,79,79,organic,True,1563638194,1563638213,,https://www.otto.de/p/hanseatic-kuehl-gefrierkombination-hkgk17954di-179-5-cm-hoch-55-cm-breit-inkl-3-jahre-herstellergarantie-1563638194/,Hanseatic Kühl-/Gefrierkombination HKGK17954DI,,,Hanseatic,"329,99 €","489,00 €",-33%,Sehr beliebt,Very popular,lieferbar in 3 Wochen,Available in 3 weeks,126,4.5,D,https://i.otto.de/i/otto/8355b2c8-134e-5ce6-a3b2-2248affc772a?$dv_energieetikett$,https://d.otto.de/files/7a1043d0-f79f-5d01-aaa2-154dff10dbdc.pdf,"{""B/H/T"": ""55 x 179,5 x 56 cm"", ""Kapazität Kühlen"": ""191 l"", ""Kapazität Frieren"": ""71 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,73,73,main
topseller_api,1,0,80,80,80,80,organic,True,2003588642,2003588643,,https://www.otto.de/p/gorenje-kuehl-gefrierkombination-nrk619c61bx4ot-185-cm-hoch-60-cm-breit-adapttech-des-geraet-passt-sich-ihren-bediengewohnheiten-an-2003588642/,GORENJE Kühl-/Gefrierkombination NRK619C61X4OT,,,GORENJE,"479,00 €","719,00 €",-33%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,170,4.5,C,https://i.otto.de/i/otto/308b8c5e-3f46-5c21-81f4-6f7b3f4b3f5e?$dv_energieetikett$,https://d.otto.de/files/d20358ca-9450-5f59-9a27-c2a45f204183.pdf,"{""B/H/T"": ""60 x 185 x 59,2 cm"", ""Kapazität Kühlen"": ""204 l"", ""Kapazität Frieren"": ""96 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",,,ref_type_keyword,True,74,74,main
topseller_api,1,0,81,81,81,81,organic,True,C1735978614,1912733465,,https://www.otto.de/p/lg-side-by-side-gsxe81pybd-179-cm-hoch-91-3-cm-breit-C1735978614/,LG Side-by-Side GSXE81EVBD,,,LG,"1.599,00 €","2.399,00 €",-33%,,,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,9,5.0,D,https://i.otto.de/i/otto/17b39d88-cd48-57a5-9946-d541f6fcfee5?$dv_energieetikett$,https://d.otto.de/files/2e7f438d-0008-5f57-8879-bfd6aaba84d4.pdf,"{""B/H/T"": ""91,3 x 179 x 73,5 cm"", ""Kapazität Kühlen"": ""407 l"", ""Kapazität Frieren"": ""221 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",,,ref_type_keyword,True,75,75,main
topseller_api,1,0,82,82,82,82,organic,True,2084810239,2084810240,,https://www.otto.de/p/hisense-multi-door-rq600p7ske-179-cm-hoch-91-4-cm-breit-pureviewdoor-immer-sehen-was-im-kuehlschrank-ist-2084810239/,Hisense Multi Door RQ600P7SKE,,,Hisense,"2.619,00 €","3.779,00 €",-31%,,,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,,,E,https://i.otto.de/i/otto/d4a74978-9851-5cdb-a1b8-b0a76ce41e3f?$dv_energieetikett$,https://d.otto.de/files/05005cde-2bbc-5161-a01c-61e87ea9ee60.pdf,"{""B/H/T"": ""91,4 x 179 x 73 cm"", ""Kapazität Kühlen"": ""349 l"", ""Kapazität Frieren"": ""266 l"", ""Betriebsgeräusch"": ""37 dB(A)""}",,,ref_type_keyword,True,76,76,main
topseller_api,1,0,83,83,83,83,organic,True,1594220437,1594221104,,https://www.otto.de/p/hanseatic-einbaukuehlschrank-heks8854e-88-cm-hoch-54-cm-breit-inkl-3-jahre-herstellergarantie-1594220437/,Hanseatic Einbaukühlschrank HEKS8854E,,,Hanseatic,"179,00 €","249,99 €",-28%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,67,4.5,E,https://i.otto.de/i/otto/88bfb6be-b6b0-544c-9acc-faf971522ec5?$dv_energieetikett$,https://d.otto.de/files/891b447b-66e4-5fd4-a91f-7cc4ac59b1fa.pdf,"{""B/H/T"": ""54 x 88 x 54 cm"", ""Kapazität Kühlen"": ""129 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,77,77,main
topseller_api,1,0,84,84,84,84,organic,True,1858649314,1858651803,,https://www.otto.de/p/lg-multi-door-gmg761epae-178-7-cm-hoch-83-5-cm-breit-instaview-doorcoolingplus-1858649314/,LG Multi Door GMG761EPAE,,,LG,"1.699,00 €","2.199,00 €",-23%,,,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,20,4.5,E,https://i.otto.de/i/otto/8c566e5c-9318-5a23-9c0d-91eedc2402e9?$dv_energieetikett$,https://d.otto.de/files/7b141729-6f21-55e8-aef4-d53b361af94d.pdf,"{""B/H/T"": ""83,5 x 178,7 x 73 cm"", ""Kapazität Kühlen"": ""288 l"", ""Kapazität Frieren"": ""220 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,78,78,main
topseller_api,1,0,85,85,85,85,organic,True,S0L1B06F,S0Y710N3DX03,,https://www.otto.de/p/chiq-kuehl-gefrierkombination-no-frost-fbm228ne4de-170-cm-hoch-54-cm-breit-wasserverteiler-12-jahre-garantie-auf-den-kompressor-S0L1B06F/,CHiQ Kühl-/Gefrierkombination No Frost FBM228NE4DE,,,CHiQ,"419,99 €","1.099,00 €",-62%,,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,10,4.0,E,https://i.otto.de/i/otto/4cf62bee-b1c5-4d7d-840e-7c2b33abc405?$dv_energieetikett$,https://d.otto.de/files/54a74df9-7772-4d55-94ab-9695507e43e6.pdf,"{""B/H/T"": ""54 x 170 x 58 cm"", ""Kapazität Kühlen"": ""161 l"", ""Kapazität Frieren"": ""70 l"", ""Betriebsgeräusch"": ""41 dB(A)""}",,,ref_type_keyword,True,79,79,main
topseller_api,1,0,86,86,86,86,organic,True,S0UG90J6,S0UG90J6TSG7,,https://www.otto.de/p/gastrohero-getraenkekuehlschrank-gks-1500kt-gks-1500kt-213-5-cm-hoch-171-cm-breit-S0UG90J6/,GastroHero Getränkekühlschrank GKS-1500KT GKS-1500KT,,,GastroHero,"1.665,88 €","3.013,08 €",-45%,,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,,,C,https://i.otto.de/i/otto/46819713-4abb-5712-a2bd-1ea67b937291?$dv_energieetikett$,https://d.otto.de/files/d4703dc7-b23b-5319-8478-694331325563.pdf,"{""B/H/T"": ""171 x 213.5 x 72 cm""}",,,ref_type_keyword,True,80,80,main
topseller_api,1,0,87,87,87,87,organic,True,S06IW0IW,SGQG5W9N9BEK,,https://www.otto.de/p/tzs-first-austria-table-top-kuehlschrank-40l-getraenkekuehlschrank-lautlos-led-beleuchtung-fa-5172-an-56-5-cm-hoch-40-cm-breit-minibar-22db-wechselbarem-tueranschlag-schloss-S06IW0IW/,"TZS FIRST AUSTRIA Table Top Kühlschrank 40L, Getränkekühlschrank LAUTLOS, LED-Beleuchtung FA-5172-AN",,,TZS FIRST AUSTRIA,"209,95 €","249,95 €",-16%,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,1,5.0,E,https://i.otto.de/i/otto/0f286c3d-de6a-5b58-86ff-dc5ad0a9b7a2?$dv_energieetikett$,https://d.otto.de/files/9bc87a2d-e770-5e97-ab8d-ccb494f9deee.pdf,"{""B/H/T"": ""40 x 56.5 x 43 cm"", ""Kapazität Kühlen"": ""34 l"", ""Betriebsgeräusch"": ""22 dB(A)""}",,,ref_type_keyword,True,81,81,main
topseller_api,1,0,88,88,88,88,organic,True,2022279410,2022279411,,https://www.otto.de/p/lg-multi-door-gmf960ev2e-179-2-cm-hoch-91-4-cm-breit-no-frost-wasserspender-mit-smart-fill-grosser-nutzinhalt-von-646-l-2022279410/,LG Multi Door GMF960EV2E,,,LG,"1.539,00 €","2.299,00 €",-33%,,,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,6,5.0,E,https://i.otto.de/i/otto/39befe28-12ec-5c49-9cbd-4ede88e66a42?$dv_energieetikett$,https://d.otto.de/files/113d9eea-f7c4-520c-b469-24d153754e04.pdf,"{""B/H/T"": ""91,4 x 179,2 x 72,9 cm"", ""Kapazität Kühlen"": ""385 l"", ""Kapazität Frieren"": ""261 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,82,82,main
topseller_api,1,0,89,89,89,89,organic,True,1881306551,1881306915,,https://www.otto.de/p/exquisit-kuehlschrank-ks116-0-041e-weiss-85-cm-hoch-48-cm-breit-ihr-kompakter-90-l-kuehlschrank-sparsam-flexibel-praktisch-1881306551/,exquisit Kühlschrank KS116-0-041E weiss,,,exquisit,"159,00 €","389,00 €",-59%,,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,5,3.5,E,https://i.otto.de/i/otto/292b8506-b0de-521b-8adf-141bc2cdadf0?$dv_energieetikett$,https://d.otto.de/files/be288d09-d91c-52a6-8ab0-3954430bd7be.pdf,"{""B/H/T"": ""48 x 85 x 45 cm"", ""Kapazität Kühlen"": ""90 l"", ""Kapazität Frieren"": ""0 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,83,83,main
topseller_api,1,0,90,90,90,90,organic,True,1688597540,1688598457,,https://www.otto.de/p/hanseatic-side-by-side-hsbs17590ai-179-3-cm-hoch-91-cm-breit-inkl-3-jahre-herstellergarantie-1688597540/,Hanseatic Side-by-Side HSBS17590AI,,,Hanseatic,"1.199,99 €","1.699,00 €",-29%,Sehr beliebt,Very popular,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,105,4.5,A,https://i.otto.de/i/otto/d1f128fe-c1e6-50f1-a780-cc1e9b36ef3e?$dv_energieetikett$,https://d.otto.de/files/784b963b-7eda-5c08-a73b-7e93de4b0ad7.pdf,"{""B/H/T"": ""91 x 179,3 x 69,8 cm"", ""Kapazität Kühlen"": ""379 l"", ""Kapazität Frieren"": ""213 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",,,ref_type_keyword,True,84,84,main
topseller_api,1,0,91,91,91,91,organic,True,C1970667955,1970667956,,https://www.otto.de/p/hisense-side-by-side-rs9p628gpfe-179-cm-hoch-91-cm-breit-grosses-smart-display-C1970667955/,Hisense Side-by-Side RS9P628GPFE,,,Hisense,"2.339,00 €","3.359,00 €",-30%,,,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,2,5.0,E,https://i.otto.de/i/otto/3c087dd7-c446-519e-9e88-a339762f7074?$dv_energieetikett$,https://d.otto.de/files/ef6fb959-5054-5a0b-9ab2-aa05288056f6.pdf,"{""B/H/T"": ""91 x 179 x 73 cm"", ""Kapazität Kühlen"": ""399 l"", ""Kapazität Frieren"": ""215 l""}",,,ref_type_keyword,True,85,85,main
topseller_api,1,0,92,92,92,92,organic,True,1839596819,1839598109,,https://www.otto.de/p/samsung-french-door-rf9000-rf65dg9h0eb1ef-183-cm-hoch-91-2-cm-breit-1839596819/,Samsung French Door RF9000 RF65DG9H0EB1EF,,,Samsung,"2.579,00 €","3.999,00 €",-36%,,,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,9,5.0,E,https://i.otto.de/i/otto/14473074-55ba-53b1-a1e2-2c59d7d7315a?$dv_energieetikett$,https://d.otto.de/files/5b999ab3-ab0d-5a4d-b7c3-4cf99b56240c.pdf,"{""B/H/T"": ""91,2 x 183 x 72,3 cm"", ""Kapazität Kühlen"": ""386 l"", ""Kapazität Frieren"": ""250 l"", ""Betriebsgeräusch"": ""37 dB(A)""}",,,ref_type_keyword,True,86,86,main
topseller_api,1,0,93,93,93,93,organic,True,S0TG10AB,S0TG10ABJWRD,,https://www.otto.de/p/respekta-kuehlschrank-ilian-131100811300-11-eek-e-82-l-nutzinhalt-led-beleuchtung-S0TG10AB/,RESPEKTA Kühlschrank Ilian 131100811300-11,,,RESPEKTA,"239,00 €","539,00 €",-56%,,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,1,1.0,E,https://i.otto.de/i/otto/f16ab194-60ce-4b7c-b200-7216aefae215?$dv_energieetikett$,https://d.otto.de/files/8fbab372-dc05-4d71-9a3d-ab645b82a415.pdf,"{""Kapazität Kühlen"": ""68 l"", ""Kapazität Frieren"": ""14 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,87,87,main
topseller_api,1,0,94,94,94,94,organic,True,1967622419,1967622601,,https://www.otto.de/p/samsung-side-by-side-rs97f-rs90f66befef-178-cm-hoch-91-2-cm-breit-1967622419/,Samsung Side-by-Side RS97F RS90F66BEFEF,,,Samsung,"2.479,00 €","3.549,00 €",-30%,,,lieferbar in 3 Wochen,Available in 3 weeks,2,2.0,E,https://i.otto.de/i/otto/6da80aaa-1030-5928-b978-0fc98a789df1?$dv_energieetikett$,https://d.otto.de/files/a2ee493f-c6b9-5e67-830e-8e09ed673ab8.pdf,"{""B/H/T"": ""91,2 x 178 x 72,6 cm"", ""Kapazität Kühlen"": ""389 l"", ""Kapazität Frieren"": ""225 l"", ""Betriebsgeräusch"": ""34 dB(A)""}",,,ref_type_keyword,True,88,88,main
topseller_api,1,0,95,95,95,95,organic,True,S0GEF0RB,S0GEF0RB97TI,,https://www.otto.de/p/lg-side-by-side-gsxe91evad-179-cm-hoch-instaview-S0GEF0RB/,LG Side-by-Side GSXE91EVAD,,,LG,"1.599,00 €","1.999,00 €",-20%,,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,,,D,https://i.otto.de/i/otto/d55bcfc5-af9e-415b-8fc3-de466e82c381?$dv_energieetikett$,https://d.otto.de/files/d94fe1d4-c6ec-4997-b266-d6eafdd34b88.pdf,"{""Kapazität Frieren"": ""192 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",,,ref_type_keyword,True,89,89,main
topseller_api,1,0,96,96,96,96,organic,True,C1804118620,1877223771,,https://www.otto.de/p/beko-kuehl-gefrierkombination-rcsa300k40sn-181-3-cm-hoch-54-cm-breit-C1804118620/,BEKO Kühl-/Gefrierkombination RCSA300K40SN,,,BEKO,"349,00 €","589,00 €",-41%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,68,4.5,E,https://i.otto.de/i/otto/b34eb3c9-0854-54e5-8474-af15e914e189?$dv_energieetikett$,https://d.otto.de/files/a8269e2a-c225-598b-b156-a469a9a0d5a9.pdf,"{""B/H/T"": ""54 x 181,3 x 57,4 cm"", ""Kapazität Kühlen"": ""204 l"", ""Kapazität Frieren"": ""87 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",,,ref_type_keyword,True,90,90,main
topseller_api,1,0,97,97,97,97,organic,True,C1789420645,1789420646,,https://www.otto.de/p/hisense-side-by-side-rs818n4tic-180-cm-hoch-91-cm-breit-crispzone-adapttech-metal-cooling-smart-wifi-chrom-weinregal-C1789420645/,Hisense Side-by-Side RS818N4TIC,,,Hisense,"1.111,00 €","2.239,00 €",-50%,,,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,94,4.5,C,https://i.otto.de/i/otto/ba76136b-1d6e-5dcf-b3bc-fd6512679fcb?$dv_energieetikett$,https://d.otto.de/files/cef171cb-9760-591f-8599-8c7505b2ca0d.pdf,"{""B/H/T"": ""91 x 179 x 73 cm"", ""Kapazität Kühlen"": ""417 l"", ""Kapazität Frieren"": ""215 l"", ""Betriebsgeräusch"": ""36 dB(A)""}",,,ref_type_keyword,True,91,91,main
topseller_api,1,0,98,98,98,98,organic,True,C1853326562,1853327241,,https://www.otto.de/p/lg-multi-door-gmg960mbee-179-2-cm-hoch-91-4-cm-breit-instaview-zweimal-klopfen-reinschauen-mit-craft-ice-spender-C1853326562/,LG Multi Door GMG960EVEE,,,LG,"1.999,00 €","3.299,00 €",-39%,,,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,1,5.0,E,https://i.otto.de/i/otto/aeeaef29-be72-5d2c-9e76-cb299462f844?$dv_energieetikett$,https://d.otto.de/files/24dbc108-c68f-5951-8e81-598f4c827f9a.pdf,"{""B/H/T"": ""91,4 x 179,2 x 72,9 cm"", ""Kapazität Kühlen"": ""364 l"", ""Kapazität Frieren"": ""274 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,92,92,main
topseller_api,1,0,99,99,99,99,organic,True,S0Q850XX,S0Q850XXQ1F7,,https://www.otto.de/p/exquisit-vollraumkuehlschrank-ks5320-v-h-040e-142-6-cm-hoch-54-4-cm-breit-242-liter-5-glasablagen-4tuerablagen-40-db-tueranschlag-wechselbar-S0Q850XX/,exquisit Vollraumkühlschrank KS5320-V-H-040E,,,exquisit,"329,95 €","599,00 €",-45%,,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,1,4.0,E,https://i.otto.de/i/otto/9e30c345-f79b-443b-af14-08fc53a68db9?$dv_energieetikett$,https://d.otto.de/files/1057994d-cd41-43d5-91cf-6db0bcef80d5.pdf,"{""B/H/T"": ""54.4 x 142.6 x 55.6 cm"", ""Kapazität Kühlen"": ""242 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,93,93,main
topseller_api,1,0,100,100,100,100,organic,True,1935056941,1935058652,,https://www.otto.de/p/lg-kuehl-gefrierkombination-gbv22ncbep-203-cm-hoch-59-5-cm-breit-freshconverter-schublade-1935056941/,LG Kühl-/Gefrierkombination GBV22NCBEP,,,LG,"699,00 €","1.199,00 €",-42%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,115,4.5,B,https://i.otto.de/i/otto/cd591b0f-2ca4-50d1-8e33-2a9f0452fd57?$dv_energieetikett$,https://d.otto.de/files/722fd6b0-7d62-5118-a222-a7299cb05d8d.pdf,"{""B/H/T"": ""59,5 x 203 x 67,5 cm"", ""Kapazität Kühlen"": ""277 l"", ""Kapazität Frieren"": ""110 l"", ""Betriebsgeräusch"": ""33 dB(A)""}",,,ref_type_keyword,True,94,94,main
topseller_api,1,0,101,101,101,101,organic,True,1777635956,1777636622,,https://www.otto.de/p/samsung-kuehl-gefrierkombination-7300-serie-rl38c600csa-203-cm-hoch-59-5-cm-breit-no-frost-frischeschublade-ai-energy-mode-1777635956/,Samsung Kühl-/Gefrierkombination 7300 Serie RL38C600CSA,,,Samsung,"599,00 €","1.099,00 €",-45%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,194,5.0,C,https://i.otto.de/i/otto/92b5c6eb-70e2-5159-88ee-88051329ba6b?$dv_energieetikett$,https://d.otto.de/files/8635a9cd-3ea0-5a60-a2c4-587f6300e027.pdf,"{""B/H/T"": ""59,5 x 203 x 65,8 cm"", ""Kapazität Kühlen"": ""276 l"", ""Kapazität Frieren"": ""114 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",,,ref_type_keyword,True,95,95,main
topseller_api,1,0,102,102,102,102,organic,True,2022283445,2022283446,,https://www.otto.de/p/lg-side-by-side-gsge91evac-179-cm-hoch-91-3-cm-breit-2022283445/,LG Side-by-Side GSGE91EVAC,,,LG,"2.189,00 €","2.599,00 €",-16%,,,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,,,C,https://i.otto.de/i/otto/cc3b9040-fdfb-506c-8762-e94b004639b6?$dv_energieetikett$,https://d.otto.de/files/2af40a27-217b-5d07-8f08-76431030ab47.pdf,"{""B/H/T"": ""91,3 x 179 x 73,5 cm"", ""Kapazität Kühlen"": ""407 l"", ""Kapazität Frieren"": ""221 l"", ""Betriebsgeräusch"": ""34 dB(A)""}",,,ref_type_keyword,True,96,96,main
topseller_api,1,0,103,103,103,103,organic,True,2011648186,2011648187,,https://www.otto.de/p/samsung-kuehl-gefrierkombination-7300-serie-rb38c600dsa-203-cm-hoch-59-5-cm-breit-no-frost-power-freeze-power-cool-frischeschublade-2011648186/,Samsung Kühl-/Gefrierkombination 7300 Serie RB38C600DSA,,,Samsung,"499,00 €","899,00 €",-44%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,47,4.5,D,https://i.otto.de/i/otto/2830eb71-2071-53a8-8ffa-bd11249bc959?$dv_energieetikett$,https://d.otto.de/files/abcb02ae-a5f3-5e25-a0f0-c61d7cfe55fd.pdf,"{""B/H/T"": ""59,5 x 203 x 65,8 cm"", ""Kapazität Kühlen"": ""276 l"", ""Kapazität Frieren"": ""114 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",,,ref_type_keyword,True,97,97,main
topseller_api,1,0,104,104,104,104,organic,True,C1881306550,1881306586,,https://www.otto.de/p/exquisit-kuehlschrank-ks117-3-040e-weiss-85-cm-hoch-48-cm-breit-perfekte-kuehlung-gefrierfach-81-l-mini-kombi-fuer-jede-kueche-C1881306550/,exquisit Kühlschrank KS117-3-040E weiss,,,exquisit,"169,00 €","389,00 €",-57%,Sehr beliebt,Very popular,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,24,4.5,E,https://i.otto.de/i/otto/6ca73058-f178-5576-bd71-9a657b4ab9d9?$dv_energieetikett$,https://d.otto.de/files/c48173df-f5ac-5e4a-a378-65d22acd3352.pdf,"{""B/H/T"": ""48 x 85 x 49,5 cm"", ""Kapazität Kühlen"": ""70 l"", ""Kapazität Frieren"": ""11 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,98,98,main
topseller_api,1,0,105,105,105,105,organic,True,C1246649418,1246649444,,https://www.otto.de/p/exquisit-kuehlschrank-ks16-v-h-040e-inoxlook-85-5-cm-hoch-55-cm-breit-perfekte-kuehlung-fuer-zuhause-127-l-sparsam-praktisch-C1246649418/,exquisit Kühlschrank KS16-V-H-040E inoxlook,,,exquisit,"199,00 €","419,00 €",-53%,,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,26,4.5,E,https://i.otto.de/i/otto/57b8656b-6af5-5a13-9096-c7f93274fac2?$dv_energieetikett$,https://d.otto.de/files/456c2d6e-292c-5fac-837b-d704daccfeca.pdf,"{""B/H/T"": ""55 x 85,5 x 57 cm"", ""Kapazität Kühlen"": ""127 l"", ""Kapazität Frieren"": ""0 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,99,99,main
topseller_api,1,0,106,106,106,106,organic,True,C1485968228,1732298390,,https://www.otto.de/p/bosch-multi-door-serie-4-kfn96vpea-183-cm-hoch-91-cm-breit-vitafresh-xxl-schubladen-xxl-fassungsvermoegen-big-box-led-licht-C1485968228/,BOSCH Multi Door Serie 4 KFN96VPEA,,,BOSCH,"1.359,00 €","2.649,00 €",-49%,Sehr beliebt,Very popular,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,57,5.0,E,https://i.otto.de/i/otto/43556ce1-19db-5fc9-8f2f-24ac77316b3d?$dv_energieetikett$,https://d.otto.de/files/78725132-b51b-5544-a3d1-5dd3b954f3ce.pdf,"{""B/H/T"": ""91 x 183 x 73,1 cm"", ""Kapazität Kühlen"": ""405 l"", ""Kapazität Frieren"": ""200 l"", ""Betriebsgeräusch"": ""38 dB(A)""}",,,ref_type_keyword,True,100,100,main
topseller_api,1,0,107,107,107,107,organic,True,S03GB0YV,S03GB0YVQUVI,,https://www.otto.de/p/lg-kuehlschrank-gmv960nnme-S03GB0YV/,LG Kühlschrank GMV960NNME,,,LG,"3.999,00 €",,,,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,,,E,https://i.otto.de/i/otto/30e3866d-c5f3-43a1-9ed3-0792b547b013?$dv_energieetikett$,https://d.otto.de/files/eaf3ff2e-c0b3-41a7-bc99-582238e70be2.pdf,,,,ref_type_keyword,True,101,,main
