source,page_number,page_offset,display_rank,list_position,row_index,target_rank,exposure_type,is_listing_target,product_id,variation_id,origin,product_url,retailer_sku_name,sku_status_raw,sku_status,brand,final_sku_price,original_sku_price,savings,sku_popularity_raw,sku_popularity,delivery_availability_raw,delivery_availability,count_of_reviews_listing,average_rating_listing,energy_efficiency_class,energy_label_uri,energy_datasheet_uri,top_infos,discount_type_raw,discount_type,classify_reason,is_target,main_rank,bsr_rank,page_type
topseller_api,1,0,1,1,1,1,sponsored,True,2048256807,2048256808,sponsored,https://www.otto.de/p/lg-kuehl-gefrierkombination-serie-5-gbbs525cpy-203-cm-hoch-59-7-cm-breit-total-no-frost-thinq-mit-ai-fresh-saving-mode-2048256807/,LG Kühl-/Gefrierkombination Serie 5 GBBS525CEV,Gesponsert,Sponsored,LG,"599,00 €","1.099,00 €",-45%,Sehr beliebt,Very popular,lieferbar in 3 Wochen,Available in 3 weeks,75,4.5,C,https://i.otto.de/i/otto/7f0b1f67-ee1d-5bbb-811e-d22dd718b4d9?$dv_energieetikett$,https://d.otto.de/files/9ccba2de-b98c-5b79-87ac-0650eea0efef.pdf,"{""B/H/T"": ""59,7 x 203 x 67,5 cm"", ""Kapazität Kühlen"": ""262 l"", ""Kapazität Frieren"": ""113 l"", ""Betriebsgeräusch"": ""34 dB(A)""}",,,ref_type_keyword,True,1,1,main
topseller_api,1,0,2,2,2,2,sponsored,True,2081949068,2081949075,sponsored,https://www.otto.de/p/dreame-kuehl-gefrierkombination-drb400wmbceu-185-cm-hoch-59-5-cm-breit-viel-platz-leise-modernes-design-2081949068/,Dreame Kühl-/Gefrierkombination DRB400WMBCEU,Gesponsert,Sponsored,Dreame,"699,00 €","799,00 €",-13%,,,lieferbar - in 3-5 Werktagen bei dir,Available - at your door in 3-5 working days,4,5.0,C,https://i.otto.de/i/otto/99089454-6084-590e-9f97-bbd7ec64eb19?$dv_energieetikett$,https://d.otto.de/files/7578f179-e5c2-5882-915c-ed8730884377.pdf,"{""B/H/T"": ""59,5 x 185 x 68 cm"", ""Kapazität Kühlen"": ""267 l"", ""Kapazität Frieren"": ""142 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,2,2,main
topseller_api,1,0,3,3,3,3,organic,True,1636476748,1688587477,,https://www.otto.de/p/hanseatic-multi-door-hcdb18080dwdbi-180-cm-hoch-79-cm-breit-inkl-3-jahre-herstellergarantie-1636476748/,Hanseatic Multi Door HCDB18080DWDI,,,Hanseatic,"599,00 €","1.049,00 €",-43%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,355,4.5,D,https://i.otto.de/i/otto/d14e1ef4-16b3-5590-ba41-da567edee02e?$dv_energieetikett$,https://d.otto.de/files/3d013926-1ad8-5089-abee-0f63a3e4d296.pdf,"{""B/H/T"": ""79 x 180 x 70 cm"", ""Kapazität Kühlen"": ""269 l"", ""Kapazität Frieren"": ""150 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,3,3,main
topseller_api,1,0,4,4,4,4,organic,True,1770812712,1770813070,,https://www.otto.de/p/samsung-kuehl-gefrierkombination-7300-serie-rl34c652csa-185-3-cm-hoch-59-5-cm-breit-no-frost-sowie-wifi-ai-energy-mode-smartthings-1770812712/,Samsung Kühl-/Gefrierkombination 7300 Serie RL34C652CSA,,,Samsung,"599,00 €","1.099,00 €",-45%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,887,5.0,C,https://i.otto.de/i/otto/138081f8-6f55-5f52-8751-1a7e895f17a8?$dv_energieetikett$,https://d.otto.de/files/028f9b00-72d5-5d76-8bd8-607d3eeea6b9.pdf,"{""B/H/T"": ""59,5 x 185,3 x 65,8 cm"", ""Kapazität Kühlen"": ""227 l"", ""Kapazität Frieren"": ""114 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",,,ref_type_keyword,True,4,4,main
topseller_api,1,0,5,5,5,5,organic,True,1179220668,1404914084,,https://www.otto.de/p/gorenje-kuehl-gefrierkombination-rk4182ps4-180-cm-hoch-55-cm-breit-led-innenbeleuchtung-crispzone-eco-modus-1179220668/,GORENJE Kühl-/Gefrierkombination RK4182PS4,,,GORENJE,"299,00 €","524,00 €",-43%,Sehr beliebt,Very popular,lieferbar in 3 Wochen,Available in 3 weeks,778,4.5,E,https://i.otto.de/i/otto/4a5dfa4b-a997-5348-8c12-62c1d094e462?$dv_energieetikett$,https://d.otto.de/files/5d0f9bd6-7b3b-571b-b2c5-fd54f352dfdb.pdf,"{""B/H/T"": ""55 x 180 x 55,7 cm"", ""Kapazität Kühlen"": ""198 l"", ""Kapazität Frieren"": ""71 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,5,5,main
topseller_api,1,0,6,6,6,6,organic,True,652717574,1116521720,,https://www.otto.de/p/hanseatic-kuehl-gefrierkombination-hkgk14349dbi-143-cm-hoch-49-5-cm-breit-inkl-3-jahre-herstellergarantie-652717574/,Hanseatic Kühl-/Gefrierkombination HKGK14349DW,,,Hanseatic,"249,99 €","499,00 €",-50%,Sehr beliebt,Very popular,lieferbar in 6 Wochen,Available in 6 weeks,2729,4.5,D,https://i.otto.de/i/otto/a7e920ce-22d7-53ea-82e4-acd74ddee3bd?$dv_energieetikett$,https://d.otto.de/files/d2a6261a-537a-57f9-94eb-bb272f86644f.pdf,"{""B/H/T"": ""49,5 x 143 x 56,2 cm"", ""Kapazität Kühlen"": ""122 l"", ""Kapazität Frieren"": ""53 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,6,6,main
topseller_api,1,0,7,7,7,7,organic,True,816069101,1116777386,,https://www.otto.de/p/hanseatic-multi-door-hcd17884ei-177-5-cm-hoch-83-3-cm-breit-inkl-3-jahre-herstellergarantie-816069101/,Hanseatic Multi Door HCD17884EI,,,Hanseatic,"579,99 €","1.099,00 €",-47%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,1199,4.5,E,https://i.otto.de/i/otto/e7e4de3a-940b-57fc-aa1a-68b31bfd6dd3?$dv_energieetikett$,https://d.otto.de/files/e3ba3bc2-7b11-50de-86ff-4d7acf5170fd.pdf,"{""B/H/T"": ""83,3 x 177,5 x 74 cm"", ""Kapazität Kühlen"": ""329 l"", ""Kapazität Frieren"": ""163 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,7,7,main
topseller_api,1,0,8,8,8,8,sponsored,True,S0QF501A,S0QF501ARKWD,sponsored,https://www.otto.de/p/exquisit-kuehlschrank-fd5490-160-ws-202e-183-cm-hoch-83-6-cm-breit-super-kuehl-modus-schnell-gefrierfunktion-nofrost-wasserspender-S0QF501A/,exquisit Kühlschrank FD5490-160-WS-202E,Gesponsert,Sponsored,exquisit,"949,95 €","1.929,00 €",-51%,,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,,,E,https://i.otto.de/i/otto/af0d85d1-8993-4155-b10c-1408417a5fb8?$dv_energieetikett$,https://d.otto.de/files/2ac355d8-5d14-4bb1-8103-22acda615df1.pdf,"{""B/H/T"": ""83.6 x 183 x 70.6 cm"", ""Betriebsgeräusch"": ""38 dB(A)""}",,,ref_type_keyword,True,8,8,main
topseller_api,1,0,9,9,9,9,organic,True,1563638195,1563638231,,https://www.otto.de/p/hanseatic-kuehl-gefrierkombination-hkgk17954dwdi-179-5-cm-hoch-55-cm-breit-inkl-3-jahre-herstellergarantie-1563638195/,Hanseatic Kühl-/Gefrierkombination HKGK17954DWDI,,,Hanseatic,"379,99 €","529,00 €",-28%,Sehr beliebt,Very popular,lieferbar in 2 Wochen,Available in 2 weeks,373,4.5,D,https://i.otto.de/i/otto/68944677-70e4-529d-ac27-948c119a9b8f?$dv_energieetikett$,https://d.otto.de/files/4c6b6426-7293-50b5-a130-bd4eb6497142.pdf,"{""B/H/T"": ""55 x 179,5 x 56 cm"", ""Kapazität Kühlen"": ""189 l"", ""Kapazität Frieren"": ""71 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,9,9,main
topseller_api,1,0,10,10,10,10,organic,True,1794488444,1794488833,,https://www.otto.de/p/hanseatic-french-door-hfd18983dwdbi-189-8-cm-hoch-83-3-cm-breit-1794488444/,Hanseatic French Door HFD18983DWDBI,,,Hanseatic,"799,00 €","1.699,00 €",-53%,Sehr beliebt,Very popular,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,130,5.0,D,https://i.otto.de/i/otto/8bc7e844-de90-59db-8b1a-53869fd282a9?$dv_energieetikett$,https://d.otto.de/files/9a0e6228-de8e-55e7-b12b-0626bd744e4a.pdf,"{""B/H/T"": ""83,3 x 189,8 x 65,3 cm"", ""Kapazität Kühlen"": ""343 l"", ""Kapazität Frieren"": ""169 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",,,ref_type_keyword,True,10,10,main
topseller_api,1,0,11,11,11,11,organic,True,C1231727065,1231727801,,https://www.otto.de/p/gorenje-kuehlschrank-r4142pw-143-4-cm-hoch-55-cm-breit-C1231727065/,GORENJE Kühlschrank R4142PW,,,GORENJE,"249,00 €","418,00 €",-40%,,,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,63,4.5,E,https://i.otto.de/i/otto/92a1e490-53cb-5956-995c-1c7ff8896ef4?$dv_energieetikett$,https://d.otto.de/files/79df0344-5e54-596f-997e-f21d68569282.pdf,"{""B/H/T"": ""55 x 143,4 x 58,8 cm"", ""Kapazität Kühlen"": ""242 l"", ""Kapazität Frieren"": ""0 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,11,11,main
topseller_api,1,0,12,12,12,12,organic,True,1804119996,1804160104,,https://www.otto.de/p/beko-side-by-side-gno5322xpn-8996313200-177-cm-hoch-90-cm-breit-prosmart-inverter-motor-langlebig-und-mit-10-jahren-garantie-1804119996/,BEKO Side-by-Side GNO5322XPN 8996313200,,,BEKO,"522,00 €","1.039,00 €",-50%,Sehr beliebt,Very popular,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,128,4.5,E,https://i.otto.de/i/otto/326d61ed-e481-50de-bc4f-16e29bc2dd33?$dv_energieetikett$,https://d.otto.de/files/13b17622-c564-5b47-8ed9-6ebf712b59ca.pdf,"{""B/H/T"": ""90 x 177 x 66 cm"", ""Kapazität Kühlen"": ""347 l"", ""Kapazität Frieren"": ""185 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",nur diesen Monat,Only this month,ref_type_keyword,True,12,12,main
topseller_api,1,0,13,13,13,13,organic,True,1688597537,1688598363,,https://www.otto.de/p/hanseatic-kuehl-gefrierkombination-hkgk17955cnfwdbi-181-cm-hoch-54-cm-breit-inkl-3-jahre-herstellergarantie-1688597537/,Hanseatic Kühl-/Gefrierkombination HKGK17955CNFWDI,,,Hanseatic,"399,99 €","729,00 €",-45%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,230,4.0,C,https://i.otto.de/i/otto/42fcc59c-b22c-55e0-8ad2-b67fa3075c39?$dv_energieetikett$,https://d.otto.de/files/c6caed2e-dbca-5e2d-b2d8-e30fa6efb43f.pdf,"{""B/H/T"": ""54 x 181 x 60 cm"", ""Kapazität Kühlen"": ""180 l"", ""Kapazität Frieren"": ""71 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,13,13,main
topseller_api,1,0,14,14,14,14,organic,True,2078695512,2078695513,,https://www.otto.de/p/exquisit-kuehlschrank-ks85-v-091d-weiss-84-3-cm-hoch-45-cm-breit-kompakt-flexibel-ideal-fuer-kueche-buero-ferienwohnung-2078695512/,exquisit Kühlschrank KS85-V-091D weiss,,,exquisit,"149,00 €","349,00 €",-57%,,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,8,4.5,D,https://i.otto.de/i/otto/fc57c327-e19f-5b86-ac27-a37e4f50dd09?$dv_energieetikett$,https://d.otto.de/files/3719b6be-ad9a-5ed1-8d0e-9b7e5c1aa8c0.pdf,"{""B/H/T"": ""45 x 84,3 x 45,4 cm"", ""Kapazität Kühlen"": ""76 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,14,14,main
topseller_api,1,0,15,15,15,15,organic,True,S0B5S0DX,S0B5S0DXMS2P,,https://www.otto.de/p/merax-table-top-kuehlschrank-128l-mit-gefrierfach-glastuer-led-beleuchtung-verstellebare-ablage-getraenkekuehlschrank-sc-128p-110-cm-hoch-40-cm-breit-mini-kuehlschrank-kuehl-und-gefrierfunktion-freistehend-S0B5S0DX/,Merax Table Top Kühlschrank BCD-86,,,Merax,"189,99 €","355,00 €",-46%,,,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,52,3.0,E,https://i.otto.de/i/otto/9f923a6a-6f52-4de8-85fa-2b89429a5bc2?$dv_energieetikett$,https://d.otto.de/files/6f7401b9-6ba4-46b0-9b0c-5450b4acd6ac.pdf,"{""B/H/T"": ""42 x 87 x 46 cm"", ""Betriebsgeräusch"": ""46 dB(A)""}",,,ref_type_keyword,True,15,15,main
topseller_api,1,0,16,16,16,16,sponsored,True,S0QBE0Q8,S0QBE0Q82N2S,sponsored,https://www.otto.de/p/exquisit-kuehl-gefrierkombination-kgc5320-95-e-040c-185-8-cm-hoch-60-cm-breit-verstellbare-glasablagen-optischer-alarm-hoehenverstellbare-fuesse-S0QBE0Q8/,exquisit Kühl-/Gefrierkombination KGC5320-95-E-040C,Gesponsert,Sponsored,exquisit,"479,95 €","999,00 €",-52%,,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,1,4.0,C,https://i.otto.de/i/otto/1cc4bc11-fd0b-403e-9c66-da611b3aa832?$dv_energieetikett$,https://d.otto.de/files/da9a4b0a-54dd-4fc4-926b-08a88e5f855a.pdf,"{""B/H/T"": ""60 x 185.8 x 60.5 cm"", ""Kapazität Kühlen"": ""219 l"", ""Kapazität Frieren"": ""96 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,16,16,main
topseller_api,1,0,17,17,17,17,organic,True,1633505346,1633508005,,https://www.otto.de/p/hanseatic-kuehlschrank-hks14355ei-142-6-cm-hoch-54-4-cm-breit-inkl-3-jahre-herstellergarantie-1633505346/,Hanseatic Kühlschrank HKS14355EI,,,Hanseatic,"279,99 €","389,00 €",-28%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,156,4.5,E,https://i.otto.de/i/otto/7c23fa30-0564-5c7f-9bfa-ea19b7e67605?$dv_energieetikett$,https://d.otto.de/files/ff8693fe-1915-5238-a3ae-c7951b7392ad.pdf,"{""B/H/T"": ""54,4 x 142,6 x 55,6 cm"", ""Kapazität Kühlen"": ""242 l"", ""Kapazität Frieren"": ""0 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,17,17,main
topseller_api,1,0,18,18,18,18,organic,True,1844964265,1844965365,,https://www.otto.de/p/hanseatic-french-door-hfd16975di-169-2-cm-hoch-75-cm-breit-inkl-3-jahre-herstellergarantie-1844964265/,Hanseatic French Door HFD16975DI,,,Hanseatic,"599,99 €","999,00 €",-40%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,26,4.5,D,https://i.otto.de/i/otto/7df0c1e2-d388-5161-bf58-4611e623b0c7?$dv_energieetikett$,https://d.otto.de/files/f6ad5dae-cb5b-550c-b614-137f7b482bf9.pdf,"{""B/H/T"": ""75 x 169,2 x 78,5 cm"", ""Kapazität Kühlen"": ""364 l"", ""Kapazität Frieren"": ""158 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,18,18,main
topseller_api,1,0,20,20,20,20,organic,True,1795135038,1795135133,,https://www.otto.de/p/hanseatic-kuehl-gefrierkombination-hkgk14349bbi-143-cm-hoch-49-5-cm-breit-inkl-3-jahre-herstellergarantie-1795135038/,Hanseatic Kühl-/Gefrierkombination HKGK14349BW,,,Hanseatic,"379,99 €","549,00 €",-31%,Sehr beliebt,Very popular,lieferbar in 3 Wochen,Available in 3 weeks,114,4.5,B,https://i.otto.de/i/otto/3a8fa001-767f-52b4-b808-b539fbe7e0f2?$dv_energieetikett$,https://d.otto.de/files/d6456356-3358-50c5-b67f-0de6f37d853b.pdf,"{""B/H/T"": ""49,5 x 143 x 56,2 cm"", ""Kapazität Kühlen"": ""122 l"", ""Kapazität Frieren"": ""53 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",,,ref_type_keyword,True,19,19,main
topseller_api,1,0,21,21,21,21,organic,True,1334506616,1334507027,,https://www.otto.de/p/hanseatic-kuehlschrank-hks8555dw-84-5-cm-hoch-56-cm-breit-inkl-3-jahre-herstellergarantie-1334506616/,Hanseatic Kühlschrank HKS8555DW,,,Hanseatic,"199,99 €","429,00 €",-53%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,197,4.5,D,https://i.otto.de/i/otto/5d3dc5c6-32da-5483-b54c-9e2c02fc94cc?$dv_energieetikett$,https://d.otto.de/files/b4dba3f0-ddd8-5af9-8027-e8ebacf29013.pdf,"{""B/H/T"": ""56 x 84,5 x 57,5 cm"", ""Kapazität Kühlen"": ""134 l"", ""Kapazität Frieren"": ""0 l"", ""Betriebsgeräusch"": ""38 dB(A)""}",,,ref_type_keyword,True,20,20,main
topseller_api,1,0,22,22,22,22,organic,True,1967632131,1967622593,,https://www.otto.de/p/samsung-side-by-side-rs97f-rs90f67betef-178-cm-hoch-91-2-cm-breit-1967632131/,Samsung Side-by-Side RS97F RS90F67BEF,,,Samsung,"2.179,00 €","3.499,00 €",-38%,,,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,13,5.0,E,https://i.otto.de/i/otto/23731dee-cb3e-56d5-9e00-bd7f325178cb?$dv_energieetikett$,https://d.otto.de/files/8b35f064-c83c-503f-943a-91a601f768ea.pdf,"{""B/H/T"": ""91,2 x 178 x 72,6 cm"", ""Kapazität Kühlen"": ""389 l"", ""Kapazität Frieren"": ""225 l"", ""Betriebsgeräusch"": ""34 dB(A)""}",,,ref_type_keyword,True,21,21,main
topseller_api,1,0,23,23,23,23,organic,True,2058605783,1796661679,,https://www.otto.de/p/lg-side-by-side-g-serie-gsgv81epll-179-cm-hoch-91-3-cm-breit-total-no-frost-linearcooling-multi-airflow-integrierter-wassertank-2058605783/,LG Side-by-Side G-Serie GSGB71PYLL,,,LG,"1.369,00 €","2.099,00 €",-35%,Sehr beliebt,Very popular,lieferbar in 3 Wochen,Available in 3 weeks,70,4.5,E,https://i.otto.de/i/otto/2eba8176-c913-5921-83c5-449581f69279?$dv_energieetikett$,https://d.otto.de/files/54711e15-dfba-5a34-baec-9b78d742d277.pdf,"{""B/H/T"": ""91,3 x 179 x 73,5 cm"", ""Kapazität Kühlen"": ""416 l"", ""Kapazität Frieren"": ""219 l"", ""Betriebsgeräusch"": ""36 dB(A)""}",,,ref_type_keyword,True,22,22,main
topseller_api,1,0,24,24,24,24,sponsored,True,S0ABE08O,S0ABE08O57MD,sponsored,https://www.otto.de/p/exquisit-kuehl-gefrierkombination-kgc5320-95-e-ws-040c-185-8-cm-hoch-60-cm-breit-kuehlschrank-mit-wasserspender-4-sterne-gefrieren-alarm-funktion-S0ABE08O/,exquisit Kühl-/Gefrierkombination KGC5320-95-E-WS-040C,Gesponsert,Sponsored,exquisit,"489,95 €","1.049,00 €",-53%,,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,,,C,https://i.otto.de/i/otto/fe5917b5-a78c-41c1-a624-72920032219e?$dv_energieetikett$,https://d.otto.de/files/7d489e51-41f1-4b4d-8919-8e6c6358e5ce.pdf,"{""B/H/T"": ""60 x 185.8 x 60.5 cm"", ""Kapazität Kühlen"": ""217 l"", ""Kapazität Frieren"": ""96 l""}",,,ref_type_keyword,True,23,23,main
topseller_api,1,0,25,25,25,25,organic,True,S02J907F,SQIPXHXRJN4X,,https://www.otto.de/p/furnicopia-getraenkekuehlschrank-86l-frostfrei-mit-umluftkuehlung-doppelglastuer-edelstahlrahmen-umkehrbarer-tueranschlag-fuer-zuhause-buero-und-bar-yc-86-umkehrbare-tuer-verstellbare-fuesse-doppelverglasung-led-beleuchtung-S02J907F/,"Furnicopia Getränkekühlschrank 86L, frostfrei mit Umluftkühlung, Doppelglastür & Edelstahlrahmen, umkehrbarer Türanschlag für Zuhause, Büro und Bar YC-86",,,Furnicopia,"269,99 €","699,99 €",-61%,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,2,5.0,B,https://i.otto.de/i/otto/c444f3db-f7db-4873-acb8-2ee6300b917e?$dv_energieetikett$,https://d.otto.de/files/0decd360-8e64-4589-956b-d9ff08c7d9ef.pdf,"{""Kapazität Kühlen"": ""86 l"", ""Betriebsgeräusch"": ""36 dB(A)""}",,,ref_type_keyword,True,24,24,main
topseller_api,1,0,26,26,26,26,organic,True,C776385115,776390082,,https://www.otto.de/p/amica-table-top-kuehlschrank-fm133-3aa-ks15123w-vm-852-3-aw-84-5-cm-hoch-55-cm-breit-C776385115/,Amica Table Top Kühlschrank FM133.3AA/KS15123W/VM 852.3 AW,,,Amica,"179,00 €","519,00 €",-66%,Sehr beliebt,Very popular,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,63,4.5,E,https://i.otto.de/i/otto/c698c973-a409-53a6-926f-2eea783ace59?$dv_energieetikett$,https://d.otto.de/files/e0932cd6-4f5e-5387-91a5-13da16703702.pdf,"{""B/H/T"": ""55 x 84,5 x 61,5 cm"", ""Kapazität Kühlen"": ""95 l"", ""Kapazität Frieren"": ""13 l"", ""Betriebsgeräusch"": ""37 dB(A)""}",,,ref_type_keyword,True,25,25,main
topseller_api,1,0,27,27,27,27,organic,True,1688597541,1688598210,,https://www.otto.de/p/hanseatic-side-by-side-hsbs17590cwebi-179-3-cm-hoch-91-cm-breit-inkl-3-jahre-herstellergarantie-1688597541/,Hanseatic Side-by-Side HSBS17590CWEI,,,Hanseatic,"949,99 €","1.799,00 €",-47%,Sehr beliebt,Very popular,lieferbar - in  6-8 Werktagen bei dir,Available - at your door in 6-8 working days,439,4.5,C,https://i.otto.de/i/otto/d9d233eb-8de7-5a13-b298-79e0dcd7b9e9?$dv_energieetikett$,https://d.otto.de/files/343b5249-31f5-5890-a455-b677d8ff1a6b.pdf,"{""B/H/T"": ""91 x 179,3 x 69,8 cm"", ""Kapazität Kühlen"": ""376 l"", ""Kapazität Frieren"": ""198 l"", ""Betriebsgeräusch"": ""38 dB(A)""}",,,ref_type_keyword,True,26,26,main
topseller_api,1,0,28,28,28,28,organic,True,2081558703,2081558704,,https://www.otto.de/p/haier-kuehl-gefrierkombination-combi-3d-60-htr3620cnmp-205-cm-hoch-59-5-cm-breit-easy-access-gefrierschubladen-alles-schnell-gefunden-2081558703/,Haier Kühl-/Gefrierkombination Combi 3D 60 HTR3620CNMP,,,Haier,"599,00 €","949,00 €",-37%,,,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,5,4.0,C,https://i.otto.de/i/otto/38d6e9ad-fa0b-5fc8-a3b3-fe7ea66c8ef9?$dv_energieetikett$,https://d.otto.de/files/b9c517e5-6610-5852-a13f-c1a342c04ec1.pdf,"{""B/H/T"": ""59,5 x 205 x 66,7 cm"", ""Kapazität Kühlen"": ""289 l"", ""Kapazität Frieren"": ""125 l"", ""Betriebsgeräusch"": ""35 dB(A)""}",nur diesen Monat,Only this month,ref_type_keyword,True,27,27,main
topseller_api,1,0,29,29,29,29,organic,True,2036344665,2036344666,,https://www.otto.de/p/gorenje-side-by-side-nrs917e41bxwd-178-6-cm-hoch-91-1-cm-breit-multiairflow-system-2036344665/,GORENJE Side-by-Side NRS917E41XWD,,,GORENJE,"599,00 €","909,00 €",-34%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,46,5.0,E,https://i.otto.de/i/otto/35f1f1ae-343b-5f27-84e9-5a9eb2ba9430?$dv_energieetikett$,https://d.otto.de/files/10ef3eb9-3196-5bbf-86e7-fdc0a4080e36.pdf,"{""B/H/T"": ""91,1 x 178,6 x 61,5 cm"", ""Kapazität Kühlen"": ""344 l"", ""Kapazität Frieren"": ""197 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,28,28,main
topseller_api,1,0,30,30,30,30,organic,True,C1785477605,1785477606,,https://www.otto.de/p/hisense-multi-door-rq760-rq760n4ife-178-5-cm-hoch-91-4-cm-breit-total-no-frost-C1785477605/,Hisense Multi Door RQ760 RQ760N4IFE,,,Hisense,"2.899,00 €","4.199,00 €",-31%,,,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,4,5.0,E,https://i.otto.de/i/otto/7c76e6fe-5d24-5cec-9e9b-738af679ada1?$dv_energieetikett$,https://d.otto.de/files/ddcf8d24-ed0a-5ecf-b231-a16a4700cc34.pdf,"{""B/H/T"": ""91,4 x 178,5 x 72,5 cm"", ""Kapazität Kühlen"": ""345 l"", ""Kapazität Frieren"": ""232 l"", ""Betriebsgeräusch"": ""39 dB(A)""}",,,ref_type_keyword,True,29,29,main
topseller_api,1,0,31,31,31,31,organic,True,1302002898,1302002899,,https://www.otto.de/p/hanseatic-kuehl-gefrierkombination-hkgk18560cnfwdi-185-cm-hoch-60-cm-breit-inkl-3-jahre-herstellergarantie-1302002898/,Hanseatic Kühl-/Gefrierkombination HKGK18560CNFDI,,,Hanseatic,"449,99 €","749,00 €",-40%,Sehr beliebt,Very popular,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,1051,4.5,C,https://i.otto.de/i/otto/eb65fa2d-0472-5949-abce-e867e22c67c2?$dv_energieetikett$,https://d.otto.de/files/30232a08-44a8-58f0-9d33-a5727996f38d.pdf,"{""B/H/T"": ""60 x 185 x 68,5 cm"", ""Kapazität Kühlen"": ""219 l"", ""Kapazität Frieren"": ""104 l"", ""Betriebsgeräusch"": ""37 dB(A)""}",,,ref_type_keyword,True,30,30,main
topseller_api,1,0,32,32,32,32,sponsored,True,S0H9V0B6,S0H9V0B6DO5X,sponsored,https://www.otto.de/p/exquisit-kuehl-gefrierkombination-kgc5233-60-he-040d-142-5-cm-hoch-50-cm-breit-173-liter-alarm-funktion-4-sterne-gefrierfach-3-glasablagen-S0H9V0B6/,exquisit Kühl-/Gefrierkombination KGC5233-60-HE-040D,Gesponsert,Sponsored,exquisit,"329,95 €","699,00 €",-53%,,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,16,4.5,D,https://i.otto.de/i/otto/d8bb80f7-a1ef-49fd-8d2b-f1b7c49af091?$dv_energieetikett$,https://d.otto.de/files/f0f172ac-61d9-4c89-adb2-93624bba06f7.pdf,"{""B/H/T"": ""50 x 142.5 x 56 cm"", ""Kapazität Kühlen"": ""121 l"", ""Kapazität Frieren"": ""52 l"", ""Betriebsgeräusch"": ""40 dB(A)""}",,,ref_type_keyword,True,31,31,main
