source,page_number,page_offset,display_rank,list_position,row_index,target_rank,exposure_type,is_listing_target,product_id,variation_id,origin,product_url,retailer_sku_name,sku_status_raw,sku_status,brand,final_sku_price,original_sku_price,savings,discount_type_raw,discount_type,delivery_availability_raw,delivery_availability,count_of_reviews_listing,average_rating_listing,energy_efficiency_class,energy_label_uri,energy_datasheet_uri,top_infos,sku_popularity_raw,sku_popularity,classify_reason,is_target,main_rank,bsr_rank,page_type
topseller_api,1,0,88,88,88,88,organic,True,1964494789,1964494790,,https://www.otto.de/p/tcl-55q6cx1-mini-led-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-google-tv-4k-multi-hdr-dolby-vision-144hz-onkyo-dolby-atmos-apple-airplay-2-1964494789/,TCL 55Q6CX1 Mini-LED-Fernseher,,,TCL,"449,00 €","549,00 €",-18%,nur für kurze Zeit,Only for a short time,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,20,5.0,F,https://i.otto.de/i/otto/ed0e836f-de9e-5d37-a634-68a3d28cd5f1?$dv_energieetikett$,https://d.otto.de/files/dbe52190-95dc-5527-8c6f-215739b56a94.pdf,"{""Diagonale"": ""139 cm/55 Zoll"", ""Bildschirmtechnologie"": ""QLED mini"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV, Google TV"", ""Bildwiederholfrequenz"": ""120 Hz""}",,,tv_product_signature,True,74,74,main
topseller_api,1,0,89,89,89,89,organic,True,S0LGJ0MG,S0LGJ0MGVY1Q,,https://www.otto.de/p/sharp-1t-c24hex-lcd-led-fernseher-60-cm-24-zoll-hd-ready-smart-tv-powered-by-tivo-24he2745e-smart-tv-powered-by-tivo-hdr-triple-tuner-S0LGJ0MG/,Sharp 1T-C24HEx LCD-LED Fernseher,,,Sharp,"149,99 €","249,00 €",-40%,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,,,E,https://i.otto.de/i/otto/6160e946-9fb9-5f0d-8d66-61aa18cbc567?$dv_energieetikett$,https://d.otto.de/files/966f7b33-b14d-54f7-8e72-667bfeff6ed4.pdf,"{""Diagonale"": ""60 cm/24 Zoll"", ""Bildschirmtechnologie"": ""LED"", ""Auflösung"": ""HD-ready"", ""Internetfähigkeit"": ""Smart TV powered by TiVo"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_product_signature,True,75,75,main
topseller_api,1,0,91,91,91,91,organic,True,1975567524,1975567530,,https://www.otto.de/p/samsung-gq83s90fae-oled-fernseher-209-cm-83-zoll-4k-ultra-hd-smart-tv-hdrplus-dolby-atmos-ai-sound-gaming-hub-upscaling-pro-bis-zu-144hz-1975567524/,Samsung GQ83S90FAE OLED-Fernseher,,,Samsung,"2.219,00 €","7.199,00 €",-69%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,2,5.0,F,https://i.otto.de/i/otto/35c90f99-1047-52ae-ad6d-0ba0b0fdcad4?$dv_energieetikett$,https://d.otto.de/files/8540e101-4fc8-5261-ae7b-4fcbacdc77fb.pdf,"{""Diagonale"": ""209 cm/83 Zoll"", ""Bildschirmtechnologie"": ""OLED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""144 Hz""}",,,tv_product_signature,True,76,76,main
topseller_api,1,0,92,92,92,92,organic,True,C1968873959,S09FI0PSJXHJ,,https://www.otto.de/p/lg-55ua73006la-led-fernseher-55-zoll-uhd-smart-tv-smart-tv-funktionalitaet-C1968873959/,LG 55UA73006LA LED-Fernseher,,,LG,"647,68 €",,,,,lieferbar - in 8-10 Werktagen bei dir,Available - at your door in 8-10 working days,182,4.5,F,https://i.otto.de/i/otto/57490a78-7b4d-5896-a879-4d3dec9c1da9?$dv_energieetikett$,https://d.otto.de/files/31b6b897-ec04-5edd-bbf8-4c01cfd7e074.pdf,"{""Diagonale"": ""139 cm/55 Zoll"", ""Bildschirmtechnologie"": ""Edge-LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_product_signature,True,77,77,main
topseller_api,1,0,94,94,94,94,organic,True,C1968873878,S0OG10BHKKQI,,https://www.otto.de/p/lg-65ua75006la-led-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-C1968873878/,LG 65UA75006LA LED-Fernseher,,,LG,"603,96 €",,,,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,11,4.0,F,https://i.otto.de/i/otto/51ffe20e-7172-519f-98d5-986ba1f78f06?$dv_energieetikett$,https://d.otto.de/files/10afc33e-a156-56a5-ba56-73a723d886ce.pdf,"{""Diagonale"": ""164 cm/65 Zoll"", ""Bildschirmtechnologie"": ""Edge-LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_product_signature,True,78,78,main
topseller_api,1,0,95,95,95,95,organic,True,C1968873906,S0SEC0ZOVOTZ,,https://www.otto.de/p/lg-75ua75006la-led-fernseher-189-cm-75-zoll-4k-ultra-hd-smart-tv-C1968873906/,LG 75UA75006LA LED-Fernseher,,,LG,"1.026,06 €",,,,,lieferbar - in 8-10 Werktagen bei dir,Available - at your door in 8-10 working days,47,4.5,G,https://i.otto.de/i/otto/787f734e-a883-5570-abe1-b13f473cdd4d?$dv_energieetikett$,https://d.otto.de/files/4b0756d5-9bcb-5b84-ad0b-5823348ab1c9.pdf,"{""Diagonale"": ""189 cm/75 Zoll"", ""Bildschirmtechnologie"": ""Edge-LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_product_signature,True,79,79,main
topseller_api,1,0,97,97,97,97,organic,True,1969055939,1969055940,,https://www.otto.de/p/tcl-98q8cx7-mini-led-fernseher-248-cm-98-zoll-4k-ultra-hd-smart-tv-google-tv-audio-von-bang-olufsen-smart-tv-apple-tv-144hz-4k-dolby-vision-1969055939/,TCL 98Q8CX7 Mini-LED-Fernseher,,,TCL,"2.599,00 €","3.299,00 €",-21%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,11,5.0,D,https://i.otto.de/i/otto/07c7c731-ce79-5078-89c5-b09a8349966e?$dv_energieetikett$,https://d.otto.de/files/ac6c36e7-18ff-5307-89ee-676a0917d698.pdf,"{""Diagonale"": ""248 cm/98 Zoll"", ""Bildschirmtechnologie"": ""QLED mini"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV, Google TV"", ""Bildwiederholfrequenz"": ""144 Hz""}",,,tv_product_signature,True,80,80,main
topseller_api,1,0,99,99,99,99,organic,True,C1964494259,1964494260,,https://www.otto.de/p/tcl-85q6cx1-mini-led-fernseher-215-cm-85-zoll-4k-ultra-hd-smart-tv-google-tv-4k-multi-hdr-dolby-vision-144hz-onkyo-dolby-atmos-apple-airplay-2-C1964494259/,TCL 85Q6CX1 Mini-LED-Fernseher,,,TCL,"1.079,00 €","1.299,00 €",-17%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,9,4.0,D,https://i.otto.de/i/otto/c9072353-6167-57e2-b865-74391745e4a6?$dv_energieetikett$,https://d.otto.de/files/cbefd87e-775d-5669-9d2e-e3f1c9cbbd6a.pdf,"{""Diagonale"": ""215 cm/85 Zoll"", ""Bildschirmtechnologie"": ""QLED mini"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV, Google TV"", ""Bildwiederholfrequenz"": ""120 Hz""}",,,tv_product_signature,True,81,81,main
topseller_api,1,0,100,100,100,100,organic,True,1975567717,1975567720,,https://www.otto.de/p/samsung-gu55u8079fu-led-fernseher-138-cm-55-zoll-4k-ultra-hd-smart-tv-crystal-uhd-q-symphony-dolby-surround-sound-triple-tuner-smart-hub-1975567717/,Samsung GU55U8079FU LED-Fernseher,,,Samsung,"399,00 €","999,00 €",-60%,nur für kurze Zeit,Only for a short time,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,57,4.5,G,https://i.otto.de/i/otto/fbbdd83b-6291-5a99-8d2f-09a8c3a34534?$dv_energieetikett$,https://d.otto.de/files/f06ed022-8181-5803-bca0-9759559ca564.pdf,"{""Diagonale"": ""138 cm/55 Zoll"", ""Bildschirmtechnologie"": ""LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""50 Hz""}",Sehr beliebt,Very popular,tv_product_signature,True,82,82,main
topseller_api,1,0,101,101,101,101,organic,True,1975567686,1975567687,,https://www.otto.de/p/samsung-gq85q6faau-qled-fernseher-214-cm-85-zoll-4k-ultra-hd-smart-tv-quantum-hdr-knox-security-art-store-3d-sound-gaming-hub-ai-tv-1975567686/,Samsung GQ85Q6FAAU QLED-Fernseher,,,Samsung,"999,00 €","1.649,00 €",-39%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,18,4.5,G,https://i.otto.de/i/otto/472adda2-1b5d-5472-8de8-cc0233c1ade7?$dv_energieetikett$,https://d.otto.de/files/37d94046-b1b5-5a75-b1cb-728538356dcf.pdf,"{""Diagonale"": ""214 cm/85 Zoll"", ""Bildschirmtechnologie"": ""QLED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""50 Hz""}",,,tv_product_signature,True,83,83,main
topseller_api,1,0,102,102,102,102,organic,True,1971749008,1971749009,,https://www.otto.de/p/sony-kd-65x75wl-led-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-google-tv-plus-ht-s20r-5-1-kanal-soundbar-1971749008/,Sony KD-65X75WL LED-Fernseher,,,Sony,"819,00 €","1.448,00 €",-43%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,6,5.0,F,https://i.otto.de/i/otto/f2ec501f-ff02-5df7-8aa4-1e71a65897d5?$dv_energieetikett$,https://d.otto.de/files/3ba9fa98-deda-5c5f-9f9b-1e36341b2055.pdf,"{""Diagonale"": ""164 cm/65 Zoll"", ""Bildschirmtechnologie"": ""LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV, Google TV"", ""Bildwiederholfrequenz"": ""50 Hz""}",,,tv_product_signature,True,84,84,main
topseller_api,1,0,104,104,104,104,organic,True,C2042293620,2042293621,,https://www.otto.de/p/toshiba-50uv1563dd-dled-fernseher-126-cm-50-zoll-4k-ultra-hd-smart-tv-C2042293620/,Toshiba 50UV1563DD DLED-Fernseher,,,Toshiba,"280,13 €","599,00 €",-53%,,,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,,,D,https://i.otto.de/i/otto/8873850a-124c-5c3f-b5ee-7746d7a281b5?$dv_energieetikett$,https://d.otto.de/files/6a7fcfa1-ba1f-5df7-a0a8-a8a7fc095f64.pdf,"{""Diagonale"": ""126 cm/50 Zoll"", ""Bildschirmtechnologie"": ""D-LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""50 Hz""}",,,tv_product_signature,True,85,85,main
topseller_api,1,0,106,106,106,106,organic,True,1965915849,1965915850,,https://www.otto.de/p/tcl-50q7cx1-mini-led-fernseher-126-cm-50-zoll-4k-ultra-hd-google-tv-dolby-atmos-dolby-vision-smart-tv-apple-tv-4k-hdr-1965915849/,TCL 50Q7CX1 Mini-LED-Fernseher,,,TCL,"499,99 €","599,00 €",-17%,nur für kurze Zeit,Only for a short time,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,23,4.5,F,https://i.otto.de/i/otto/034b4962-12d5-5571-8031-fc87fa5aa4dd?$dv_energieetikett$,https://d.otto.de/files/37f62fa7-d0ec-5fe4-b262-560bd5ce0e05.pdf,"{""Diagonale"": ""126 cm/50 Zoll"", ""Bildschirmtechnologie"": ""QLED mini"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Google TV"", ""Bildwiederholfrequenz"": ""144 Hz""}",,,tv_product_signature,True,86,86,main
topseller_api,1,0,108,108,108,108,organic,True,2093625842,2093625843,,https://www.otto.de/p/lg-75nu850b6la-dled-fernseher-189-cm-75-zoll-4k-ultra-hd-smart-tv-2093625842/,LG 75NU850B6LA DLED-Fernseher,,,LG,"699,00 €","1.399,00 €",-50%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,,,F,https://i.otto.de/i/otto/b73c2d18-01b0-51d6-9e0d-d75179fe6c6e?$dv_energieetikett$,https://d.otto.de/files/99f57796-a117-59aa-9464-475d794d2406.pdf,"{""Diagonale"": ""189 cm/75 Zoll"", ""Bildschirmtechnologie"": ""D-LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_product_signature,True,87,87,main
topseller_api,1,0,109,109,109,109,organic,True,S0DH50TV,S0DH50TVXQM5,,https://www.otto.de/p/smart-tech-32hn01v3-led-fernseher-81-cm-32-zoll-hd-ready-3x-hdmi-2x-usb-integrierter-triple-tuner-S0DH50TV/,Smart Tech 32HN01V3 LED-Fernseher,,,Smart Tech,"119,99 €","189,00 €",-37%,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,3,3.5,E,https://i.otto.de/i/otto/372b6c58-e7c8-5464-831a-06fd4e9b60ae?$dv_energieetikett$,https://d.otto.de/files/b7bd9ed8-33d0-5eed-a24d-33dae755f813.pdf,"{""Diagonale"": ""81 cm/32 Zoll"", ""Bildschirmtechnologie"": ""LED"", ""Auflösung"": ""HD-ready"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_product_signature,True,88,88,main
topseller_api,1,0,110,110,110,110,organic,True,C1966695262,1966695263,,https://www.otto.de/p/tcl-98q6cx7-mini-led-fernseher-248-cm-98-zoll-4k-ultra-hd-smart-tv-google-tv-4k-multi-hdr-dolby-vision-144hz-onkyo-dolby-atmos-apple-airplay-2-C1966695262/,TCL 98Q6CX7 Mini-LED-Fernseher,,,TCL,"1.699,00 €","1.999,00 €",-15%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,3,3.5,E,https://i.otto.de/i/otto/c19ab90d-fe4a-5296-a88d-7be9b93f61e3?$dv_energieetikett$,https://d.otto.de/files/e837f414-de50-52f4-84b7-030ed9b17ccd.pdf,"{""Diagonale"": ""248 cm/98 Zoll"", ""Bildschirmtechnologie"": ""QLED mini"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV, Google TV"", ""Bildwiederholfrequenz"": ""120 Hz""}",,,tv_product_signature,True,89,89,main
topseller_api,1,0,111,111,111,111,organic,True,S06J4047,SA1UKZ3GKCLD,,https://www.otto.de/p/medion-md840001-lcd-led-fernseher-100-3-cm-40-zoll-1080p-full-hd-pay-tv-dvd-laufwerk-ciplus-media-player-S06J4047/,Medion® MD819001 LCD-LED Fernseher,,,Medion®,"129,95 €","169,95 €",-24%,,,lieferbar - in  7-9 Werktagen bei dir,Available - at your door in 7-9 working days,5,4.0,E,https://i.otto.de/i/otto/f090f07b-4bfb-5f49-9554-8187df956758?$dv_energieetikett$,https://d.otto.de/files/abdd4a51-b0fa-5130-a70f-c6f20b369be3.pdf,"{""Diagonale"": ""47 cm/19 Zoll"", ""Bildschirmtechnologie"": ""LED LCD"", ""Auflösung"": ""720p HD Ready"", ""Internetfähigkeit"": ""Pay-TV""}",,,tv_product_signature,True,90,90,main
topseller_api,1,0,112,112,112,112,organic,True,C1999390420,S0YG80672CIX,,https://www.otto.de/p/philips-75mled910-12-qled-mini-led-fernseher-189-cm-75-zoll-4k-ultra-hd-smart-tv-ambilight-p5-perfect-picture-engine-dolby-vision-gaming-alexa-C1999390420/,Philips 75MLED910/12 QLED Mini LED-Fernseher,,,Philips,"1.299,99 €",,,,,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,12,4.5,F,https://i.otto.de/i/otto/9c22163f-8628-5e41-b188-dc91a4c8c005?$dv_energieetikett$,https://d.otto.de/files/3aac4236-28b2-5b00-9111-49a058fa2402.pdf,"{""Diagonale"": ""189 cm/75 Zoll"", ""Bildschirmtechnologie"": ""QLED Mini LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""144 Hz""}",,,tv_product_signature,True,91,91,main
topseller_api,1,0,113,113,113,113,organic,True,1975568020,1975568021,,https://www.otto.de/p/samsung-gq65q7faau-qled-fernseher-163-cm-65-zoll-4k-ultra-hd-smart-tv-quantum-hdr-knox-security-art-store-3d-sound-gaming-hub-ai-tv-1975568020/,Samsung GQ65Q7FAAU QLED-Fernseher,,,Samsung,"579,00 €","1.099,00 €",-47%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,33,5.0,G,https://i.otto.de/i/otto/d6aff81b-8a8f-5048-a8dd-14815899725e?$dv_energieetikett$,https://d.otto.de/files/25bd225e-930e-5aa2-81c9-91507592eebe.pdf,"{""Diagonale"": ""163 cm/65 Zoll"", ""Bildschirmtechnologie"": ""QLED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""50 Hz""}",Sehr beliebt,Very popular,tv_product_signature,True,92,92,main
topseller_api,1,0,114,114,114,114,organic,True,C2007673883,2007673884,,https://www.otto.de/p/lg-oled55b59la-oled-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-C2007673883/,LG OLED55B59LA OLED-Fernseher,,,LG,"749,00 €","1.899,00 €",-61%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,27,4.5,F,https://i.otto.de/i/otto/0f86b4da-e6aa-5f15-8470-d1cfc3a6bab5?$dv_energieetikett$,https://d.otto.de/files/291e7c7c-b28a-5532-8c9e-914967caf8bf.pdf,"{""Diagonale"": ""139 cm/55 Zoll"", ""Bildschirmtechnologie"": ""OLED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""120 Hz""}",Sehr beliebt,Very popular,tv_product_signature,True,93,93,main
topseller_api,1,0,115,115,115,115,organic,True,C2087551494,2087551495,,https://www.otto.de/p/hisense-85e7s-qled-fernseher-215-cm-85-zoll-4k-ultra-hd-smart-tv-C2087551494/,Hisense 85E7S QLED-Fernseher,,,Hisense,"849,99 €","1.749,00 €",-51%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,,,E,https://i.otto.de/i/otto/d84d3fd0-243b-5226-847a-39c41c9a5e95?$dv_energieetikett$,https://d.otto.de/files/c4b60f1e-48e2-53e8-b11f-603af2d493ab.pdf,"{""Diagonale"": ""215 cm/85 Zoll"", ""Bildschirmtechnologie"": ""QLED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_product_signature,True,94,94,main
topseller_api,1,0,118,118,118,118,organic,True,2042968934,2042968935,,https://www.otto.de/p/sony-k-65s3-dled-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-google-tv-65-bravia-3-plus-ht-sf150-soundbar-2042968934/,Sony K-65S3 DLED-Fernseher,,,Sony,"799,00 €","1.298,90 €",-38%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,,,E,https://i.otto.de/i/otto/7c70b955-bf6c-57b6-b816-3ad3dec98a34?$dv_energieetikett$,https://d.otto.de/files/d81a377e-48a0-5169-81a4-0e1095aa86d9.pdf,"{""Diagonale"": ""164 cm/65 Zoll"", ""Bildschirmtechnologie"": ""Direct-LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV, Google TV"", ""Bildwiederholfrequenz"": ""50 Hz""}",,,tv_product_signature,True,95,95,main
topseller_api,1,0,119,119,119,119,organic,True,C1968874035,1968874036,,https://www.otto.de/p/lg-43ua75006la-led-fernseher-108-cm-43-zoll-4k-ultra-hd-smart-tv-C1968874035/,LG 43UA75006LA LED-Fernseher,,,LG,"249,00 €","529,00 €",-53%,nur diesen Monat,Only this month,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,10,4.5,G,https://i.otto.de/i/otto/10bf1f86-82ec-5ddb-9a22-51b3938dbcbe?$dv_energieetikett$,https://d.otto.de/files/9c28cc0e-3c6f-54c8-85e7-c2a910fa6bb8.pdf,"{""Diagonale"": ""108 cm/43 Zoll"", ""Bildschirmtechnologie"": ""Edge-LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_product_signature,True,96,96,main
topseller_api,1,0,120,120,120,120,organic,True,2087551629,2087551630,,https://www.otto.de/p/hisense-100e7ds-pro-qled-fernseher-253-cm-100-zoll-4k-ultra-hd-smart-tv-2087551629/,Hisense 100E7DS PRO QLED-Fernseher,,,Hisense,"1.699,00 €","2.699,00 €",-37%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,,,E,https://i.otto.de/i/otto/1ae93a8d-592e-51b3-8fcb-3e1786633060?$dv_energieetikett$,https://d.otto.de/files/a3f61cea-86e5-5c8f-bdde-b65aedfd3527.pdf,"{""Diagonale"": ""253 cm/100 Zoll"", ""Bildschirmtechnologie"": ""QLED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""144 Hz""}",,,tv_product_signature,True,97,97,main
topseller_api,2,109,124,124,124,124,organic,True,C1955108312,1955108314,,https://www.otto.de/p/hisense-65u7q-qled-mini-led-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-4k-uhd-mini-led-C1955108312/,Hisense 65U7Q QLED Mini LED-Fernseher,,,Hisense,"799,00 €","1.699,00 €",-53%,,,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,38,4.5,E,https://i.otto.de/i/otto/7864977f-27a1-5a50-927f-3636c983bbad?$dv_energieetikett$,https://d.otto.de/files/9dd7bde6-6d17-57bc-9aa3-217cd59271df.pdf,"{""Diagonale"": ""164 cm/65 Zoll"", ""Bildschirmtechnologie"": ""ULED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""144 Hz""}",,,tv_product_signature,True,98,98,main
topseller_api,2,109,125,125,125,125,organic,True,1983568351,1983568352,,https://www.otto.de/p/sharp-4t-c55hp_-qled-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-google-tv-1983568351/,Sharp 4T-C55HP_ QLED-Fernseher,,,Sharp,"342,52 €","799,00 €",-57%,,,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,18,5.0,F,https://i.otto.de/i/otto/87b7b4a0-c4c5-59cf-a061-89c6c2ac979a?$dv_energieetikett$,https://d.otto.de/files/42d4c351-7901-5718-b115-c243ac431c61.pdf,"{""Diagonale"": ""139 cm/55 Zoll"", ""Bildschirmtechnologie"": ""QLED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV, Google TV"", ""Bildwiederholfrequenz"": ""50 Hz""}",,,tv_product_signature,True,99,99,main
topseller_api,2,109,126,126,126,126,organic,True,2037941350,2037941351,,https://www.otto.de/p/samsung-gq100qn80fu-qled-fernseher-252-cm-100-zoll-4k-ultra-hd-smart-tv-2037941350/,Samsung GQ100QN80FU QLED-Fernseher,,,Samsung,"2.999,00 €","5.999,00 €",-50%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,4,5.0,F,https://i.otto.de/i/otto/d40014ec-2cc9-5637-92be-e04b5b30a19d?$dv_energieetikett$,https://d.otto.de/files/c46521e8-0a9f-56b6-ba93-27cee6051578.pdf,"{""Diagonale"": ""252 cm/100 Zoll"", ""Bildschirmtechnologie"": ""Neo QLED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""100 Hz""}",,,tv_product_signature,True,100,100,main
topseller_api,2,109,127,127,127,127,organic,True,C1832845843,S0EB5045EPES,,https://www.otto.de/p/hisense-85e6nt-led-fernseher-214-cm-85-zoll-4k-ultra-hd-smart-tv-4k-uhd-C1832845843/,Hisense 85E6NT LED-Fernseher,,,Hisense,"1.024,21 €","2.199,00 €",-53%,,,lieferbar - in 8-10 Werktagen bei dir,Available - at your door in 8-10 working days,63,4.5,E,https://i.otto.de/i/otto/94b8f542-e378-5032-ade6-4c9975e08746?$dv_energieetikett$,https://d.otto.de/files/ed5b8603-64f6-5c60-996d-da63b45e6983.pdf,"{""Diagonale"": ""214 cm/85 Zoll"", ""Bildschirmtechnologie"": ""D-LED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_product_signature,True,101,,main
topseller_api,2,109,130,130,130,130,organic,True,C1955108292,S01H00Y49LOC,,https://www.otto.de/p/hisense-50e77q-qled-fernseher-126-cm-50-zoll-4k-ultra-hd-smart-tv-4k-uhd-qled-C1955108292/,Hisense 50E77Q QLED-Fernseher,,,Hisense,"369,00 €","599,00 €",-38%,,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,89,4.5,E,https://i.otto.de/i/otto/f3bc3dd7-f3d9-5f37-8ecf-9ba5def0ca07?$dv_energieetikett$,https://d.otto.de/files/20c0fcf9-733d-5f46-ae7d-67aa8c170d5f.pdf,"{""Diagonale"": ""126 cm/50 Zoll"", ""Bildschirmtechnologie"": ""QLED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_product_signature,True,102,,main
topseller_api,2,109,132,132,132,132,organic,True,2093626013,2093626014,,https://www.otto.de/p/lg-65qned71b6b-qned-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-2093626013/,LG 65QNED71B6B QNED-Fernseher,,,LG,"619,00 €","1.049,00 €",-41%,nur für kurze Zeit,Only for a short time,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,7,5.0,E,https://i.otto.de/i/otto/86f86aa1-62a3-59cb-b6cb-d2172247f08f?$dv_energieetikett$,https://d.otto.de/files/c7dec790-dc64-511c-9d7b-20f617b22e28.pdf,"{""Diagonale"": ""164 cm/65 Zoll"", ""Bildschirmtechnologie"": ""QNED"", ""Auflösung"": ""4K Ultra HD"", ""Internetfähigkeit"": ""Smart-TV"", ""Bildwiederholfrequenz"": ""60 Hz""}",,,tv_keyword,True,103,,main
