source,page_number,page_offset,display_rank,list_position,row_index,target_rank,exposure_type,is_listing_target,product_id,variation_id,origin,product_url,retailer_sku_name,sku_status_raw,sku_status,brand,final_sku_price,original_sku_price,savings,delivery_availability_raw,delivery_availability,count_of_reviews_listing,average_rating_listing,energy_efficiency_class,energy_label_uri,energy_datasheet_uri,top_infos,sku_popularity_raw,sku_popularity,discount_type_raw,discount_type,classify_reason,is_target
topseller_api,3,218,302,302,302,302,organic,True,S02CT09Y,S02CT09YFG50,,https://www.otto.de/p/sinlaw-waschmaschinenuntergestell-unterlegscheibe-mit-4-raedern-die-fuer-eine-einfache-mobilitaet-rollen-grosse-tragende-flaeche-rutschfest-und-stossdaempfend-S02CT09Y/,"SinLaw Waschmaschinenuntergestell Unterlegscheibe mit 4 Rädern, die für eine einfache Mobilität rollen",,,SinLaw,"20,99 €","32,55 €",-36%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,14,4.0,,,,,,,,,"exclude_keyword:untergestell,gestell",False
topseller_api,3,218,303,303,303,303,organic,True,S037Z0PO,S037Z0POLUMQ,,https://www.otto.de/p/vioks-griff-tuergriff-ersatz-fuer-aeg-405508700-3-fuer-waschmaschine-mit-schliessnase-S037Z0PO/,VIOKS Griff Türgriff Ersatz für AEG 405508700/3 für Waschmaschine,,,VIOKS,"12,47 €",,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,1,5.0,,,,,,,,,"exclude_keyword:griff,türgriff,ersatz",False
topseller_api,3,218,305,305,305,305,organic,True,S0HDF00O,S0HDF00OSAOE,,https://www.otto.de/p/clanmacy-waschmaschinenuntergestell-waschmaschinen-untergestell-unterbau-sockel-schwarz-S0HDF00O/,Clanmacy Waschmaschinenuntergestell Waschmaschinen Untergestell - Unterbau Sockel - Schwarz,,,Clanmacy,"53,99 €","133,98 €",-60%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,6,5.0,,,,,,,,,"exclude_keyword:untergestell,sockel,gestell",False
topseller_api,3,218,307,307,307,307,organic,True,S0DAJ0SO,S0DAJ0SOP5FT,,https://www.otto.de/p/mesko-waschschuessel-ms-8053-mini-waschmaschine-reisewaschmaschine-mit-schleuderfunktion-15-minuten-waschprogramm-ablaufschlauch-camping-ferienwohnung-weiss-S0DAJ0SO/,"Mesko Waschschüssel MS 8053 Mini-Waschmaschine, Reisewaschmaschine mit Schleuderfunktion",,,Mesko,"69,90 €",,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,7,4.0,,,,,,,,,"exclude_keyword:schleuderfunktion,waschschüssel",False
topseller_api,3,218,311,311,311,311,organic,True,S0G4C01F,S0G4C01F7B7F,,https://www.otto.de/p/vioks-zulaufschlauch-aquastop-3-4-fuer-kaltwasser-zubehoer-fuer-waschmaschine-geschirrspueler-schauch-1-5-2-2-5-3-5-3-4-m-S0G4C01F/,"VIOKS Zulaufschlauch Aquastop 3/4"" für Kaltwasser",,,VIOKS,"25,01 €",,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,24,4.5,,,,,Sehr beliebt,Very popular,,,exclude_keyword:schlauch,False
topseller_api,3,218,318,318,318,318,organic,True,S09DN0G6,S09DN0G61JMG,,https://www.otto.de/p/garveemore-anti-rutsch-pad-antirutschmatte-waschmaschinen-auflage-rutschfest-schwarz-50x60-cm-S09DN0G6/,GarveeMore Anti-Rutsch-Pad Antirutschmatte Waschmaschinen-Auflage rutschfest schwarz 50x60 cm,,,GarveeMore,"17,28 €","28,80 €",-40%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,,,,,,,,,,,"exclude_keyword:antirutsch,rutschmatte",False
topseller_api,3,218,320,320,320,320,organic,True,S03H503Z,S03H503Z0YWQ,,https://www.otto.de/p/steinborg-waescheschleuder-sb-4005-3-kg-waschen-und-schleudern-in-separaten-kammern-S03H503Z/,STEINBORG Wäscheschleuder SB-4005,,,STEINBORG,"119,90 €","149,90 €",-20%,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,1,5.0,,,,,,,,,exclude_keyword:wäscheschleuder,False
topseller_api,3,218,323,323,323,323,organic,True,S07FV0Q7,S07FV0Q7C3HO,,https://www.otto.de/p/sarcia-eu-spielkueche-interaktive-waschmaschine-mit-licht-sound-bewegliche-trommel-S07FV0Q7/,"Sarcia.eu Spielküche Interaktive Waschmaschine mit Licht & Sound, bewegliche Trommel",,,Sarcia.eu,"29,99 €",,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,,,,,,,,,,,exclude_keyword:spielküche,False
topseller_api,3,218,327,327,327,327,organic,True,CS0GFV0QC,S0GFV0QC7OKJ,,https://www.otto.de/p/bomann-zulaufschlauch-aquastop-wasserschlauch-wasserschlauch-f-geschirrspueler-u-waschmaschine-CS0GFV0QC/,BOMANN Zulaufschlauch Aquastop Wasserschlauch,,,BOMANN,"29,94 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,5,5.0,,,,,,,,,exclude_keyword:schlauch,False
topseller_api,3,218,328,328,328,328,organic,True,S0QDC0F8,S0QDC0F8WVB0,,https://www.otto.de/p/stabilo-sanitaer-waschmaschinenschlauch-anschluss-set-aqua-stop-zulaufschlauch-3m-schlauch-waschmaschine-S0QDC0F8/,Stabilo Sanitär Waschmaschinenschlauch Anschluss-Set Aqua-Stop Zulaufschlauch 3m Schlauch Waschmaschine,,,Stabilo Sanitär,"21,99 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,1,5.0,,,,,,,,,"exclude_keyword:schlauch,anschluss",False
topseller_api,3,218,331,331,331,331,organic,True,CS07AY0TC,S07AY0TCISTG,,https://www.otto.de/p/xavax-rahmen-xavax-111362-antirutschmatte-fuer-waschmaschinen-CS07AY0TC/,Xavax Rahmen Xavax - 111362 Antirutschmatte für Waschmaschinen,,,Xavax,"31,28 €",,,lieferbar in 2 Wochen,Available in 2 weeks,,,,,,,,,,,"exclude_keyword:rahmen,antirutsch,rutschmatte",False
topseller_api,3,218,333,333,333,333,organic,True,S0AGI0AK,S0AGI0AKVS7P,,https://www.otto.de/p/tronicxl-kabelschloss-steckerschloss-box-waschmaschine-steckersafe-stromkabel-schutz-safe-kabelschloss-trockner-keller-wg-S0AGI0AK/,TronicXL Kabelschloss Steckerschloss Box Waschmaschine Steckersafe Stromkabel Schutz Safe,,,TronicXL,"19,90 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,,,,,,,,,,,"exclude_keyword:kabelschloss,steckerschloss",False
topseller_api,3,218,335,335,335,335,organic,True,S033M03T,S023O0XOGJBR,,https://www.otto.de/p/vioks-ablauf-schlauchverlaengerung-abwasserschlauch-universal-19-20-mmo-zubehoer-fuer-waschmaschine-spuelmaschine-gerade-gerade-S033M03T/,VIOKS Ablauf-Schlauchverlängerung Abwasserschlauch Universal 19-20 mmØ,,,VIOKS,"14,01 €",,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,4,4.5,,,,,,,,,exclude_keyword:schlauch,False
topseller_api,3,218,338,338,338,338,organic,True,S0BGZ0PU,S0BGZ0PUBU30,,https://www.otto.de/p/trend-werk-waschmaschinenumbauschrank-fuer-waschmaschine-in-tiefenvarianten-48-cm-und-62-cm-badschrank-umbauschrank-fuer-waschmaschine-trockner-platzsparende-waschmaschinenverkleidung-mit-stauraum-S0BGZ0PU/,TREND WERK Waschmaschinenumbauschrank für Waschmaschine in Tiefenvarianten: 48 cm und 62 cm,,,TREND WERK,"97,00 €","117,00 €",-17%,lieferbar - in  6-8 Werktagen bei dir,Available - at your door in 6-8 working days,1,5.0,,,,,,,,,"exclude_keyword:schrank,umbau",False
topseller_api,3,218,341,341,341,341,organic,True,S0X7Z03R,S0X7Z03R7NTM,,https://www.otto.de/p/stabilo-sanitaer-zulaufschlauch-sicherheitsschlauch-zulaufschlauch-3-4-zoll-2-m-waschmaschine-S0X7Z03R/,Stabilo Sanitär Zulaufschlauch Sicherheitsschlauch Zulaufschlauch 3/4 Zoll 2 m Waschmaschine,,,Stabilo Sanitär,"13,99 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,,,,,,,,,,,exclude_keyword:schlauch,False
topseller_api,3,218,346,346,346,346,organic,True,S0FGZ0D9,S0FGZ0D9Q6FE,,https://www.otto.de/p/trend-werk-waschmaschinenumbauschrank-waschturm-fuer-waschmaschine-trockner-in-der-standardvariante-66-65-180-cm-und-der-slim-66-51-2-180-cm-waschmaschinen-ueberbauschrank-in-zwei-tiefen-65-cm-und-51-2-cm-offenes-bad-hauswirtschaftsregal-fuer-waschmaschine-oder-trockner-S0FGZ0D9/,TREND WERK Waschmaschinenumbauschrank Waschturm für Waschmaschine & Trockner,,,TREND WERK,"184,00 €","204,00 €",-10%,lieferbar - in  6-8 Werktagen bei dir,Available - at your door in 6-8 working days,,,,,,,,,,,"exclude_keyword:schrank,umbau",False
topseller_api,3,218,348,348,348,348,organic,True,S0QDJ0WW,S0QDJ0WW6J8K,,https://www.otto.de/p/picknickdecke-wassersichte-picknickmatte-145x180-malatec-niedrigen-temperaturen-in-der-waschmaschine-waschen-S0QDJ0WW/,MALATEC Picknickdecke Wassersichte Picknickmatte 145x180,,,MALATEC,"18,90 €","21,90 €",-14%,lieferbar - in  6-8 Werktagen bei dir,Available - at your door in 6-8 working days,,,,,,,,,,,missing_ldy_keyword,False
topseller_api,3,218,350,350,350,350,organic,True,S0TFS0GG,S0TFS0GGXXIT,,https://www.otto.de/p/heimwert-waschmaschinenuntergestell-zwischenbaurahmen-fuer-waschmaschine-trockner-stabil-fixiert-ruhig-sicher-ohne-klappern-bis-500-kg-tragkraft-S0TFS0GG/,HEIMWERT Waschmaschinenuntergestell Zwischenbaurahmen für Waschmaschine Trockner,,,HEIMWERT,"32,97 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,23,4.5,,,,,Sehr beliebt,Very popular,,,"exclude_keyword:untergestell,gestell,rahmen,zwischenbaurahmen",False
topseller_api,3,218,353,353,353,353,organic,True,CS08ED0VQ,S0RCO0D0T84K,,https://www.otto.de/p/xavax-anschluss-set-xavax-siphonanschluss-fuer-waschmaschinen-und-trockner-siphonanschluss-mit-kondensatanschluss-fuer-waschmaschinen-und-trockner-geeignet-CS08ED0VQ/,Xavax Anschluss-Set Xavax Siphonanschluss für Waschmaschinen und Trockner.,,,Xavax,"15,49 €",,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,,,,,,,,,,,"exclude_keyword:anschluss,siphon",False
topseller_api,3,218,354,354,354,354,organic,True,S0TEQ0XC,S0TEQ0XCICB5,,https://www.otto.de/p/jeobest-waschmaschinenuntergestell-waschmaschine-sockel-untergestell-multifunktionale-bewegliche-verstellbare-basis-47-69cm-S0TEQ0XC/,JEOBEST Waschmaschinenuntergestell Waschmaschine Sockel Untergestell,,,JEOBEST,"35,69 €","52,00 €",-31%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,,,,,,,,,,,"exclude_keyword:untergestell,sockel,gestell",False
topseller_api,3,218,355,355,355,355,organic,True,S0DEN0DO,S0DEN0DO1EZ8,,https://www.otto.de/p/clanmacy-waschmaschinenuntergestell-waschmaschinen-untergestell-schwarz-unterbausockel-63x54x42cm-S0DEN0DO/,Clanmacy Waschmaschinenuntergestell Waschmaschinen Untergestell Schwarz Unterbausockel 63x54x42cm,,,Clanmacy,"54,99 €","84,99 €",-35%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,,,,,,,,,,,"exclude_keyword:untergestell,sockel,gestell",False
topseller_api,3,218,357,357,357,357,organic,True,S04BA0RN,S04BA0RNWTIC,,https://www.otto.de/p/westcraft-transportbehaelter-waschpulverbox-in-form-einer-waschmaschine-fuer-waschmittel-1-st-waschmittelbox-eimer-5-liter-waschmitteldose-waschmittelbehaelter-S04BA0RN/,WestCraft Transportbehälter Waschpulverbox in Form einer Waschmaschine für Waschmittel,,,WestCraft,"14,90 €",,,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,,,,,,,,,,,"exclude_keyword:transportbehälter,pulverbox",False
topseller_api,3,218,359,359,359,359,organic,True,S0TE401A,S0TE401AMBZR,,https://www.otto.de/p/easypart-zulaufschlauch-wie-puteus-39546-zulaufschlauchverlaengerung-3-5m-zubehoer-fuer-waschmaschinen-waschmaschine-S0TE401A/,"easyPART Zulaufschlauch wie PUTEUS 39546 Zulaufschlauchverlängerung 3,5m",,,easyPART,"28,90 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,1,5.0,,,,,,,,,exclude_keyword:schlauch,False
topseller_api,3,218,360,360,360,360,organic,True,S0WCJ0CE,S0WCJ0CEOIHO,,https://www.otto.de/p/clanmacy-waschmaschinenuntergestell-waschmaschinen-untergestell-mit-schublade-aus-stahl-weiss-bis-150kg-S0WCJ0CE/,Clanmacy Waschmaschinenuntergestell Waschmaschinen Untergestell mit Schublade aus Stahl Weiß Bis 150kg,,,Clanmacy,"51,99 €","86,99 €",-40%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,2,3.0,,,,,,,,,"exclude_keyword:untergestell,gestell",False
topseller_api,4,327,363,363,363,363,organic,True,S0X7Z03S,S0X7Z03SN7LB,,https://www.otto.de/p/stabilo-sanitaer-zulaufschlauch-sicherheitsschlauch-zulaufschlauch-3-4-zoll-4-m-waschmaschine-zubehoer-fuer-waschmaschinen-pvc-anschlussschlauch-inklusive-aquastop-platzsicherung-S0X7Z03S/,"Stabilo Sanitär Zulaufschlauch Sicherheitsschlauch Zulaufschlauch 3/4"" Zoll 4 m Waschmaschine",,,Stabilo Sanitär,"21,39 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,3,4.5,,,,,,,,,exclude_keyword:schlauch,False
topseller_api,4,327,364,364,364,364,organic,True,S0FGX0K1,S0FGX0K1NGQ8,,https://www.otto.de/p/kityhome-waescheschleuder-mini-klappbare-waschmaschine-10l-mit-touch-schleuder-2800-u-min-klappbare-mit-schleuderfunktion-fuer-reise-camping-S0FGX0K1/,Kityhome Wäscheschleuder Mini Klappbare Waschmaschine 10L mit Touch & Schleuder,,,Kityhome,"59,99 €","119,99 €",-50%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,,,,,,,,,,,exclude_keyword:wäscheschleuder,False
topseller_api,4,327,365,365,365,365,organic,True,CS0GFV0QC,S0GFV0QC7OKJ,,https://www.otto.de/p/bomann-zulaufschlauch-aquastop-wasserschlauch-wasserschlauch-f-geschirrspueler-u-waschmaschine-CS0GFV0QC/,BOMANN Zulaufschlauch Aquastop Wasserschlauch,,,BOMANN,"29,94 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,5,5.0,,,,,,,,,exclude_keyword:schlauch,False
topseller_api,4,327,369,369,369,369,organic,True,S0OG80FT,S0OG80FTCVDD,,https://www.otto.de/p/poppstar-waschmaschinenschlauch-S0OG80FT/,Poppstar Waschmaschinenschlauch,,,Poppstar,"17,01 €",,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,2,5.0,,,,,,,,,exclude_keyword:schlauch,False
topseller_api,4,327,372,372,372,372,organic,True,S0G4E0AT,S0G4E0ATL5RM,,https://www.otto.de/p/easypart-griff-wie-bosch-11008957-tuere-bosch-11008957-mit-waschmaschine-S0G4E0AT/,easyPART Griff wie BOSCH 11008957 Türe BOSCH 11008957 mit,,,easyPART,"181,90 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,1,1.0,,,,,,,,,exclude_keyword:griff,False
topseller_api,4,327,374,374,374,374,organic,True,S08DX0HD,S08DX0HDTGA7,,https://www.otto.de/p/raumhirsch-furniture-waschmaschinenumbauschrank-waschmaschinenschrank-fuer-waschmaschine-waeschetrockner-7-farben-lieferbar-fuer-zwei-geraete-geeignet-S08DX0HD/,Raumhirsch Furniture Waschmaschinenumbauschrank Waschmaschinenschrank für Waschmaschine & Wäschetrockner,,,Raumhirsch Furniture,"229,90 €","289,90 €",-21%,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,5,4.0,,,,,,,,,"exclude_keyword:schrank,umbau",False
topseller_api,4,327,381,381,381,381,organic,True,CS089K013,S0OBI0C1JSMS,,https://www.otto.de/p/xavax-anschluss-set-xavax-ablaufschlauch-set-fuer-kondenstrockner-zubehoer-1-5-m-ablaufschlauch-siphonanschluss-mit-dichtung-CS089K013/,Xavax Anschluss-Set Xavax Ablaufschlauch-Set für Kondenstrockner - Zubehör.,,,Xavax,"26,99 €",,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,,,,,,,,,,,"exclude_keyword:schlauch,anschluss,zubehör",False
topseller_api,4,327,383,383,383,383,organic,True,1938620060,1938620239,,https://www.otto.de/p/bauknecht-waermepumpentrockner-tr-super-eco-8c-4-jahre-herstellergarantie-1938620060/,BAUKNECHT Wärmepumpentrockner TR SUPER ECO 8C,,,BAUKNECHT,"499,00 €","719,00 €",-31%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,251,4.5,C,https://i.otto.de/i/otto/2f2da05a-1aba-5bb9-abc1-17404124eb2c?$dv_energieetikett$,https://d.otto.de/files/282da06a-6f8a-5589-84f3-095a8b35cd23.pdf,"{""Kapazität Trocknen"": ""8 kg"", ""Energieverbrauch pro Trocknung"": ""0,96 kWh"", ""Betriebsgeräusch"": ""63 dB(A)""}",Sehr beliebt,Very popular,,,missing_ldy_keyword,False
topseller_api,4,327,385,385,385,385,organic,True,1513821464,1513822648,,https://www.otto.de/p/thomas-waescheschleuder-centri-772-sek-2800-u-min-3-kg-1513821464/,Thomas Wäscheschleuder CENTRI 772 SEK,,,Thomas,"216,00 €","229,95 €",-6%,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,28,5.0,,,,,,,,,exclude_keyword:wäscheschleuder,False
topseller_api,4,327,386,386,386,386,organic,True,C1588081039,1588081040,,https://www.otto.de/p/xavax-zwischenbaurahmen-smart-set-13-st-zwischenbaurahmen-inkl-4-schrauben-6-selbstklebende-schaumstoff-zuschnitten-1-zurrgurt-1-montageanleitung-universeller-zwischenbaurahmen-seitenschienen-verhindern-das-wandern-des-trockners-bei-vibrationen-der-waschmaschine-inkl-ausziehplatte-max-belastbar-bis-10-kg-praktische-ablage-und-arbeitsflaeche-in-bequemer-arbeitshoehe-z-b-fuer-waesche-zusammenlegen-ein-und-ausraeumen-etc-C1588081039/,"Xavax Zwischenbaurahmen für Waschmaschinen und Trockner mit Zurrgurt, Ablage",,,Xavax,"61,38 €","79,00 €",-22%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,177,4.5,,,,,Sehr beliebt,Very popular,,,"exclude_keyword:rahmen,zwischenbaurahmen",False
topseller_api,4,327,388,388,388,388,organic,True,S0UG102T,S0UG102TSI70,,https://www.otto.de/p/raumhirsch-furniture-waschmaschinenumbauschrank-fuer-zwei-geraete-stabiler-waschmaschinenschrank-waschmaschinenschrank-fuer-trockner-und-waschmaschine-ueberbauschrank-S0UG102T/,Raumhirsch Furniture Waschmaschinenumbauschrank für zwei Geräte – stabiler Waschmaschinenschrank,,,Raumhirsch Furniture,"169,90 €","279,00 €",-39%,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,2,4.5,,,,,,,,,"exclude_keyword:schrank,umbau",False
topseller_api,4,327,396,396,396,396,organic,True,S0G4C01F,S0G4C01F7B7F,,https://www.otto.de/p/vioks-zulaufschlauch-aquastop-3-4-fuer-kaltwasser-zubehoer-fuer-waschmaschine-geschirrspueler-schauch-1-5-2-2-5-3-5-3-4-m-S0G4C01F/,"VIOKS Zulaufschlauch Aquastop 3/4"" für Kaltwasser",,,VIOKS,"25,01 €",,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,24,4.5,,,,,Sehr beliebt,Very popular,,,exclude_keyword:schlauch,False
topseller_api,4,327,399,399,399,399,organic,True,C1600409431,1600409432,,https://www.otto.de/p/xavax-reinigungs-set-waschmaschinen-pflege-2-x-250-ml-maschinenpfleger-C1600409431/,Xavax Reinigungs-Set,,,Xavax,"14,29 €",,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,122,4.5,,,,,,,,,missing_ldy_keyword,False
topseller_api,4,327,405,405,405,405,organic,True,S0FEH0K8,S057M05H0Z3V,,https://www.otto.de/p/ml-design-zwischenbaurahmen-waschmaschinenzubehoer-stapelrahmen-verbindungrahmen-fuer-trockner-1-st-waschmaschinen-zwischenbausatz-mit-schublade-60-5x54x15cm-stahl-weiss-S0FEH0K8/,ML-DESIGN Zwischenbaurahmen Waschmaschinenzubehör Stapelrahmen Verbindungrahmen für Trockner,,,ML-DESIGN,"65,99 €","82,49 €",-20%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,13,4.5,,,,,,,,,"exclude_keyword:rahmen,zwischenbaurahmen,zubehör",False
topseller_api,4,327,409,409,409,409,organic,True,CS089K01N,S0Q9T0FE71JY,,https://www.otto.de/p/xavax-kuechenorganizer-set-xavax-siphonanschluss-fuer-wandeinbau-siphons-CS089K01N/,Xavax Küchenorganizer-Set Xavax Siphonanschluss für Wandeinbau-Siphons,,,Xavax,"21,89 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,1,5.0,,,,,,,,,"exclude_keyword:anschluss,siphon",False
topseller_api,4,327,412,412,412,412,organic,True,S0NG30BA,S0NG30BAS2UJ,,https://www.otto.de/p/tretmann-waschmaschinenuntergestell-universal-zwischenbaurahmen-set-extra-stabil-mit-ablage-waschturm-verbindungsrahmen-verbindung-waschmaschine-trockner-S0NG30BA/,Tretmann Waschmaschinenuntergestell Universal Zwischenbaurahmen SET -extra Stabil mit Ablage,,,Tretmann,"59,99 €","69,99 €",-14%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,5,4.0,,,,,,,,,"exclude_keyword:untergestell,gestell,rahmen,zwischenbaurahmen",False
topseller_api,4,327,415,415,415,415,organic,True,S077O0V2,S077O0V2CS6H,,https://www.otto.de/p/skye-decor-waschmaschinenumbauschrank-100-melamine-coated-particle-board-91-8-cm-x-60-cm-x-65-cm-n3303-S077O0V2/,"Skye Decor Waschmaschinenumbauschrank 100% MELAMINE COATED PARTICLE BOARD, 91,8 cm x 60 cm x 65 cm N3303",,,Skye Decor,"83,00 €","125,00 €",-34%,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,3,2.0,,,,,,,,,"exclude_keyword:schrank,umbau",False
topseller_api,4,327,422,422,422,422,organic,True,S0MDQ082,S0MDQ0825M7S,,https://www.otto.de/p/magowa-waschmaschinenumbauschrank-magwa-fuer-waschmaschine-waeschetrockner-ueberbauschrank-mehr-ordnung-uebersichtlichkeit-S0MDQ082/,MAGOWA Waschmaschinenumbauschrank MAGWA für Waschmaschine / Wäschetrockner - Überbauschrank,,,MAGOWA,"89,99 €","159,99 €",-44%,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,1,4.0,,,,,,,,,"exclude_keyword:schrank,umbau",False
topseller_api,4,327,423,423,423,423,organic,True,CS02AB0T1,S02AB0T1AWB1,,https://www.otto.de/p/magowa-waschmaschinenumbauschrank-polawash-1-ideal-fuer-kleine-baeder-hoehe-19-cm-breite-35-5-cm-laenge-98-3-cm-CS02AB0T1/,MAGOWA Waschmaschinenumbauschrank POLAWASH 1 ideal für kleine Bäder,,,MAGOWA,"134,95 €",,,lieferbar - in 6-7 Werktagen bei dir,Available - at your door in 6-7 working days,2,4.5,,,,,,,,,"exclude_keyword:schrank,umbau",False
topseller_api,4,327,426,426,426,426,organic,True,S023S0QB,S023S0QBEFRQ,,https://www.otto.de/p/steinborg-waescheschleuder-sb-4002-3-kg-mini-waschmaschine-camping-3-kg-kapazitaet-schleuderfunktion-2-kammern-S023S0QB/,STEINBORG Wäscheschleuder SB-4002,,,STEINBORG,"119,90 €","149,90 €",-20%,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,19,4.0,,,,,,,,,exclude_keyword:wäscheschleuder,False
topseller_api,4,327,427,427,427,427,organic,True,S057M03W,S057M03WDF6N,,https://www.otto.de/p/ml-design-zwischenbaurahmen-waschmaschinenzubehoer-stapelrahmen-verbindungrahmen-fuer-trockner-1-st-waschmaschinen-zwischenbausatz-mit-waescheleine-60-5x54-5cm-stahl-weiss-S057M03W/,ML-DESIGN Zwischenbaurahmen Waschmaschinenzubehör Stapelrahmen Verbindungrahmen für Trockner,,,ML-DESIGN,"49,99 €","62,49 €",-20%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,47,4.5,,,,,,,,,"exclude_keyword:rahmen,zwischenbaurahmen,zubehör",False
topseller_api,4,327,428,428,428,428,organic,True,S0SE40P2,S0SE40P2R4U6,,https://www.otto.de/p/easypart-dichtungsring-wie-europart-10092301-tuermanschette-wie-samsung-waschmaschine-S0SE40P2/,easyPART Dichtungsring wie EUROPART 10092301 Türmanschette wie SAMSUNG,,,easyPART,"47,90 €",,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,,,,,,,,,,,missing_ldy_keyword,False
topseller_api,4,327,430,430,430,430,organic,True,S022R01S,S022R01SPNWJ,,https://www.otto.de/p/sanixa-geraeteventil-waschmaschine-spuelmaschine-wasseranschluss-verteiler-geraeteanschluss-doppel-auslauf-einzeln-absperrbar-kombiventil-messing-anschluss-waschmaschine-spuelmaschine-S022R01S/,Sanixa Geräteventil Waschmaschine Spülmaschine Wasseranschluss-Verteiler Geräteanschluss,,,Sanixa,"19,90 €","24,90 €",-20%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,1,3.0,,,,,,,,,exclude_keyword:anschluss,False
topseller_api,4,327,437,437,437,437,organic,True,S07CN0VN,S07CN0VNICPV,,https://www.otto.de/p/tecuro-schlauch-waschmaschinen-spuelmaschinen-zulauf-verlaengerungsschlauch-alle-laengen-S07CN0VN/,tecuro Schlauch Waschmaschinen Spülmaschinen Zulauf Verlängerungsschlauch alle Längen,,,tecuro,"4,69 €",,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,5,5.0,,,,,,,,,exclude_keyword:schlauch,False
topseller_api,4,327,439,439,439,439,organic,True,S063O0CC,S063O0CC5Z30,,https://www.otto.de/p/vioks-zulaufschlauch-aquastop-schlauch-sicherheitsschlauch-3-4-zoll-zubehoer-fuer-waschmaschine-geschirrspueler-S063O0CC/,VIOKS Zulaufschlauch Aquastop Schlauch Sicherheitsschlauch 3/4 Zoll,,,VIOKS,"24,00 €",,,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,59,4.5,,,,,,,,,exclude_keyword:schlauch,False
topseller_api,4,327,442,442,442,442,organic,True,S0ME00DA,S0ME00DAXT0M,,https://www.otto.de/p/bealife-badkommode-hochschrank-badschrank-mit-3-offenen-faechern-1-schubladen-weiss-mit-tueren-65-x-22-x-163-5-cm-fuer-waschmaschine-und-waeschetrockner-S0ME00DA/,"Bealife Badkommode Hochschrank Badschrank mit 3 offenen Fächern, 1 Schubladen, Weiß",,,Bealife,"69,99 €","129,99 €",-46%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,5,3.0,,,,,,,,,exclude_keyword:schrank,False
