source,listing_area,row_index,display_rank,organic_rank,sponsored_rank,target_rank,exposure_type,render_state,is_fully_loaded_card,is_placeholder_card,is_listing_target,article_number,product_id,variation_id,list_position,local_list_position,origin,product_url,retailer_sku_name,final_sku_price,original_sku_price,savings,final_sku_price_text,original_sku_price_text,savings_text,sku_popularity_raw,sku_popularity,sku_status_raw,sku_status,discount_type_raw,discount_type
topseller,#reptile-search-result section.reptile-tile-list,18,18,14,,18,organic,fully_loaded_card,True,False,True,13754127,C1962381449,1962381450,18,18,,https://www.otto.de/p/tcl-75v6cxb-led-fernseher-189-cm-75-zoll-4k-ultra-hd-smart-tv-google-tv-4k-hdr-multi-hdr-dolby-vision-game-master-smart-tv-apple-tv-C1962381449/?variationId=1962381450,"TCL 75V6CXB LED-Fernseher (189 cm/75 Zoll, 4K Ultra HD, Smart-TV, Google TV, 4K HDR, Multi-HDR, Dolby Vision, Game Master, Smart TV, Apple TV)","549,00 €","849,00 €",-35%,"549,00 €","849,00 €",-35%,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,19,19,15,,19,organic,placeholder_link_only,False,True,True,96406113,C1980401029,1980401030,19,19,,https://www.otto.de/p/philips-65pus7000-12-led-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-pixel-precise-uhd-hdr10plus-dolby-atmos-dts-x-sound-gaming-C1980401029/?variationId=1980401030,"Philips 65PUS7000/12 LED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV, Pixel Precise UHD, HDR10+, Dolby Atmos & DTS:X Sound, Gaming)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,20,20,16,,20,organic,placeholder_link_only,False,True,True,75149407,2082949650,2082949651,20,20,,https://www.otto.de/p/sharp-2t-c40he3x-qled-fernseher-101-cm-40-zoll-full-hd-smart-tv-2082949650/?variationId=2082949651,"Sharp 2T-C40HE3x QLED-Fernseher (101 cm/40 Zoll, Full HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,21,21,17,,21,organic,placeholder_link_only,False,True,True,18323407,C2087551467,2087551468,21,21,,https://www.otto.de/p/hisense-58e7s-qled-fernseher-146-cm-58-zoll-4k-ultra-hd-smart-tv-C2087551467/?variationId=2087551468,"Hisense 58E7S QLED-Fernseher (146 cm/58 Zoll, 4K Ultra HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,22,22,18,,22,organic,placeholder_link_only,False,True,True,52153760,1975567834,1975567836,22,22,,https://www.otto.de/p/samsung-gu50u7099fu-led-fernseher-125-cm-50-zoll-4k-ultra-hd-smart-tv-crystal-uhd-q-symphony-dolby-surround-sound-triple-tuner-smart-hub-1975567834/?variationId=1975567836,"Samsung GU50U7099FU LED-Fernseher (125 cm/50 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,23,23,19,,23,organic,placeholder_link_only,False,True,True,70673617,1975567645,1975567647,23,23,,https://www.otto.de/p/samsung-gu75u8079fu-led-fernseher-189-cm-75-zoll-4k-ultra-hd-smart-tv-crystal-uhd-q-symphony-dolby-surround-sound-triple-tuner-smart-hub-1975567645/?variationId=1975567647,"Samsung GU75U8079FU LED-Fernseher (189 cm/75 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,25,25,20,,25,organic,placeholder_link_only,False,True,True,S0DJ806KQTR,S0DJ806K,S0IFT07GF08J,25,25,,https://www.otto.de/p/medion-md865301-lcd-led-fernseher-163-9-cm-65-zoll-4k-ultra-hd-smart-tv-dolby-vision-dolby-atmos-netflix-hbo-max-prime-video-disneyplus-wow-S0DJ806K/?variationId=S0IFT07GF08J,"Medion® MD843301 LCD-LED Fernseher (108 cm/43 Zoll, 4K Ultra HD, Smart-TV, Dolby Vision, Dolby Atmos, Netflix, HBO Max, Prime Video, Disney+, WOW)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,26,26,21,,26,organic,placeholder_link_only,False,True,True,40333352,2093626031,2093626032,26,26,,https://www.otto.de/p/lg-65nu850b6la-led-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-2093626031/?variationId=2093626032,"LG 65NU850B6LA LED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,27,27,22,,27,organic,placeholder_link_only,False,True,True,74085358,1975567930,1975567931,27,27,,https://www.otto.de/p/samsung-gu75u7099fu-led-fernseher-189-cm-75-zoll-4k-ultra-hd-smart-tv-crystal-uhd-q-symphony-dolby-surround-sound-triple-tuner-smart-hub-1975567930/?variationId=1975567931,"Samsung GU75U7099FU LED-Fernseher (189 cm/75 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,28,28,23,,28,organic,placeholder_link_only,False,True,True,S0DJ806HQTR,S0DJ806H,S06ED0PF6AY2,28,28,,https://www.otto.de/p/medion-md865600-qled-fernseher-163-9-cm-65-zoll-4k-ultra-hd-smart-tv-vidaa-tv-dolby-vision-dolby-atmos-netflix-hbo-max-prime-video-disneyplus-wow-S0DJ806H/?variationId=S06ED0PF6AY2,"Medion® MD843600 QLED-Fernseher (108 cm/43 Zoll, 4K Ultra HD, Smart TV, VIDAA TV, Dolby Vision, Dolby Atmos, Netflix, HBO Max, Prime Video, Disney+, WOW)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,29,29,24,,29,organic,placeholder_link_only,False,True,True,38565503,1970617922,1970617923,29,29,,https://www.otto.de/p/philips-75pus7800-12-qled-fernseher-189-cm-75-zoll-4k-ultra-hd-smart-tv-pixel-precise-ultra-hd-hdr10plus-hlg-dolby-atmos-dts-x-sound-1970617922/?variationId=1970617923,"Philips 75PUS7800/12 QLED-Fernseher (189 cm/75 Zoll, 4K Ultra HD, Smart-TV, Pixel Precise Ultra HD, HDR10+ & HLG, Dolby Atmos & DTS:X Sound)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,30,30,25,,30,organic,placeholder_link_only,False,True,True,78592729,1975567586,1975567591,30,30,,https://www.otto.de/p/samsung-gq65qn70fau-qled-fernseher-163-cm-65-zoll-4k-ultra-hd-smart-tv-neo-quantum-hdr-4k-ai-upscaling-gaming-hub-motion-xcelerator-144hz-1975567586/?variationId=1975567591,"Samsung GQ65QN70FAU QLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, Neo Quantum HDR, 4K AI Upscaling, Gaming Hub, Motion Xcelerator 144Hz)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,31,31,26,,31,organic,placeholder_link_only,False,True,True,30295408,C1980401074,1980401075,31,31,,https://www.otto.de/p/philips-55pus7000-12-led-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-C1980401074/?variationId=1980401075,"Philips 55PUS7000/12 LED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,33,33,27,,33,organic,placeholder_link_only,False,True,True,38696940,1975567876,1975567878,33,33,,https://www.otto.de/p/samsung-gu85u8079fu-led-fernseher-214-cm-85-zoll-4k-ultra-hd-smart-tv-crystal-uhd-q-symphony-dolby-surround-sound-triple-tuner-smart-hub-1975567876/?variationId=1975567878,"Samsung GU85U8079FU LED-Fernseher (214 cm/85 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,34,34,28,,34,organic,placeholder_link_only,False,True,True,S01H00Y4,C1955108292,S01H00Y49LOC,34,34,,https://www.otto.de/p/hisense-50e77q-qled-fernseher-126-cm-50-zoll-4k-ultra-hd-smart-tv-4k-uhd-qled-C1955108292/?variationId=S01H00Y49LOC,"Hisense 50E77Q QLED-Fernseher (108 cm/50 Zoll, 4K Ultra HD)",,,,,,,,,,,,
