source,listing_area,page_number,page_offset,row_index,display_rank,local_display_rank,target_rank,exposure_type,render_state,is_fully_loaded_card,is_placeholder_card,is_listing_target,article_number,product_id,product_id_numeric,variation_id,best_variation_id,list_position,local_list_position,origin,product_url,retailer_sku_name,source_api_product_name,organic_rank,sponsored_rank,retailer_sku_name_without_brand,retailer_sku_name_shortened,canonical_url,final_sku_price,original_sku_price,savings,final_sku_price_text,original_sku_price_text,savings_text,price_sale_flag,price_is_starting_price,sku_popularity_raw,sku_popularity,discount_type_raw,discount_type,delivery_availability_raw,delivery_availability,delivery_availability_state,count_of_reviews_listing,average_rating_listing,energy_efficiency_class,energy_label_uri,energy_datasheet_uri,image_url,brand,pbk,top_info_diagonal,top_info_screen_technology,top_info_resolution,top_info_refresh_rate,otto_up,sku_status_raw,sku_status
topseller_api,everglades/products + crocotile/tile/data,1,0,27,27,27,27,organic,api_enriched,True,False,True,12835934,1975567839,1975567839,1975567840,1975567840,27,27,,https://www.otto.de/p/samsung-gq55q7faau-qled-fernseher-138-cm-55-zoll-4k-ultra-hd-smart-tv-quantum-hdr-knox-security-art-store-3d-sound-gaming-hub-ai-tv-1975567839/?variationId=1975567840,"Samsung GQ55Q7FAAU QLED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV, Quantum HDR, Knox Security, Art Store, 3D Sound, Gaming Hub, AI TV)","Samsung GQ55Q7FAAU QLED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV, Quantum HDR, Knox Security, Art Store, 3D Sound, Gaming Hub, AI TV)",22,,"GQ55Q7FAAU QLED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV, Quantum HDR, Knox Security, Art Store, 3D Sound, Gaming Hub, AI TV)",GQ55Q7FAAU QLED-Fernseher,https://www.otto.de/p/samsung-gq55q7faau-qled-fernseher-138-cm-55-zoll-4k-ultra-hd-smart-tv-quantum-hdr-knox-security-art-store-3d-sound-gaming-hub-ai-tv-1975567839/,"399,00 €","899,00 €",-56%,"399,00 €","899,00 €",-56%,True,False,Sehr beliebt,Very popular,nur für kurze Zeit,Only for a short time,lieferbar - am nächsten Werktag bei dir,Available - at your door the next working day,AVAILABLE,42,4.5,G,https://i.otto.de/i/otto/ce04b4db-c5df-595e-bf87-c74521c01608?$dv_energieetikett$,https://d.otto.de/files/4bff3640-6412-5d85-a261-056e34f674b1.pdf,https://i.otto.de/i/otto/4df252fd-c6d4-592f-a842-57a204ef7ce3?$responsive_ft2$,Samsung,Fernseher,138 cm/55 Zoll,QLED,4K Ultra HD,50 Hz,True,,
topseller_api,everglades/products + crocotile/tile/data,1,0,28,28,28,28,organic,api_enriched,True,False,True,33675058,C2087551476,2087551476,2087551477,2087551477,28,28,,https://www.otto.de/p/hisense-65e7s-qled-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-C2087551476/?variationId=2087551477,"Hisense 65E7S QLED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV)","Hisense 65E7S QLED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV)",23,,"65E7S QLED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV)",65E7S QLED-Fernseher,https://www.otto.de/p/hisense-65e7s-qled-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-C2087551476/,"499,00 €","849,00 €",-41%,"499,00 €","849,00 €",-41%,True,True,,,nur für kurze Zeit,Only for a short time,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,AVAILABLE,1,4.0,E,https://i.otto.de/i/otto/ae812e2d-33bc-5cd0-b441-625a1d56a404?$dv_energieetikett$,https://d.otto.de/files/e6ca75b0-8229-5265-a97a-81e3cb2c109d.pdf,https://i.otto.de/i/otto/9f751f67-9046-5a42-a961-4b7aa9cef1b4?$responsive_ft2$,Hisense,Fernseher,164 cm/65 Zoll,QLED,4K Ultra HD,60 Hz,False,,
topseller_api,everglades/products + crocotile/tile/data,1,0,29,29,29,29,organic,api_enriched,True,False,True,40333352,2093626031,2093626031,2093626032,2093626032,29,29,,https://www.otto.de/p/lg-65nu850b6la-led-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-2093626031/?variationId=2093626032,"LG 65NU850B6LA LED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV)","LG 65NU850B6LA LED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV)",24,,"65NU850B6LA LED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV)",65NU850B6LA LED-Fernseher,https://www.otto.de/p/lg-65nu850b6la-led-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-2093626031/,"499,00 €","999,00 €",-50%,"499,00 €","999,00 €",-50%,True,False,,,nur für kurze Zeit,Only for a short time,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,AVAILABLE,4,4.5,F,https://i.otto.de/i/otto/013de956-ab93-5812-9aca-48039f0973bf?$dv_energieetikett$,https://d.otto.de/files/8fe7519d-de07-5300-8859-11aecd000ad7.pdf,https://i.otto.de/i/otto/bb15cfdb-edf7-5026-b523-6f268b91dd39?$responsive_ft2$,LG,Fernseher,164 cm/65 Zoll,Nano UHD,4K Ultra HD,60 Hz,False,,
topseller_api,everglades/products + crocotile/tile/data,1,0,30,30,30,30,organic,api_enriched,True,False,True,70673617,1975567645,1975567645,1975567647,1975567647,30,30,,https://www.otto.de/p/samsung-gu75u8079fu-led-fernseher-189-cm-75-zoll-4k-ultra-hd-smart-tv-crystal-uhd-q-symphony-dolby-surround-sound-triple-tuner-smart-hub-1975567645/?variationId=1975567647,"Samsung GU75U8079FU LED-Fernseher (189 cm/75 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)","Samsung GU75U8079FU LED-Fernseher (189 cm/75 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)",25,,"GU75U8079FU LED-Fernseher (189 cm/75 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)",GU75U8079FU LED-Fernseher,https://www.otto.de/p/samsung-gu75u8079fu-led-fernseher-189-cm-75-zoll-4k-ultra-hd-smart-tv-crystal-uhd-q-symphony-dolby-surround-sound-triple-tuner-smart-hub-1975567645/,"689,00 €","1.399,00 €",-51%,"689,00 €","1.399,00 €",-51%,True,False,,,nur für kurze Zeit,Only for a short time,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,AVAILABLE,10,4.5,G,https://i.otto.de/i/otto/4abfc758-4f85-5935-a186-89f5ff3ceaac?$dv_energieetikett$,https://d.otto.de/files/0129f418-6759-5c06-a26e-152a4115e8d3.pdf,https://i.otto.de/i/otto/ad10c346-7b5d-53de-9c0c-9b1af25d5b7f?$responsive_ft2$,Samsung,Fernseher,189 cm/75 Zoll,LED,4K Ultra HD,50 Hz,False,,
topseller_api,everglades/products + crocotile/tile/data,1,0,31,31,31,31,organic,api_enriched,True,False,True,78592729,1975567586,1975567586,1975567591,1975567591,31,31,,https://www.otto.de/p/samsung-gq65qn70fau-qled-fernseher-163-cm-65-zoll-4k-ultra-hd-smart-tv-neo-quantum-hdr-4k-ai-upscaling-gaming-hub-motion-xcelerator-144hz-1975567586/?variationId=1975567591,"Samsung GQ65QN70FAU QLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, Neo Quantum HDR, 4K AI Upscaling, Gaming Hub, Motion Xcelerator 144Hz)","Samsung GQ65QN70FAU QLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, Neo Quantum HDR, 4K AI Upscaling, Gaming Hub, Motion Xcelerator 144Hz)",26,,"GQ65QN70FAU QLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, Neo Quantum HDR, 4K AI Upscaling, Gaming Hub, Motion Xcelerator 144Hz)",GQ65QN70FAU QLED-Fernseher,https://www.otto.de/p/samsung-gq65qn70fau-qled-fernseher-163-cm-65-zoll-4k-ultra-hd-smart-tv-neo-quantum-hdr-4k-ai-upscaling-gaming-hub-motion-xcelerator-144hz-1975567586/,"777,00 €","1.499,00 €",-48%,"777,00 €","1.499,00 €",-48%,True,False,Sehr beliebt,Very popular,nur für kurze Zeit,Only for a short time,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,AVAILABLE,72,5.0,E,https://i.otto.de/i/otto/52161f92-56b0-5961-853f-d1f5ba5ff33f?$dv_energieetikett$,https://d.otto.de/files/c2197373-b62a-501d-b06e-70d0f82c82b5.pdf,https://i.otto.de/i/otto/6614ee74-7e1e-50e3-a479-b5555f3add8e?$responsive_ft2$,Samsung,Fernseher,163 cm/65 Zoll,Neo QLED,4K Ultra HD,144 Hz,False,,
topseller_api,everglades/products + crocotile/tile/data,1,0,32,32,32,32,sponsored,api_enriched,True,False,True,10666503,1995107347,1995107347,1995107348,1995107348,32,32,sponsored,https://www.otto.de/p/samsung-gq55q6faau-qled-fernseher-138-cm-55-zoll-4k-ultra-hd-smart-tv-1995107347/?variationId=1995107348,"Samsung GQ55Q6FAAU QLED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV)","GQ55Q6FAAU QLED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV)",,6,"GQ55Q6FAAU QLED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV)",GQ55Q6FAAU QLED-Fernseher,https://www.otto.de/p/samsung-gq55q6faau-qled-fernseher-138-cm-55-zoll-4k-ultra-hd-smart-tv-1995107347/,"399,00 €","849,00 €",-53%,"399,00 €","849,00 €",-53%,True,False,Sehr beliebt,Very popular,nur für kurze Zeit,Only for a short time,lieferbar - am nächsten Werktag bei dir,Available - at your door the next working day,AVAILABLE,322,4.5,G,https://i.otto.de/i/otto/41077649-b101-5fc6-bd49-86a460f9dbe8?$dv_energieetikett$,https://d.otto.de/files/36666199-0875-55fa-adea-9e50889bd879.pdf,https://i.otto.de/i/otto/fec09ff4-b698-5676-bcfb-be1e3b0e8e48?$responsive_ft2$,Samsung,Fernseher,138 cm/55 Zoll,QLED,4K Ultra HD,50 Hz,True,Gesponsert,Sponsored
topseller_api,everglades/products + crocotile/tile/data,1,0,33,33,33,33,organic,api_enriched,True,False,True,91784847,C1980401038,1980401038,1980401039,1980401039,33,33,,https://www.otto.de/p/philips-43pus7000-12-led-fernseher-108-cm-43-zoll-4k-ultra-hd-smart-tv-pixel-precise-uhd-hdr10plus-dolby-atmos-dts-x-sound-gaming-C1980401038/?variationId=1980401039,"Philips 43PUS7000/12 LED-Fernseher (108 cm/43 Zoll, 4K Ultra HD, Smart-TV, Pixel Precise UHD, HDR10+, Dolby Atmos & DTS:X Sound, Gaming)","Philips 43PUS7000/12 LED-Fernseher (108 cm/43 Zoll, 4K Ultra HD, Smart-TV, Pixel Precise UHD, HDR10+, Dolby Atmos & DTS:X Sound, Gaming)",27,,"43PUS7000/12 LED-Fernseher (108 cm/43 Zoll, 4K Ultra HD, Smart-TV, Pixel Precise UHD, HDR10+, Dolby Atmos & DTS:X Sound, Gaming)",43PUS7000/12 LED-Fernseher,https://www.otto.de/p/philips-43pus7000-12-led-fernseher-108-cm-43-zoll-4k-ultra-hd-smart-tv-pixel-precise-uhd-hdr10plus-dolby-atmos-dts-x-sound-gaming-C1980401038/,"249,00 €","449,00 €",-45%,"249,00 €","449,00 €",-45%,True,True,Sehr beliebt,Very popular,nur für kurze Zeit,Only for a short time,lieferbar - am nächsten Werktag bei dir,Available - at your door the next working day,AVAILABLE,150,4.5,E,https://i.otto.de/i/otto/da4d37aa-a39c-5434-853d-35800331af18?$dv_energieetikett$,https://d.otto.de/files/0b784e1a-42e8-5ae6-94b2-91444c9aca9f.pdf,https://i.otto.de/i/otto/c4f91ab4-502b-56af-8a76-694c2851ef29?$responsive_ft2$,Philips,Fernseher,108 cm/43 Zoll,LED,4K Ultra HD,60 Hz,True,,
topseller_api,everglades/products + crocotile/tile/data,1,0,34,34,34,34,organic,api_enriched,True,False,True,S0DJ806KKM5,S0DJ806K,S0DJ806K,S0IFT07CNLVS,S0IFT07CNLVS,34,34,,https://www.otto.de/p/medion-md865301-lcd-led-fernseher-163-9-cm-65-zoll-4k-ultra-hd-smart-tv-dolby-vision-dolby-atmos-netflix-hbo-max-prime-video-disneyplus-wow-S0DJ806K/?variationId=S0IFT07CNLVS,"Medion® MD855301 LCD-LED Fernseher (138.8 cm/55 Zoll, 4K Ultra HD, Smart-TV, Dolby Vision, Dolby Atmos, Netflix, HBO Max, Prime Video, Disney+, WOW)","Medion® MD855301 LCD-LED Fernseher (138.8 cm/55 Zoll, 4K Ultra HD, Smart-TV, Dolby Vision, Dolby Atmos, Netflix, HBO Max, Prime Video, Disney+, WOW)",28,,"MD855301 LCD-LED Fernseher (138.8 cm/55 Zoll, 4K Ultra HD, Smart-TV, Dolby Vision, Dolby Atmos, Netflix, HBO Max, Prime Video, Disney+, WOW)",MD855301 LCD-LED Fernseher,https://www.otto.de/p/medion-md865301-lcd-led-fernseher-163-9-cm-65-zoll-4k-ultra-hd-smart-tv-dolby-vision-dolby-atmos-netflix-hbo-max-prime-video-disneyplus-wow-S0DJ806K/,"299,95 €","489,95 €",-39%,"299,95 €","489,95 €",-39%,True,False,,,,,lieferbar - in  6-8 Werktagen bei dir,lieferbar - in  6-8 Werktagen bei dir,AVAILABLE,1,4.0,E,https://i.otto.de/i/otto/91d76c9d-5450-5d7f-a5e2-4e70c2217262?$dv_energieetikett$,https://d.otto.de/files/ce263850-40f7-4028-9ccd-96b1c915de7f.pdf,https://i.otto.de/i/otto/7ea2840b-0f03-55c9-a011-732e59379417?$responsive_ft2$,Medion®,Fernseher,138.8 cm/55 Zoll,LED LCD,4K Ultra HD,,False,,
topseller_api,everglades/products + crocotile/tile/data,1,0,35,35,35,35,organic,api_enriched,True,False,True,S0DJ806HQTR,S0DJ806H,S0DJ806H,S06ED0PF6AY2,S06ED0PF6AY2,35,35,,https://www.otto.de/p/medion-md865600-qled-fernseher-163-9-cm-65-zoll-4k-ultra-hd-smart-tv-vidaa-tv-dolby-vision-dolby-atmos-netflix-hbo-max-prime-video-disneyplus-wow-S0DJ806H/?variationId=S06ED0PF6AY2,"Medion® MD843600 QLED-Fernseher (108 cm/43 Zoll, 4K Ultra HD, Smart TV, VIDAA TV, Dolby Vision, Dolby Atmos, Netflix, HBO Max, Prime Video, Disney+, WOW)","Medion® MD843600 QLED-Fernseher (108 cm/43 Zoll, 4K Ultra HD, Smart TV, VIDAA TV, Dolby Vision, Dolby Atmos, Netflix, HBO Max, Prime Video, Disney+, WOW)",29,,"MD843600 QLED-Fernseher (108 cm/43 Zoll, 4K Ultra HD, Smart TV, VIDAA TV, Dolby Vision, Dolby Atmos, Netflix, HBO Max, Prime Video, Disney+, WOW)",MD843600 QLED-Fernseher,https://www.otto.de/p/medion-md865600-qled-fernseher-163-9-cm-65-zoll-4k-ultra-hd-smart-tv-vidaa-tv-dolby-vision-dolby-atmos-netflix-hbo-max-prime-video-disneyplus-wow-S0DJ806H/,"259,95 €","509,95 €",-49%,"259,95 €","509,95 €",-49%,True,True,,,,,lieferbar - in  6-8 Werktagen bei dir,lieferbar - in  6-8 Werktagen bei dir,AVAILABLE,4,5.0,E,https://i.otto.de/i/otto/78392da8-5ca3-5aeb-8bb5-c44730f84e47?$dv_energieetikett$,https://d.otto.de/files/31e7c071-2475-59d2-a0db-3a17f98d3504.pdf,https://i.otto.de/i/otto/a7dd126c-c793-51ea-b777-fe3cb3bee0aa?$responsive_ft2$,Medion®,Fernseher,108 cm/43 Zoll,QLED,4K Ultra HD,,False,,
topseller_api,everglades/products + crocotile/tile/data,1,0,36,36,36,36,organic,api_enriched,True,False,True,30295408,C1980401074,1980401074,1980401075,1980401075,36,36,,https://www.otto.de/p/philips-55pus7000-12-led-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-C1980401074/?variationId=1980401075,"Philips 55PUS7000/12 LED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV)","Philips 55PUS7000/12 LED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV)",30,,"55PUS7000/12 LED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV)",55PUS7000/12 LED-Fernseher,https://www.otto.de/p/philips-55pus7000-12-led-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-C1980401074/,"349,00 €","649,00 €",-46%,"349,00 €","649,00 €",-46%,True,True,Sehr beliebt,Very popular,nur für kurze Zeit,Only for a short time,lieferbar - am nächsten Werktag bei dir,Available - at your door the next working day,AVAILABLE,129,4.5,E,https://i.otto.de/i/otto/f4ef889e-ec8b-56a2-b114-c30a0f03de2d?$dv_energieetikett$,https://d.otto.de/files/316f1f13-ef2c-577e-88e6-52973d957dd8.pdf,https://i.otto.de/i/otto/7ca8e371-9208-5c7a-9265-94a4e4411b0c?$responsive_ft2$,Philips,Fernseher,139 cm/55 Zoll,LED,4K Ultra HD,60 Hz,True,,
topseller_api,everglades/products + crocotile/tile/data,1,0,37,37,37,37,organic,api_enriched,True,False,True,98602503,1975567703,1975567703,1975567707,1975567707,37,37,,https://www.otto.de/p/samsung-gq55s85fau-oled-fernseher-138-cm-55-zoll-4k-ultra-hd-smart-tv-hdr-dolby-atmos-ai-sound-pantone-farben-gaming-hub-bis-zu-120hz-1975567703/?variationId=1975567707,"Samsung GQ55S85FAU OLED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV, HDR, Dolby Atmos & AI Sound, Pantone Farben, Gaming Hub, bis zu 120Hz)","Samsung GQ55S85FAU OLED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV, HDR, Dolby Atmos & AI Sound, Pantone Farben, Gaming Hub, bis zu 120Hz)",31,,"GQ55S85FAU OLED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV, HDR, Dolby Atmos & AI Sound, Pantone Farben, Gaming Hub, bis zu 120Hz)",GQ55S85FAU OLED-Fernseher,https://www.otto.de/p/samsung-gq55s85fau-oled-fernseher-138-cm-55-zoll-4k-ultra-hd-smart-tv-hdr-dolby-atmos-ai-sound-pantone-farben-gaming-hub-bis-zu-120hz-1975567703/,"777,00 €","1.999,00 €",-61%,"777,00 €","1.999,00 €",-61%,True,False,,,nur für kurze Zeit,Only for a short time,lieferbar - am nächsten Werktag bei dir,Available - at your door the next working day,AVAILABLE,13,5.0,G,https://i.otto.de/i/otto/a39ad6bc-88e1-53d4-8893-e182a4077690?$dv_energieetikett$,https://d.otto.de/files/48fc0b5d-815b-5a69-aca1-f9cd0edfce9d.pdf,https://i.otto.de/i/otto/9c8bd13f-0ef0-5c13-8ff3-66cb03ffca50?$responsive_ft2$,Samsung,Fernseher,138 cm/55 Zoll,OLED,4K Ultra HD,120 Hz,True,,
topseller_api,everglades/products + crocotile/tile/data,1,0,38,38,38,38,organic,api_enriched,True,False,True,50665126,1975567809,1975567809,1975567811,1975567811,38,38,,https://www.otto.de/p/samsung-gq65s90fat-oled-fernseher-163-cm-65-zoll-4k-ultra-hd-smart-tv-hdrplus-dolby-atmos-ai-sound-gaming-hub-upscaling-pro-bis-zu-144hz-1975567809/?variationId=1975567811,"Samsung GQ65S90FAT OLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, HDR+, Dolby Atmos & AI Sound, Gaming Hub, Upscaling Pro, bis zu 144Hz)","Samsung GQ65S90FAT OLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, HDR+, Dolby Atmos & AI Sound, Gaming Hub, Upscaling Pro, bis zu 144Hz)",32,,"GQ65S90FAT OLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, HDR+, Dolby Atmos & AI Sound, Gaming Hub, Upscaling Pro, bis zu 144Hz)",GQ65S90FAT OLED-Fernseher,https://www.otto.de/p/samsung-gq65s90fat-oled-fernseher-163-cm-65-zoll-4k-ultra-hd-smart-tv-hdrplus-dolby-atmos-ai-sound-gaming-hub-upscaling-pro-bis-zu-144hz-1975567809/,"1.299,00 €","3.199,00 €",-59%,"1.299,00 €","3.199,00 €",-59%,True,False,Sehr beliebt,Very popular,nur für kurze Zeit,Only for a short time,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,AVAILABLE,51,4.5,F,https://i.otto.de/i/otto/05237dbb-479e-579b-9b0b-17717aad2800?$dv_energieetikett$,https://d.otto.de/files/3ed59e2a-f0ea-5f6b-bbce-f9ef2bf4ee3c.pdf,https://i.otto.de/i/otto/586c9259-0584-55a8-9ccf-43cf835a054d?$responsive_ft2$,Samsung,Fernseher,163 cm/65 Zoll,OLED,4K Ultra HD,144 Hz,False,,
topseller_api,everglades/products + crocotile/tile/data,1,0,39,39,39,39,organic,api_enriched,True,False,True,52275229,1975567478,1975567478,1975567481,1975567481,39,39,,https://www.otto.de/p/samsung-gq65s85fae-oled-fernseher-163-cm-65-zoll-4k-ultra-hd-smart-tv-hdr-dolby-atmos-ai-sound-pantone-farben-gaming-hub-bis-zu-120hz-1975567478/?variationId=1975567481,"Samsung GQ65S85FAE OLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, HDR, Dolby Atmos & AI Sound, Pantone Farben, Gaming Hub, bis zu 120Hz)","Samsung GQ65S85FAE OLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, HDR, Dolby Atmos & AI Sound, Pantone Farben, Gaming Hub, bis zu 120Hz)",33,,"GQ65S85FAE OLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, HDR, Dolby Atmos & AI Sound, Pantone Farben, Gaming Hub, bis zu 120Hz)",GQ65S85FAE OLED-Fernseher,https://www.otto.de/p/samsung-gq65s85fae-oled-fernseher-163-cm-65-zoll-4k-ultra-hd-smart-tv-hdr-dolby-atmos-ai-sound-pantone-farben-gaming-hub-bis-zu-120hz-1975567478/,"1.049,00 €","2.899,00 €",-64%,"1.049,00 €","2.899,00 €",-64%,True,False,,,nur für kurze Zeit,Only for a short time,lieferbar - in 1-2 Werktagen bei dir,Available - at your door in 1-2 working days,AVAILABLE,17,4.5,F,https://i.otto.de/i/otto/a14a4187-bc24-5ea9-955e-534473f6e49f?$dv_energieetikett$,https://d.otto.de/files/4e83c833-a606-5052-9c58-dedd7327c63c.pdf,https://i.otto.de/i/otto/a0164ae1-64cd-59af-902e-01ac1c38a12c?$responsive_ft2$,Samsung,Fernseher,163 cm/65 Zoll,OLED,4K Ultra HD,120 Hz,False,,
topseller_api,everglades/products + crocotile/tile/data,1,0,40,40,40,40,sponsored,api_enriched,True,False,True,40598822,1975567879,1975567879,1975567880,1975567880,40,40,sponsored,https://www.otto.de/p/samsung-gu55u7099fu-led-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-crystal-uhd-q-symphony-dolby-surround-sound-triple-tuner-smart-hub-1975567879/?variationId=1975567880,"Samsung GU55U7099FU LED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)","GU55U7099FU LED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)",,7,"GU55U7099FU LED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)",GU55U7099FU LED-Fernseher,https://www.otto.de/p/samsung-gu55u7099fu-led-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-crystal-uhd-q-symphony-dolby-surround-sound-triple-tuner-smart-hub-1975567879/,"359,00 €","699,00 €",-49%,"359,00 €","699,00 €",-49%,True,False,Sehr beliebt,Very popular,nur für kurze Zeit,Only for a short time,lieferbar - am nächsten Werktag bei dir,Available - at your door the next working day,AVAILABLE,279,4.5,G,https://i.otto.de/i/otto/768b8365-0f76-50aa-9636-4d97fd0be560?$dv_energieetikett$,https://d.otto.de/files/1d953692-13aa-5e8f-9785-a295be600e03.pdf,https://i.otto.de/i/otto/9405bb01-741c-52ff-9cc3-4f096395a239?$responsive_ft2$,Samsung,Fernseher,139 cm/55 Zoll,LED,4K Ultra HD,50 Hz,True,Gesponsert,Sponsored
topseller_api,everglades/products + crocotile/tile/data,1,0,41,41,41,41,organic,api_enriched,True,False,True,81251256,C1994700742,1994700742,1994700743,1994700743,41,41,,https://www.otto.de/p/sharp-4t-c50hp5265eb-led-fernseher-50-zoll-4k-uhd-google-tv-hohe-bildqualitaet-und-farbdarstellung-C1994700742/?variationId=1994700743,"Sharp 4T-C50HPx QLED-Fernseher (126 cm/50 Zoll, 4K Ultra HD, Smart-TV, Google TV)","Sharp 4T-C50HPx QLED-Fernseher (126 cm/50 Zoll, 4K Ultra HD, Smart-TV, Google TV)",34,,"4T-C50HPx QLED-Fernseher (126 cm/50 Zoll, 4K Ultra HD, Smart-TV, Google TV)",4T-C50HPx QLED-Fernseher,https://www.otto.de/p/sharp-4t-c50hp5265eb-led-fernseher-50-zoll-4k-uhd-google-tv-hohe-bildqualitaet-und-farbdarstellung-C1994700742/,"275,04 €","599,00 €",-54%,"275,04 €","599,00 €",-54%,True,False,Sehr beliebt,Very popular,,,lieferbar - am nächsten Werktag bei dir,Available - at your door the next working day,AVAILABLE,44,4.5,F,https://i.otto.de/i/otto/1554f328-149b-593f-b975-d9e13bc2cdd7?$dv_energieetikett$,https://d.otto.de/files/3b4b078a-4802-507b-87e0-e51b10fad70b.pdf,https://i.otto.de/i/otto/cf7317fd-7d25-51c5-8917-6fe8f8328f33?$responsive_ft2$,Sharp,Fernseher,126 cm/50 Zoll,QLED,4K Ultra HD,50 Hz,True,,
topseller_api,everglades/products + crocotile/tile/data,1,0,42,42,42,42,organic,api_enriched,True,False,True,82544867,C1955807841,1955807841,1955807842,1955807842,42,42,,https://www.otto.de/p/hisense-32e4qt-led-fernseher-80-cm-32-zoll-hd-smart-tv-hd-C1955807841/?variationId=1955807842,"Hisense 32E4QT LED-Fernseher (80 cm/32 Zoll, HD, Smart-TV, HD)","Hisense 32E4QT LED-Fernseher (80 cm/32 Zoll, HD, Smart-TV, HD)",35,,"32E4QT LED-Fernseher (80 cm/32 Zoll, HD, Smart-TV, HD)",32E4QT LED-Fernseher,https://www.otto.de/p/hisense-32e4qt-led-fernseher-80-cm-32-zoll-hd-smart-tv-hd-C1955807841/,"169,00 €","249,00 €",-32%,"169,00 €","249,00 €",-32%,True,True,,,,,lieferbar - am nächsten Werktag bei dir,Available - at your door the next working day,AVAILABLE,43,4.5,F,https://i.otto.de/i/otto/a9172b76-18ba-53e7-a8b5-7bbe6d4ad555?$dv_energieetikett$,https://d.otto.de/files/57d83f53-4e62-591a-a9c8-e9aac172fce8.pdf,https://i.otto.de/i/otto/88b30c31-ff5e-5ff3-b440-a579ee852488?$responsive_ft2$,Hisense,Fernseher,80 cm/32 Zoll,D-LED,HD,60 Hz,True,,
