source,listing_area,page_number,page_offset,row_index,display_rank,local_display_rank,target_rank,exposure_type,render_state,is_fully_loaded_card,is_placeholder_card,is_listing_target,article_number,product_id,product_id_numeric,variation_id,best_variation_id,list_position,local_list_position,origin,product_url,retailer_sku_name,source_api_product_name,organic_rank,sponsored_rank,retailer_sku_name_without_brand,retailer_sku_name_shortened,canonical_url,final_sku_price,original_sku_price,savings,final_sku_price_text,original_sku_price_text,savings_text,price_sale_flag,price_is_starting_price,sku_popularity_raw,sku_popularity,discount_type_raw,discount_type,delivery_availability_raw,delivery_availability,delivery_availability_state,count_of_reviews_listing,average_rating_listing,energy_efficiency_class,energy_label_uri,energy_datasheet_uri,image_url,brand,pbk,top_info_diagonal,top_info_screen_technology,top_info_resolution,top_info_refresh_rate,otto_up,sku_status_raw,sku_status,tv_filter_reason,is_tv_sku
topseller_api,everglades/products + crocotile/tile/data,1,0,105,105,105,105,organic,api_enriched,True,False,True,38227727,C1677844276,1677844276,1677844290,1677844290,105,105,,https://www.otto.de/p/hama-antennenkabel-koaxialkabel-von-1-5-m-bis-10-m-75-db-weiss-sat-kabel-1000-cm-C1677844276/?variationId=1677844290,"Hama Antennenkabel, Koaxialkabel, von 1,5 m bis 10 m, 75 dB, Weiß SAT-Kabel, (150 cm)","Hama Antennenkabel, Koaxialkabel, von 1,5 m bis 10 m, 75 dB, Weiß SAT-Kabel, (150 cm)",94,,"Antennenkabel, Koaxialkabel, von 1,5 m bis 10 m, 75 dB, Weiß SAT-Kabel, (150 cm)","Antennenkabel, Koaxialkabel, von 1,5 m bis 10 m, 75 dB, Weiß SAT-Kabel",https://www.otto.de/p/hama-antennenkabel-koaxialkabel-von-1-5-m-bis-10-m-75-db-weiss-sat-kabel-1000-cm-C1677844276/,"6,34 €","6,49 €",,"6,34 €","6,49 €",,False,True,Sehr beliebt,Very popular,,,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,AVAILABLE,20,4.5,,,,https://i.otto.de/i/otto/2b0acbff-c8e6-5256-861f-c412889bed6c?$responsive_ft2$,Hama,Kabel,,,,,True,,,"exclude_keyword:antenne,kabel",False
topseller_api,everglades/products + crocotile/tile/data,1,0,112,112,112,112,organic,api_enriched,True,False,True,S0ECA049,S0ECA049,S0ECA049,S0ECA049TWQL,S0ECA049TWQL,112,112,,https://www.otto.de/p/alltro-ersatz-fernbedienung-fuer-panasonic-n2qayb000830-tv-fernseher-fernbedienung-S0ECA049/?variationId=S0ECA049TWQL,Alltro Ersatz Fernbedienung für Panasonic N2QAYB000830 TV Fernseher Fernbedienung,Alltro Ersatz Fernbedienung für Panasonic N2QAYB000830 TV Fernseher Fernbedienung,101,,Ersatz Fernbedienung für Panasonic N2QAYB000830 TV Fernseher Fernbedienung,Ersatz Fernbedienung für Panasonic N2QAYB000830 TV Fernseher Fernbedienung,https://www.otto.de/p/alltro-ersatz-fernbedienung-fuer-panasonic-n2qayb000830-tv-fernseher-fernbedienung-S0ECA049/,"11,95 €","14,95 €",-20%,"11,95 €","14,95 €",-20%,True,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,5,5.0,,,,https://i.otto.de/i/otto/44fe7a62-fbbe-4a93-9abd-f5c2529008bc?$responsive_ft2$,Alltro,Fernbedienungen,,,,,False,,,exclude_accessory_keyword:fernbedienung,False
topseller_api,everglades/products + crocotile/tile/data,1,0,113,113,113,113,organic,api_enriched,True,False,True,,S0KDS0RY,S0KDS0RY,S0KDS0RYPNV6,S0KDS0RYPNV6,113,113,,https://www.otto.de/p/wilgoon-tv-schrank-fernsehkommode-hochglanz-tv-schrank-mit-16-farben-led-beleuchtung-fernsehschrank-1-st-2-offenes-regalfach-3-ablagen-mit-griff-klapptueren-tv-board-fernsehkommode-160cm-tv-schrank-in-wohnzimmer-fuer-tv-bis-65-S0KDS0RY/?variationId=S0KDS0RYPNV6,"WILGOON TV-Schrank Fernsehkommode, Hochglanz TV Schrank, mit 16 Farben LED Beleuchtung (Fernsehschrank, 1-St., 2 offenes Regalfach,3 Ablagen mit Griff Klapptüren) TV Board Fernsehkommode 160cm TV schrank in wohnzimmer für TV bis 65''","WILGOON TV-Schrank Fernsehkommode, Hochglanz TV Schrank, mit 16 Farben LED Beleuchtung (Fernsehschrank, 1-St., 2 offenes Regalfach,3 Ablagen mit Griff Klapptüren) TV Board Fernsehkommode 160cm TV schrank in wohnzimmer für TV bis 65''",102,,"TV-Schrank Fernsehkommode, Hochglanz TV Schrank, mit 16 Farben LED Beleuchtung (Fernsehschrank, 1-St., 2 offenes Regalfach,3 Ablagen mit Griff Klapptüren) TV Board Fernsehkommode 160cm TV schrank in wohnzimmer für TV bis 65''","TV-Schrank Fernsehkommode, Hochglanz TV Schrank, mit 16 Farben LED Beleuchtung",https://www.otto.de/p/wilgoon-tv-schrank-fernsehkommode-hochglanz-tv-schrank-mit-16-farben-led-beleuchtung-fernsehschrank-1-st-2-offenes-regalfach-3-ablagen-mit-griff-klapptueren-tv-board-fernsehkommode-160cm-tv-schrank-in-wohnzimmer-fuer-tv-bis-65-S0KDS0RY/,"112,99 €","199,00 €",-43%,"112,99 €","199,00 €",-43%,True,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,14,4.5,,,,https://i.otto.de/i/otto/ba2792a1-bc73-4d2c-b36d-587ae7f435a7?$responsive_ft2$,WILGOON,Schränke,,,,,False,,,"exclude_keyword:tv-schrank,fernsehschrank,schrank,tv board,beleuchtung",False
topseller_api,everglades/products + crocotile/tile/data,1,0,119,119,119,119,organic,api_enriched,True,False,True,S00C80CS,S00C80CS,S00C80CS,S00C80CSU5MF,S00C80CSU5MF,119,119,,https://www.otto.de/p/alltro-ersatz-fernbedienung-fuer-lg-tv-akb75095308-fernseher-fernbedienung-mit-netflix-amazon-tasten-S00C80CS/?variationId=S00C80CSU5MF,"Alltro Ersatz Fernbedienung für LG TV AKB75095308 Fernseher Fernbedienung (Mit NETFLIX-, AMAZON-Tasten)","Alltro Ersatz Fernbedienung für LG TV AKB75095308 Fernseher Fernbedienung (Mit NETFLIX-, AMAZON-Tasten)",108,,"Ersatz Fernbedienung für LG TV AKB75095308 Fernseher Fernbedienung (Mit NETFLIX-, AMAZON-Tasten)",Ersatz Fernbedienung für LG TV AKB75095308 Fernseher Fernbedienung,https://www.otto.de/p/alltro-ersatz-fernbedienung-fuer-lg-tv-akb75095308-fernseher-fernbedienung-mit-netflix-amazon-tasten-S00C80CS/,"11,95 €","14,95 €",-20%,"11,95 €","14,95 €",-20%,True,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,10,5.0,,,,https://i.otto.de/i/otto/370b40c5-bf1b-4970-88c6-d0ddbbcfdd08?$responsive_ft2$,Alltro,Fernbedienungen,,,,,False,,,exclude_accessory_keyword:fernbedienung,False
topseller_api,everglades/products + crocotile/tile/data,2,109,126,126,6,126,organic,api_enriched,True,False,True,S05ET0PC,CS02DM02V,CS02DM02V,S05ET0PCH8PB,S05ET0PCH8PB,126,6,,https://www.otto.de/p/freenet-tv-freenet-tv-ciplus-modul-3-monate-empfangsmodul-ci-modul-hochwertige-materialien-innovatives-design-umweltfreundlich-CS02DM02V/?variationId=S05ET0PCH8PB,"freenet TV DVB-T2 CI+-Modul, inkl. 3 Monate freenet TV","freenet TV DVB-T2 CI+-Modul, inkl. 3 Monate freenet TV",113,,"DVB-T2 CI+-Modul, inkl. 3 Monate freenet TV",DVB-T2 CI+-Modul,https://www.otto.de/p/freenet-tv-freenet-tv-ciplus-modul-3-monate-empfangsmodul-ci-modul-hochwertige-materialien-innovatives-design-umweltfreundlich-CS02DM02V/,"61,99 €","64,99 €",,"61,99 €","64,99 €",,False,False,,,Nur für kurze Zeit,Nur für kurze Zeit,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,3,3.5,,,,https://i.otto.de/i/otto/73e26f62-9fea-5ade-81fe-44b36f990f19?$responsive_ft2$,freenet TV,CI-Module,,,,,False,,,exclude_keyword:ci+-modul,False
topseller_api,everglades/products + crocotile/tile/data,2,109,131,131,11,131,organic,api_enriched,True,False,True,,S0PFU03G,S0PFU03G,S0PFU03G6BCE,S0PFU03G6BCE,131,11,,https://www.otto.de/p/etoe-starfish-plus-google-tv-1080p-projektor-mit-nachttischlampe-lcd-beamer-3000-1-1920-1080-px-140-drehung-automatische-trapezkorrektur-integriertes-chromecast-S0PFU03G/?variationId=S0PFU03G6BCE,"ETOE Starfish plus Google TV 1080P Projektor mit Nachttischlampe LCD-Beamer (3000:1, 1920×1080 px, 140°-Drehung, automatische Trapezkorrektur, integriertes Chromecast)","ETOE Starfish plus Google TV 1080P Projektor mit Nachttischlampe LCD-Beamer (3000:1, 1920×1080 px, 140°-Drehung, automatische Trapezkorrektur, integriertes Chromecast)",117,,"Starfish plus Google TV 1080P Projektor mit Nachttischlampe LCD-Beamer (3000:1, 1920×1080 px, 140°-Drehung, automatische Trapezkorrektur, integriertes Chromecast)",Starfish plus Google TV 1080P Projektor mit Nachttischlampe LCD-Beamer,https://www.otto.de/p/etoe-starfish-plus-google-tv-1080p-projektor-mit-nachttischlampe-lcd-beamer-3000-1-1920-1080-px-140-drehung-automatische-trapezkorrektur-integriertes-chromecast-S0PFU03G/,"169,00 €","389,00 €",-57%,"169,00 €","389,00 €",-57%,True,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,,,,,,https://i.otto.de/i/otto/c5339577-d2dd-409a-ae26-45dd3758991e?$responsive_ft2$,ETOE,Beamer,,,,,False,,,"exclude_keyword:projektor,beamer",False
topseller_api,everglades/products + crocotile/tile/data,2,109,134,134,14,134,organic,api_enriched,True,False,True,S0IBW0OC,S0IBW0OC,S0IBW0OC,S0IBW0OC4J5M,S0IBW0OC4J5M,134,14,,https://www.otto.de/p/alltro-ersatz-tv-fernbedienung-fuer-ok-odl50650uv-tib-odl55690uv-tib-odl65650u-tib-S0IBW0OC/?variationId=S0IBW0OC4J5M,Alltro Ersatz TV Fernbedienung (für OK ODL50650UV-TIB / ODL55690UV-TIB / ODL65650U-TIB),Alltro Ersatz TV Fernbedienung (für OK ODL50650UV-TIB / ODL55690UV-TIB / ODL65650U-TIB),120,,Ersatz TV Fernbedienung (für OK ODL50650UV-TIB / ODL55690UV-TIB / ODL65650U-TIB),Ersatz TV Fernbedienung,https://www.otto.de/p/alltro-ersatz-tv-fernbedienung-fuer-ok-odl50650uv-tib-odl55690uv-tib-odl65650u-tib-S0IBW0OC/,"12,95 €","14,95 €",-13%,"12,95 €","14,95 €",-13%,True,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,3,4.5,,,,https://i.otto.de/i/otto/85912de4-07a9-4a2b-9314-82c54f816ec0?$responsive_ft2$,Alltro,Fernbedienungen,,,,,False,,,exclude_accessory_keyword:fernbedienung,False
topseller_api,everglades/products + crocotile/tile/data,2,109,146,146,26,146,organic,api_enriched,True,False,True,S0MBV0QW,S0MBV0QW,S0MBV0QW,S0MBV0QWWIM5,S0MBV0QWWIM5,146,26,,https://www.otto.de/p/alltro-universal-tv-fernbedienung-passend-fuer-alle-telefunken-fernseher-fernbedienung-mit-youtube-netflix-tasten-S0MBV0QW/?variationId=S0MBV0QWWIM5,"Alltro Universal TV Fernbedienung passend für alle Telefunken Fernseher Fernbedienung (Mit YouTube-, Netflix-Tasten)","Alltro Universal TV Fernbedienung passend für alle Telefunken Fernseher Fernbedienung (Mit YouTube-, Netflix-Tasten)",130,,"Universal TV Fernbedienung passend für alle Telefunken Fernseher Fernbedienung (Mit YouTube-, Netflix-Tasten)",Universal TV Fernbedienung passend für alle Telefunken Fernseher Fernbedienung,https://www.otto.de/p/alltro-universal-tv-fernbedienung-passend-fuer-alle-telefunken-fernseher-fernbedienung-mit-youtube-netflix-tasten-S0MBV0QW/,"11,95 €","14,95 €",-20%,"11,95 €","14,95 €",-20%,True,False,Sehr beliebt,Very popular,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,43,4.5,,,,https://i.otto.de/i/otto/5712ae4c-eb87-4193-a869-f724d258869f?$responsive_ft2$,Alltro,Fernbedienungen,,,,,False,,,exclude_accessory_keyword:fernbedienung,False
topseller_api,everglades/products + crocotile/tile/data,2,109,161,161,41,161,organic,api_enriched,True,False,True,S081S0U0B7Q,S081S0U0,S081S0U0,S081S0U07BJL,S081S0U07BJL,161,41,,https://www.otto.de/p/csl-audio-video-kabel-displayport-hdmi-200-cm-dp-monitor-kabel-mit-audiouebertragung-2m-S081S0U0/?variationId=S081S0U07BJL,"CSL Audio- & Video-Kabel, DisplayPort, HDMI, (200 cm), DP Monitor Kabel mit Audioübertragung - 2m","CSL Audio- & Video-Kabel, DisplayPort, HDMI, (200 cm), DP Monitor Kabel mit Audioübertragung - 2m",143,,"Audio- & Video-Kabel, DisplayPort, HDMI, (200 cm), DP Monitor Kabel mit Audioübertragung - 2m",Audio- & Video-Kabel,https://www.otto.de/p/csl-audio-video-kabel-displayport-hdmi-200-cm-dp-monitor-kabel-mit-audiouebertragung-2m-S081S0U0/,"12,95 €","20,99 €",-38%,"12,95 €","20,99 €",-38%,True,True,Sehr beliebt,Very popular,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,64,4.5,,,,https://i.otto.de/i/otto/d70b1594-3440-59e9-b738-8f247163c607?$responsive_ft2$,CSL,Kabel,,,,,False,,,"exclude_keyword:monitor,kabel",False
topseller_api,everglades/products + crocotile/tile/data,2,109,163,163,43,163,organic,api_enriched,True,False,True,,S0KDS0RY,S0KDS0RY,S0KDS0RYPNV6,S0KDS0RYPNV6,163,43,,https://www.otto.de/p/wilgoon-tv-schrank-fernsehkommode-hochglanz-tv-schrank-mit-16-farben-led-beleuchtung-fernsehschrank-1-st-2-offenes-regalfach-3-ablagen-mit-griff-klapptueren-tv-board-fernsehkommode-160cm-tv-schrank-in-wohnzimmer-fuer-tv-bis-65-S0KDS0RY/?variationId=S0KDS0RYPNV6,"WILGOON TV-Schrank Fernsehkommode, Hochglanz TV Schrank, mit 16 Farben LED Beleuchtung (Fernsehschrank, 1-St., 2 offenes Regalfach,3 Ablagen mit Griff Klapptüren) TV Board Fernsehkommode 160cm TV schrank in wohnzimmer für TV bis 65''","WILGOON TV-Schrank Fernsehkommode, Hochglanz TV Schrank, mit 16 Farben LED Beleuchtung (Fernsehschrank, 1-St., 2 offenes Regalfach,3 Ablagen mit Griff Klapptüren) TV Board Fernsehkommode 160cm TV schrank in wohnzimmer für TV bis 65''",145,,"TV-Schrank Fernsehkommode, Hochglanz TV Schrank, mit 16 Farben LED Beleuchtung (Fernsehschrank, 1-St., 2 offenes Regalfach,3 Ablagen mit Griff Klapptüren) TV Board Fernsehkommode 160cm TV schrank in wohnzimmer für TV bis 65''","TV-Schrank Fernsehkommode, Hochglanz TV Schrank, mit 16 Farben LED Beleuchtung",https://www.otto.de/p/wilgoon-tv-schrank-fernsehkommode-hochglanz-tv-schrank-mit-16-farben-led-beleuchtung-fernsehschrank-1-st-2-offenes-regalfach-3-ablagen-mit-griff-klapptueren-tv-board-fernsehkommode-160cm-tv-schrank-in-wohnzimmer-fuer-tv-bis-65-S0KDS0RY/,"112,99 €","199,00 €",-43%,"112,99 €","199,00 €",-43%,True,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,14,4.5,,,,https://i.otto.de/i/otto/ba2792a1-bc73-4d2c-b36d-587ae7f435a7?$responsive_ft2$,WILGOON,Schränke,,,,,False,,,"exclude_keyword:tv-schrank,fernsehschrank,schrank,tv board,beleuchtung",False
topseller_api,everglades/products + crocotile/tile/data,2,109,172,172,52,172,organic,api_enriched,True,False,True,S0JC50GJ,S0JC50GJ,S0JC50GJ,S0JC50GJS0MR,S0JC50GJS0MR,172,52,,https://www.otto.de/p/alltro-ersatz-tv-fernbedienung-fuer-ok-tv-ole-228w-d4-ole-328-b-d4s-ole-398-b-d4s-S0JC50GJ/?variationId=S0JC50GJS0MR,Alltro Ersatz TV Fernbedienung (für OK TV / OLE 228W-D4 / OLE 328 B-D4S / OLE 398 B-D4S),Alltro Ersatz TV Fernbedienung (für OK TV / OLE 228W-D4 / OLE 328 B-D4S / OLE 398 B-D4S),153,,Ersatz TV Fernbedienung (für OK TV / OLE 228W-D4 / OLE 328 B-D4S / OLE 398 B-D4S),Ersatz TV Fernbedienung,https://www.otto.de/p/alltro-ersatz-tv-fernbedienung-fuer-ok-tv-ole-228w-d4-ole-328-b-d4s-ole-398-b-d4s-S0JC50GJ/,"12,95 €","14,95 €",-13%,"12,95 €","14,95 €",-13%,True,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,,,,,,https://i.otto.de/i/otto/2abb13e8-29ee-4025-b833-33602f81f2ba?$responsive_ft2$,Alltro,Fernbedienungen,,,,,False,,,exclude_accessory_keyword:fernbedienung,False
topseller_api,everglades/products + crocotile/tile/data,2,109,183,183,63,183,organic,api_enriched,True,False,True,S0F4M050,S0F4M050,S0F4M050,S0F4M0500V9U,S0F4M0500V9U,183,63,,https://www.otto.de/p/premiumx-fensterdurchfuehrung-flachkabel-fuer-fenster-tueren-extra-slimline-24cm-sat-kabel-S0F4M050/?variationId=S0F4M0500V9U,PremiumX Fensterdurchführung Flachkabel für Fenster Türen Extra SlimLine 24cm SAT-Kabel,PremiumX Fensterdurchführung Flachkabel für Fenster Türen Extra SlimLine 24cm SAT-Kabel,163,,Fensterdurchführung Flachkabel für Fenster Türen Extra SlimLine 24cm SAT-Kabel,Fensterdurchführung Flachkabel für Fenster Türen Extra SlimLine 24cm SAT-Kabel,https://www.otto.de/p/premiumx-fensterdurchfuehrung-flachkabel-fuer-fenster-tueren-extra-slimline-24cm-sat-kabel-S0F4M050/,"17,00 €",,,"17,00 €",,,False,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,,,,,,https://i.otto.de/i/otto/9d96ff27-e99d-5491-99dd-232a6cf1474d?$responsive_ft2$,PremiumX,Kabel,,,,,False,,,exclude_keyword:kabel,False
topseller_api,everglades/products + crocotile/tile/data,2,109,189,189,69,189,organic,api_enriched,True,False,True,S0SGM02F,CS04E20AE,CS04E20AE,S0SGM02FS5MW,S0SGM02FS5MW,189,69,,https://www.otto.de/p/hdplus-karte-fuer-hdplus-receiver-oder-ciplus-modul-12-monate-hdplus-sender-paket-25-hd-und-3-uhd-sender-CS04E20AE/?variationId=S0SGM02FS5MW,"HD+ Karte für HD+ Receiver oder CI+-Modul, 12 Monate HD+ Sender-Paket, 25 HD- und 3 UHD-Sender","HD+ Karte für HD+ Receiver oder CI+-Modul, 12 Monate HD+ Sender-Paket, 25 HD- und 3 UHD-Sender",168,,"Karte für Receiver oder CI+-Modul, 12 Monate Sender-Paket, 25 HD- und 3 UHD-Sender",Karte für HD+ Receiver oder CI+-Modul,https://www.otto.de/p/hdplus-karte-fuer-hdplus-receiver-oder-ciplus-modul-12-monate-hdplus-sender-paket-25-hd-und-3-uhd-sender-CS04E20AE/,"87,90 €","99,00 €",-11%,"87,90 €","99,00 €",-11%,True,True,,,Nur für kurze Zeit,Nur für kurze Zeit,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,13,4.5,,,,https://i.otto.de/i/otto/1c1ba061-d666-55d5-940f-95f5a4eda338?$responsive_ft2$,HD+,CI-Module,,,,,False,,,"exclude_keyword:receiver,ci+-modul",False
topseller_api,everglades/products + crocotile/tile/data,2,109,190,190,70,190,organic,api_enriched,True,False,True,S05ET0PD,CS05ET0PD,CS05ET0PD,S05ET0PDQ1RY,S05ET0PDQ1RY,190,70,,https://www.otto.de/p/freenet-tv-dvb-t2-ciplus-modul-inkl-1-monate-freenet-tv-CS05ET0PD/?variationId=S05ET0PDQ1RY,"freenet TV DVB-T2 CI+-Modul, inkl. 1 Monate freenet TV","freenet TV DVB-T2 CI+-Modul, inkl. 1 Monate freenet TV",169,,"DVB-T2 CI+-Modul, inkl. 1 Monate freenet TV",DVB-T2 CI+-Modul,https://www.otto.de/p/freenet-tv-dvb-t2-ciplus-modul-inkl-1-monate-freenet-tv-CS05ET0PD/,"42,99 €","49,99 €",-14%,"42,99 €","49,99 €",-14%,True,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,2,5.0,,,,https://i.otto.de/i/otto/552642e4-d015-5816-b75b-4cdf7d73bbbc?$responsive_ft2$,freenet TV,CI-Module,,,,,False,,,exclude_keyword:ci+-modul,False
topseller_api,everglades/products + crocotile/tile/data,2,109,192,192,72,192,sponsored,api_enriched,True,False,True,14875154,1975636449,1975636449,1975636450,1975636450,192,72,sponsored,https://www.otto.de/p/samsung-the-premiere-5-2025-laser-tv-560-lm-1000-1-1920-x-1080-px-1975636449/?variationId=1975636450,"Samsung The Premiere 5 (2025) Laser-TV (560 lm, 1000:1, 1920 x 1080 px)","The Premiere 5 (2025) Laser-TV (560 lm, 1000:1, 1920 x 1080 px)",,22,"The Premiere 5 (2025) Laser-TV (560 lm, 1000:1, 1920 x 1080 px)",The Premiere 5 (2025) Laser-TV,https://www.otto.de/p/samsung-the-premiere-5-2025-laser-tv-560-lm-1000-1-1920-x-1080-px-1975636449/,"1.057,51 €","2.199,00 €",-52%,"1.057,51 €","2.199,00 €",-52%,True,False,,,,,lieferbar - am nächsten Werktag bei dir,Available - at your door the next working day,AVAILABLE,3,5.0,,,,https://i.otto.de/i/otto/f8c4ac63-346c-522f-8864-26412feeba3f?$responsive_ft2$,Samsung,Beamer,,,,,True,Gesponsert,Sponsored,missing_tv_positive_keyword,False
topseller_api,everglades/products + crocotile/tile/data,2,109,196,196,76,196,organic,api_enriched,True,False,True,S0NBV0SI,S0NBV0SI,S0NBV0SI,S0NBV0SIEP6K,S0NBV0SIEP6K,196,76,,https://www.otto.de/p/alltro-ersatz-tv-fernbedienung-fuer-ok-rc5118-fernseher-fernbedienung-mit-youtube-netflix-tasten-S0NBV0SI/?variationId=S0NBV0SIEP6K,"Alltro Ersatz TV Fernbedienung für OK RC5118 / Fernseher Fernbedienung (Mit YouTube-, Netflix-Tasten)","Alltro Ersatz TV Fernbedienung für OK RC5118 / Fernseher Fernbedienung (Mit YouTube-, Netflix-Tasten)",174,,"Ersatz TV Fernbedienung für OK RC5118 / Fernseher Fernbedienung (Mit YouTube-, Netflix-Tasten)",Ersatz TV Fernbedienung für OK RC5118 / Fernseher Fernbedienung,https://www.otto.de/p/alltro-ersatz-tv-fernbedienung-fuer-ok-rc5118-fernseher-fernbedienung-mit-youtube-netflix-tasten-S0NBV0SI/,"11,95 €","14,95 €",-20%,"11,95 €","14,95 €",-20%,True,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,2,3.0,,,,https://i.otto.de/i/otto/5712ae4c-eb87-4193-a869-f724d258869f?$responsive_ft2$,Alltro,Fernbedienungen,,,,,False,,,exclude_accessory_keyword:fernbedienung,False
topseller_api,everglades/products + crocotile/tile/data,2,109,208,208,88,208,organic,api_enriched,True,False,True,S0SGM02H,CS079S0Y5,CS079S0Y5,S0SGM02HHPNE,S0SGM02HHPNE,208,88,,https://www.otto.de/p/hd-plus-hd-plus-ciplus-modul-inkl-hdplus-sender-paket-fuer-6-monate-gratis-geeignet-ciplus-modul-CS079S0Y5/?variationId=S0SGM02HHPNE,"HD+ Modul CI+-Modul, inkl. 6 Monate HD+ Sender-Paket, 25 HD- und 3 UHD-Sender","HD+ Modul CI+-Modul, inkl. 6 Monate HD+ Sender-Paket, 25 HD- und 3 UHD-Sender",186,,"Modul CI+-Modul, inkl. 6 Monate Sender-Paket, 25 HD- und 3 UHD-Sender",Modul CI+-Modul,https://www.otto.de/p/hd-plus-hd-plus-ciplus-modul-inkl-hdplus-sender-paket-fuer-6-monate-gratis-geeignet-ciplus-modul-CS079S0Y5/,"87,90 €","89,00 €",,"87,90 €","89,00 €",,False,True,,,Nur für kurze Zeit,Nur für kurze Zeit,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,13,4.5,,,,https://i.otto.de/i/otto/8ee6e2c1-397d-5a23-bc40-deedee6a141b?$responsive_ft2$,HD+,CI-Module,,,,,False,,,exclude_keyword:ci+-modul,False
topseller_api,everglades/products + crocotile/tile/data,2,109,210,210,90,210,organic,api_enriched,True,False,True,S0D1Z01SV5I,S0D1Z01S,S0D1Z01S,S0D1Z01S3PRN,S0D1Z01S3PRN,210,90,,https://www.otto.de/p/primewire-hdmi-kabel-2-1-hdmi-typ-a-150-cm-8k-120hz-4k-240hz-dsc-ultra-high-speed-nylonummantelung-1-5m-S0D1Z01S/?variationId=S0D1Z01S3PRN,"Primewire HDMI-Kabel, 2.1, HDMI Typ A (25 cm), 8K @ 120Hz / 4K @ 240Hz DSC, Ultra High Speed, Nylonummantelung, 0,25m","Primewire HDMI-Kabel, 2.1, HDMI Typ A (25 cm), 8K @ 120Hz / 4K @ 240Hz DSC, Ultra High Speed, Nylonummantelung, 0,25m",188,,"HDMI-Kabel, 2.1, HDMI Typ A (25 cm), 8K @ 120Hz / 4K @ 240Hz DSC, Ultra High Speed, Nylonummantelung, 0,25m",HDMI-Kabel,https://www.otto.de/p/primewire-hdmi-kabel-2-1-hdmi-typ-a-150-cm-8k-120hz-4k-240hz-dsc-ultra-high-speed-nylonummantelung-1-5m-S0D1Z01S/,"8,45 €","16,99 €",-50%,"8,45 €","16,99 €",-50%,True,True,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,319,5.0,,,,https://i.otto.de/i/otto/41d321a8-3cd8-58ee-a001-d00a3abb727f?$responsive_ft2$,Primewire,Kabel,,,,,False,,,exclude_keyword:kabel,False
topseller_api,everglades/products + crocotile/tile/data,2,109,211,211,91,211,organic,api_enriched,True,False,True,S0WBW0UA,S0WBW0UA,S0WBW0UA,S0WBW0UA5ZDG,S0WBW0UA5ZDG,211,91,,https://www.otto.de/p/alltro-ersatz-tv-fernbedienung-fuer-telefunken-rc4875-rc-4875-fernseher-fernbedienung-S0WBW0UA/?variationId=S0WBW0UA5ZDG,Alltro Ersatz TV Fernbedienung für Telefunken RC4875 / RC-4875 / Fernseher Fernbedienung,Alltro Ersatz TV Fernbedienung für Telefunken RC4875 / RC-4875 / Fernseher Fernbedienung,189,,Ersatz TV Fernbedienung für Telefunken RC4875 / RC-4875 / Fernseher Fernbedienung,Ersatz TV Fernbedienung für Telefunken RC4875 / RC-4875 / Fernseher Fernbedienung,https://www.otto.de/p/alltro-ersatz-tv-fernbedienung-fuer-telefunken-rc4875-rc-4875-fernseher-fernbedienung-S0WBW0UA/,"11,95 €","14,95 €",-20%,"11,95 €","14,95 €",-20%,True,False,,,,,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,AVAILABLE,8,4.0,,,,https://i.otto.de/i/otto/26ebf39a-f037-49a6-97f2-980e79885532?$responsive_ft2$,Alltro,Fernbedienungen,,,,,False,,,exclude_accessory_keyword:fernbedienung,False
